ID,Name,Localized Name,Temperature,Luminosity,Density,Viscosity,Placeable,Block ID,Block Class
704,molten.shadowsteel,熔融暗影钢,3006,12,1000,1000,false,null,null
705,molten.soularium,熔融魂金,800,0,1000,1000,false,null,null
706,molten.bedrockium,熔融基岩,9900,15,1000,1000,false,null,null
707,molten.infinity,熔融无尽,10800,15,1000,1000,false,null,null
708,molten.infinitycatalyst,熔融无尽催化剂,10800,15,1000,1000,false,null,null
709,molten.trinium,熔融三元金属,7200,15,1000,1000,false,null,null
710,molten.pentacadmiummagnesiumhexaoxid,熔融MV超导粗胚,2500,9,1000,1000,false,null,null
711,molten.titaniumonabariumdecacoppereikosaoxid,熔融HV超导粗胚,3300,13,1000,1000,false,null,null
712,molten.uraniumtriplatinid,熔融EV超导粗胚,4400,15,1000,1000,false,null,null
713,molten.vanadiumtriindinid,熔融IV超导粗胚,5200,15,1000,1000,false,null,null
714,molten.tetraindiumditindibariumtitaniumheptacoppertetrakaidekaoxid,熔融LuV超导粗胚,6000,15,1000,1000,false,null,null
715,molten.tetranaquadahdiindiumhexaplatiumosminid,熔融ZPM超导粗胚,8100,15,1000,1000,false,null,null
716,molten.longasssuperconductornameforuvwire,熔融UV超导粗胚,9900,15,1000,1000,false,null,null
717,molten.longasssuperconductornameforuhvwire,熔融UHV超导粗胚,10800,15,1000,1000,false,null,null
718,molten.superconductoruevbase,熔融UEV超导粗胚,11700,15,1000,1000,false,null,null
719,molten.superconductoruivbase,熔融UIV超导粗胚,12700,15,1000,1000,false,null,null
720,molten.superconductorumvbase,熔融UMV超导粗胚,13600,15,1000,1000,false,null,null
721,polyaluminiumchloride,聚氯化铝,295,0,1000,1000,false,null,null
722,ozone,臭氧,295,0,-100,200,false,null,null
723,stablebaryonicmatter,稳定重子物质,295,0,1000,1000,false,null,null
724,crackedradox,裂化拉多X,295,0,-100,200,false,null,null
725,radoxgas,拉多X气,295,0,-100,200,false,null,null
726,heavyradox,重拉多X,295,0,1000,1000,false,null,null
727,lightradox,轻拉多X,295,0,-100,200,false,null,null
728,molten.radoxpoly,熔融拉多X聚合物,6203,15,1000,1000,false,null,null
729,radoxpoly,拉多X聚合物,6203,0,-100,200,false,null,null
730,rawradox,粗制拉多X,295,0,1000,1000,false,null,null
731,superheavyradox,超重拉多X,295,0,1000,1000,false,null,null
732,superlightradox,超轻拉多X,295,0,-100,200,false,null,null
733,xenoxene,异氙,295,0,1000,1000,false,null,null
734,dilutedxenoxene,钝化异氙,295,0,1000,1000,false,null,null
735,netherair,下界空气,295,0,1000,1000,false,null,null
736,nethersemifluid,半流质下界空气,295,0,1000,1000,false,null,null
737,nefariousgas,邪恶气体,295,0,1000,1000,false,null,null
738,nefariousoil,邪恶原油,295,0,1000,1000,false,null,null
739,poornetherwaste,贫瘠下界废水,295,0,1000,1000,false,null,null
740,richnetherwaste,富集下界废水,295,0,1000,1000,false,null,null
741,molten.hellishmetal,熔融地狱金属,1200,2,1000,1000,false,null,null
742,prismarinesolution,海晶石溶液,295,0,1000,1000,false,null,null
743,prismarinecontaminatedhydrogenperoxide,海晶参杂的过氧化氢,295,0,1000,1000,false,null,null
744,prismarinerichnitrobenzenesolution,富海晶硝基苯溶液,295,0,1000,1000,false,null,null
745,prismarinecontaminatednitrobenzenesolution,海晶参杂的硝基苯溶液,295,0,1000,1000,false,null,null
746,prismaticgas,海晶气,295,0,1000,1000,false,null,null
747,prismaticacid,海晶酸,295,0,1000,1000,false,null,null
748,molten.prismaticnaquadah,熔融海晶硅岩,1000,1,1000,1000,false,null,null
749,prismaticnaquadahcompositeslurry,海晶硅岩混合砂浆,295,0,1000,1000,false,null,null
750,impurefranciumsolution,不纯的钫溶液,295,0,1000,1000,false,null,null
751,franciumslurry,钫泥浆,295,0,1000,1000,false,null,null
752,thoriumelutionadsorbent,钍洗脱吸附剂,295,0,1000,1000,false,null,null
753,phosphoruschlorinemixture,磷氯混合物,295,0,1000,1000,false,null,null
754,phosphoruspentachloride,五氯化磷,434,0,1000,1000,false,null,null
755,toxicair,毒性空气,295,0,-100,200,false,null,null
756,toxicslurry,毒性泥浆,295,0,1000,1000,false,null,null
757,destabilizationslurry,不稳定浆液,295,0,1000,1000,false,null,null
758,agitatingslurry,搅拌泥浆,295,0,1000,1000,false,null,null
759,ultracontaminatedgas,超重度污染气体,295,0,-100,200,false,null,null
760,stagnantwastewater,不流动的废水,295,0,1000,1000,false,null,null
761,activatedwastewater,活性废液,295,0,1000,1000,false,null,null
762,chlorosulfonicacid,氯磺酸,193,0,1000,1000,false,null,null
763,poisonousslurry,有毒泥浆,295,0,1000,1000,false,null,null
764,complexitycatalyst,复杂度催化剂,295,0,1000,1000,false,null,null
765,entropiccatalyst,混沌催化剂,295,0,1000,1000,false,null,null
766,soulinfusedmedium,灵魂灌注溶剂,295,0,1000,1000,false,null,null
767,molten.manasteel,熔融魔力钢,1500,3,1000,1000,false,null,null
768,molten.terrasteel,熔融泰拉钢,5400,15,1000,1000,false,null,null
769,molten.elvenelementium,熔融源质钢,7200,15,1000,1000,false,null,null
770,molten.gaiaspirit,熔融盖亚之魂,1000,1,1000,1000,false,null,null
771,diaminodiphenylmethanmixture,二氨基二苯甲烷混合物,365,0,1000,1000,false,null,null
772,diphenylmethanediisocyanatemixture,二苯基甲烷二异氰酸酯混合物,310,0,1000,1000,false,null,null
773,butyraldehyde,丁醛,176,0,1000,1000,false,null,null
774,isobutyraldehyde,异丁醛,208,0,1000,1000,false,null,null
775,nickeltetracarbonyl,四羰基镍,256,0,1000,1000,false,null,null
776,ethyleneoxide,环氧乙烷,295,0,-100,200,false,null,null
777,siliconoil,硅油,473,0,1000,1000,false,null,null
778,ethyleneglycol,乙二醇,260,0,1000,1000,false,null,null
779,acetaldehyde,乙醛,295,0,-100,200,false,null,null
780,polyurethaneresin,聚氨酯树脂,295,0,1000,1000,false,null,null
781,nmethylpyrolidone,N-甲基吡咯烷酮,249,0,1000,1000,false,null,null
782,acetylene,乙炔,295,0,-100,200,false,null,null
783,4nitroaniline,4-硝基苯胺,420,0,1000,1000,false,null,null
784,methylamine,甲胺,295,0,-100,200,false,null,null
785,trimethylamine,三甲胺,295,0,-100,200,false,null,null
786,gammabutyrolactone,γ-丁内酯,229,0,1000,1000,false,null,null
787,liquidcrystalkevlar,液晶凯芙拉,295,0,1000,1000,false,null,null
788,molten.nickelaluminide,熔融铝化镍,1668,4,1000,1000,false,null,null
789,thionylchloride,氯化亚砜,295,0,1000,1000,false,null,null
790,sulfurdichloride,二氯化硫,295,0,1000,1000,false,null,null
791,dimethylterephthalate,对苯二甲酸二甲酯,415,0,1000,1000,false,null,null
792,molten.kevlar,熔融凯芙拉,1000,1,1000,1000,false,null,null
793,terephthalicacid,对苯二甲酸,480,0,1000,1000,false,null,null
794,"1,3dimethylbenzene",间二甲苯,225,0,1000,1000,false,null,null
795,"1,4dimethylbenzene",对二甲苯,286,0,1000,1000,false,null,null
796,naphthenicacid,环烷酸,295,0,1000,1000,false,null,null
797,phosphorustrichloride,三氯化磷,179,0,1000,1000,false,null,null
798,trimethylborate,硼酸三甲酯,239,0,1000,1000,false,null,null
799,bauxiteslurry,铝土泥浆,295,0,1000,1000,false,null,null
800,headedbauxiteslurry,热铝土泥浆,295,0,1000,1000,false,null,null
801,sluicejuice,铝土卤水,295,0,1000,1000,false,null,null
802,greensapphirejuice,绿色蓝宝石汁,295,0,1000,1000,false,null,null
803,sapphirejuice,蓝宝石汁,295,0,1000,1000,false,null,null
804,rubyjuice,红宝石汁,295,0,1000,1000,false,null,null
805,dimensionallytranscendentcrudecatalyst,粗制超维度催化剂,25000000,0,1000,1000,false,null,null
806,dimensionallytranscendentprosaiccatalyst,平凡超维度催化剂,50000000,0,1000,1000,false,null,null
807,dimensionallytranscendentresplendentcatalyst,光辉超维度催化剂,75000000,0,1000,1000,false,null,null
808,dimensionallytranscendentexoticcatalyst,异星超维度催化剂,100000000,0,1000,1000,false,null,null
809,dimensionallytranscendentstellarcatalyst,恒星超维度催化剂,100000000,0,1000,1000,false,null,null
810,molten.spacetime,熔融时空,0,0,1000,1000,false,null,null
811,molten.transcendentmetal,熔融超时空金属,11700,15,1000,1000,false,null,null
812,molten.magnetohydrodynamicallyconstrainedstarmatter,熔融磁流体约束恒星物质,0,0,1000,1000,false,null,null
813,molten.whitedwarfmatter,熔融白矮星物质,0,0,1000,1000,false,null,null
814,whitedwarfmatter,白矮星物质,0,0,1000,1000,false,null,null
815,molten.blackdwarfmatter,熔融黑矮星物质,0,0,1000,1000,false,null,null
816,blackdwarfmatter,黑矮星物质,0,0,1000,1000,false,null,null
817,molten.universium,熔融宇宙素,0,0,1000,1000,false,null,null
818,molten.eternity,熔融永恒,0,0,1000,1000,false,null,null
819,molten.magmatter,熔融磁物质,1000,1,1000,1000,false,null,null
820,molten.sixphasedcopper,熔融六相铜,1000,1,1000,1000,false,null,null
821,plasma.sixphasedcopper,六相铜等离子体,10000,15,55536,10,false,null,null
822,molten.mellion,熔融灿茶合金,1000,1,1000,1000,false,null,null
823,molten.creon,熔融创律合金,1000,1,1000,1000,false,null,null
824,plasma.creon,创律合金等离子体,10000,15,55536,10,false,null,null
825,dimensionallyshiftedsuperfluid,维度偏移超流体,295,0,1000,1000,false,null,null
826,protohalkonitebase,熔融原初恒坚钢基底,295,0,1000,1000,false,null,null
827,moltenexohalkonitebase,熔融超然恒坚钢配制基底,295,0,1000,1000,false,null,null
828,sgcrystalslurry,星门水晶浆液,295,0,1000,1000,false,null,null
829,brightlumipodextract,明亮卢米坡德提取物,298,0,1000,1000,false,null,null
830,biocatalyzedpropulsionfluid,生物催化推进液,303,0,1000,1000,false,null,null
831,molten.shijima,熔融静寂合金,1000,1,1000,1000,false,null,null
832,molten.churitsu,熔融中立合金,1000,1,1000,1000,false,null,null
833,molten.signalum,熔融信素,1000,1,1000,1000,false,null,null
834,molten.lumium,熔融流明,1000,1,1000,1000,false,null,null
835,unformed hexanite,未成形的咒源玄晶,9000,0,1000,1000,false,null,null
836,potion.awkward,粗制的药水,295,0,1000,1000,false,null,null
837,potion.thick,浓稠的药水,295,0,1000,1000,false,null,null
838,potion.mundane,平凡的药水,295,0,1000,1000,false,null,null
839,potion.damage,伤害药水,295,0,1000,1000,false,null,null
840,potion.damage.strong,加强伤害药水,295,0,1000,1000,false,null,null
841,potion.damage.splash,喷溅伤害药水,295,0,1000,1000,false,null,null
842,potion.damage.strong.splash,加强喷溅伤害药水,295,0,1000,1000,false,null,null
843,potion.health,治愈药水,295,0,1000,1000,false,null,null
844,potion.health.strong,加强治愈药水,295,0,1000,1000,false,null,null
845,potion.health.splash,喷溅治愈药水,295,0,1000,1000,false,null,null
846,potion.health.strong.splash,加强喷溅治愈药水,295,0,1000,1000,false,null,null
847,potion.speed,迅捷药水,295,0,1000,1000,false,null,null
848,potion.speed.strong,加强迅捷药水,295,0,1000,1000,false,null,null
849,potion.speed.long,加长迅捷药水,295,0,1000,1000,false,null,null
850,potion.speed.splash,喷溅型迅捷药水,295,0,1000,1000,false,null,null
851,potion.speed.strong.splash,加强喷溅型迅捷药水,295,0,1000,1000,false,null,null
852,potion.speed.long.splash,加长喷溅型迅捷药水,295,0,1000,1000,false,null,null
853,potion.strength,力量药水,295,0,1000,1000,false,null,null
854,potion.strength.strong,加强力量药水,295,0,1000,1000,false,null,null
855,potion.strength.long,加长力量药水,295,0,1000,1000,false,null,null
856,potion.strength.splash,喷溅型力量药水,295,0,1000,1000,false,null,null
857,potion.strength.strong.splash,加强喷溅型力量药水,295,0,1000,1000,false,null,null
858,potion.strength.long.splash,加长喷溅型力量药水,295,0,1000,1000,false,null,null
859,potion.regen,再生药水,295,0,1000,1000,false,null,null
860,potion.regen.strong,加强再生药水,295,0,1000,1000,false,null,null
861,potion.regen.long,加长再生药水,295,0,1000,1000,false,null,null
862,potion.regen.splash,喷溅型再生药水,295,0,1000,1000,false,null,null
863,potion.regen.strong.splash,加强喷溅型再生药水,295,0,1000,1000,false,null,null
864,potion.regen.long.splash,加长喷溅型再生药水,295,0,1000,1000,false,null,null
865,potion.poison,剧毒药水,295,0,1000,1000,false,null,null
866,potion.poison.strong,加强剧毒药水,295,0,1000,1000,false,null,null
867,potion.poison.long,加长剧毒药水,295,0,1000,1000,false,null,null
868,potion.poison.splash,喷溅型剧毒药水,295,0,1000,1000,false,null,null
869,potion.poison.strong.splash,加长喷溅型剧毒药水,295,0,1000,1000,false,null,null
870,potion.poison.long.splash,加长喷溅型剧毒药水,295,0,1000,1000,false,null,null
871,potion.fireresistance,抗火药水,375,0,1000,1000,false,null,null
872,potion.fireresistance.long,加长抗火药水,375,0,1000,1000,false,null,null
873,potion.fireresistance.splash,喷溅抗火药水,375,0,1000,1000,false,null,null
874,potion.fireresistance.long.splash,加长喷溅抗火药水,375,0,1000,1000,false,null,null
875,potion.nightvision,夜视药水,295,0,1000,1000,false,null,null
876,potion.nightvision.long,加长夜视药水,295,0,1000,1000,false,null,null
877,potion.nightvision.splash,喷溅型夜视药水,295,0,1000,1000,false,null,null
878,potion.nightvision.long.splash,加长喷溅型夜视药水,295,0,1000,1000,false,null,null
879,potion.weakness,虚弱药水,295,0,1000,1000,false,null,null
880,potion.weakness.long,加长虚弱药水,295,0,1000,1000,false,null,null
881,potion.weakness.splash,喷溅型虚弱药水,295,0,1000,1000,false,null,null
882,potion.weakness.long.splash,加长喷溅型虚弱药水,295,0,1000,1000,false,null,null
883,potion.slowness,迟缓药水,295,0,1000,1000,false,null,null
884,potion.slowness.long,加长迟缓药水,295,0,1000,1000,false,null,null
885,potion.slowness.splash,喷溅型迟缓药水,295,0,1000,1000,false,null,null
886,potion.slowness.long.splash,加长喷溅型迟缓药水,295,0,1000,1000,false,null,null
887,potion.waterbreathing,水肺药水,295,0,1000,1000,false,null,null
888,potion.waterbreathing.long,加长水肺药水,295,0,1000,1000,false,null,null
889,potion.waterbreathing.splash,喷溅型水肺药水,295,0,1000,1000,false,null,null
890,potion.waterbreathing.long.splash,加长喷溅型水肺药水,295,0,1000,1000,false,null,null
891,potion.invisibility,隐身药水,295,0,1000,1000,false,null,null
892,potion.invisibility.long,加长隐身药水,295,0,1000,1000,false,null,null
893,potion.invisibility.splash,喷溅隐身药水,295,0,1000,1000,false,null,null
894,potion.invisibility.long.splash,加长喷溅隐身药水,295,0,1000,1000,false,null,null
895,potion.purpledrink,紫色饮料,275,0,1000,1000,false,null,null
896,potion.grapejuice,葡萄汁,295,0,1000,1000,false,null,null
897,potion.wine,葡萄酒,295,0,1000,1000,false,null,null
898,potion.vinegar,醋,295,0,1000,1000,false,null,null
899,potion.potatojuice,土豆汁,295,0,1000,1000,false,null,null
900,potion.vodka,伏特加,275,0,1000,1000,false,null,null
901,potion.leninade,列宁柠檬汁,275,0,1000,1000,false,null,null
902,potion.mineralwater,矿泉水,275,0,1000,1000,false,null,null
903,potion.saltywater,盐水,275,0,1000,1000,false,null,null
904,potion.reedwater,甘蔗水,295,0,1000,1000,false,null,null
905,potion.rum,朗姆酒,295,0,1000,1000,false,null,null
906,potion.piratebrew,海盗之酿,295,0,1000,1000,false,null,null
907,potion.hopsjuice,啤酒花汁,295,0,1000,1000,false,null,null
908,potion.darkbeer,黑啤,275,0,1000,1000,false,null,null
909,potion.dragonblood,龙血,375,0,1000,1000,false,null,null
910,potion.wheatyjuice,小麦汁,295,0,1000,1000,false,null,null
911,potion.scotch,苏格兰威士忌,275,0,1000,1000,false,null,null
912,potion.glenmckenner,格伦·麦肯纳,275,0,1000,1000,false,null,null
913,potion.wheatyhopsjuice,小麦啤酒花汁,295,0,1000,1000,false,null,null
914,potion.beer,啤酒,275,0,1000,1000,false,null,null
915,potion.chillysauce,辣酱,375,0,1000,1000,false,null,null
916,potion.hotsauce,红辣酱,380,0,1000,1000,false,null,null
917,potion.diabolosauce,恶魔辣酱,385,0,1000,1000,false,null,null
918,potion.diablosauce,恐惧辣酱,390,0,1000,1000,false,null,null
919,potion.diablosauce.strong,祖传配方秘制而成的恐惧辣酱,999,0,1000,1000,false,null,null
920,potion.applejuice,苹果汁,295,0,1000,1000,false,null,null
921,potion.cider,苹果酒,295,0,1000,1000,false,null,null
922,potion.goldenapplejuice,金苹果汁,295,0,1000,1000,false,null,null
923,potion.goldencider,金苹果酒,295,0,1000,1000,false,null,null
924,potion.idunsapplejuice,青春苹果汁,295,0,1000,1000,false,null,null
925,potion.notchesbrew,附魔金苹果之酿,295,0,1000,1000,false,null,null
926,potion.lemonjuice,柠檬汁,295,0,1000,1000,false,null,null
927,potion.limoncello,意大利柠檬甜酒,295,0,1000,1000,false,null,null
928,potion.lemonade,柠檬水,275,0,1000,1000,false,null,null
929,potion.alcopops,波普甜酒,275,0,1000,1000,false,null,null
930,potion.cavejohnsonsgrenadejuice,约翰逊的炸弹柠檬汁,295,0,1000,1000,false,null,null
931,potion.coffee,咖啡,295,0,1000,1000,false,null,null
932,potion.sweetcoffee,甜咖啡,295,0,1000,1000,false,null,null
933,potion.latte,拿铁,295,0,1000,1000,false,null,null
934,potion.sweetlatte,甜拿铁,295,0,1000,1000,false,null,null
935,potion.sweetjesuslatte,美味拿铁,295,0,1000,1000,false,null,null
936,potion.darkchocolatemilk,黑巧克力奶,295,0,1000,1000,false,null,null
937,potion.chocolatemilk,巧克力牛奶,295,0,1000,1000,false,null,null
938,potion.tea,茶,295,0,1000,1000,false,null,null
939,potion.sweettea,甜茶,295,0,1000,1000,false,null,null
940,potion.icetea,冰红茶,255,0,1000,1000,false,null,null
941,liquid_sodium,液钠,495,0,1000,1000,false,null,null
942,entangled_neutronium,纠缠玻色-爱因斯坦凝聚态中子,0,0,-100,200,false,null,null
943,entangled_cosmicneutronium,纠缠玻色-爱因斯坦凝聚态宇宙中子态素,0,0,-100,200,false,null,null
944,entangled_bedrockium,纠缠玻色-爱因斯坦凝聚态基岩,0,0,-100,200,false,null,null
945,entangled_chromaticglass,纠缠玻色-爱因斯坦凝聚态彩色玻璃,0,0,-100,200,false,null,null
946,entangled_celestialtungsten,纠缠玻色-爱因斯坦凝聚态天体钨,0,0,-100,200,false,null,null
947,entangled_infinity,纠缠玻色-爱因斯坦凝聚态无尽,0,0,-100,200,false,null,null
948,entangled_hypogen,纠缠玻色-爱因斯坦凝聚态海珀珍,0,0,-100,200,false,null,null
949,entangled_transcendentmetal,纠缠玻色-爱因斯坦凝聚态超时空金属,0,0,-100,200,false,null,null
950,entangled_dimshiftedsuperfluid,纠缠玻色-爱因斯坦凝聚态维度偏移超流体,0,0,-100,200,false,null,null
951,entangled_phononmedium,纠缠玻色-爱因斯坦凝聚态无损声子传输介质,0,0,-100,200,false,null,null
952,entangled_quarkgluonplasma,纠缠玻色-爱因斯坦凝聚态简并夸克胶子等离子体,0,0,-100,200,false,null,null
953,entangled_spacetime,纠缠玻色-爱因斯坦凝聚态时空,0,0,-100,200,false,null,null
954,entangled_time,纠缠玻色-爱因斯坦凝聚态富快子时间流体,0,0,-100,200,false,null,null
955,entangled_space,纠缠玻色-爱因斯坦凝聚态扩大化空间流体,0,0,-100,200,false,null,null
956,entangled_cosmicsolder,纠缠玻色-爱因斯坦凝聚态寰宇焊料,0,0,-100,200,false,null,null
957,entangled_mhdcsm,纠缠玻色-爱因斯坦凝聚态磁流体约束恒星物质,0,0,-100,200,false,null,null
958,entangled_magmatter,纠缠玻色-爱因斯坦凝聚态磁物质,0,0,-100,200,false,null,null
959,entangled_universium,纠缠玻色-爱因斯坦凝聚态宇宙素,0,0,-100,200,false,null,null
960,entangled_eternity,纠缠玻色-爱因斯坦凝聚态永恒,0,0,-100,200,false,null,null
961,lightlycrackednaquadahgas,轻度裂化硅岩气,800,0,1000,1000,true,GoodGenerator:lightlyCrackedNaquadahGas,goodgenerator.blocks.myFluids.BaseFluid
962,moderatelycrackednaquadahgas,中度裂化硅岩气,800,0,1000,1000,true,GoodGenerator:moderatelyCrackedNaquadahGas,goodgenerator.blocks.myFluids.BaseFluid
963,heavilycrackednaquadahgas,重度裂化硅岩气,800,0,1000,1000,true,GoodGenerator:heavilyCrackedNaquadahGas,goodgenerator.blocks.myFluids.BaseFluid
964,lightlycrackedlightnaquadahfuel,轻度裂化轻质硅岩燃料,1200,0,1000,1000,true,GoodGenerator:lightlyCrackedLightNaquadahFuel,goodgenerator.blocks.myFluids.BaseFluid
965,moderatelycrackedlightnaquadahfuel,中度裂化轻质硅岩燃料,1200,0,1000,1000,true,GoodGenerator:moderatelyCrackedLightNaquadahFuel,goodgenerator.blocks.myFluids.BaseFluid
966,heavilycrackedlightnaquadahfuel,重度裂化轻质硅岩燃料,1200,0,1000,1000,true,GoodGenerator:heavilyCrackedLightNaquadahFuel,goodgenerator.blocks.myFluids.BaseFluid
967,lightlycrackedheavynaquadahfuel,轻度裂化重质硅岩燃料,1200,0,1000,1000,true,GoodGenerator:lightlyCrackedHeavyNaquadahFuel,goodgenerator.blocks.myFluids.BaseFluid
968,moderatelycrackedheavynaquadahfuel,中度裂化重质硅岩燃料,1200,0,1000,1000,true,GoodGenerator:moderatelyCrackedHeavyNaquadahFuel,goodgenerator.blocks.myFluids.BaseFluid
969,heavilycrackedheavynaquadahfuel,重度裂化重质硅岩燃料,1200,0,1000,1000,true,GoodGenerator:heavilyCrackedHeavyNaquadahFuel,goodgenerator.blocks.myFluids.BaseFluid
970,lightlycrackednaquadahasphalt,轻度裂化硅岩沥青,1800,0,20000,20000,true,GoodGenerator:lightlyCrackedNaquadahAsphalt,goodgenerator.blocks.myFluids.BaseFluid
971,moderatelycrackednaquadahasphalt,中度裂化硅岩沥青,1800,0,20000,20000,true,GoodGenerator:moderatelyCrackedNaquadahAsphalt,goodgenerator.blocks.myFluids.BaseFluid
972,heavilycrackednaquadahasphalt,重度裂化硅岩沥青,1800,0,20000,20000,true,GoodGenerator:heavilyCrackedNaquadahAsphalt,goodgenerator.blocks.myFluids.BaseFluid
973,combustionpromotor,助燃剂,300,0,1000,1000,true,GoodGenerator:combustionPromotor,goodgenerator.blocks.myFluids.BaseFluid
974,fluid.coaltar,煤焦,450,0,1000,1000,true,GoodGenerator:coalTar,goodgenerator.blocks.myFluids.BaseFluid
975,supercriticalsteam,超临界蒸汽,648,0,1000,1000,true,GoodGenerator:supercriticalSteam,goodgenerator.blocks.myFluids.BaseFluid
976,xpjuice,液态经验,300,10,800,1500,false,null,null
977,neon,氖,25,15,-10000,10,false,null,null
978,plasma.neon,氖等离子体,10000,15,-10000,10,false,null,null
979,molten.germanium,熔融锗,1210,0,1000,1000,false,null,null
980,plasma.germanium,锗等离子体,10000,15,-10000,10,false,null,null
981,molten.selenium,熔融硒,490,0,1000,1000,false,null,null
982,plasma.selenium,硒等离子体,10000,15,-10000,10,false,null,null
983,molten.bromine,溴,265,0,1000,10000,false,null,null
984,plasma.bromine,溴等离子体,10000,15,-10000,10,false,null,null
985,krypton,氪,115,15,-10000,10,false,null,null
986,plasma.krypton,氪等离子体,10000,15,-10000,10,false,null,null
987,molten.zirconium,熔融锆,2130,0,1000,1000,false,null,null
988,plasma.zirconium,锆等离子体,10000,15,-10000,10,false,null,null
989,molten.ruthenium,熔融钌,2525,0,1000,1000,false,null,null
990,plasma.ruthenium,钌等离子体,10000,15,-10000,10,false,null,null
991,molten.rhodium,熔融铑,2240,0,1000,1000,false,null,null
992,plasma.rhodium,铑等离子体,10000,15,-10000,10,false,null,null
993,molten.technetium,熔融锝,2475,0,1000,1000,false,null,null
994,plasma.technetium,锝等离子体,10000,15,-10000,10,false,null,null
995,molten.neptunium,熔融镎,915,0,1000,1000,false,null,null
996,plasma.neptunium,镎等离子体,10000,15,-10000,10,false,null,null
997,molten.iodine,熔融碘,385,0,1000,1000,false,null,null
998,plasma.iodine,碘等离子体,10000,15,-10000,10,false,null,null
999,xenon,氙,160,15,-10000,10,false,null,null
1000,plasma.xenon,氙等离子体,10000,15,-10000,10,false,null,null
1001,molten.hafnium,熔融铪,2425,0,1000,1000,false,null,null
1002,plasma.hafnium,铪等离子体,10000,15,-10000,10,false,null,null
1003,molten.rhenium,熔融铼,3455,0,1000,1000,false,null,null
1004,plasma.rhenium,铼等离子体,10000,15,-10000,10,false,null,null
1005,molten.thallium,熔融铊,575,0,1000,1000,false,null,null
1006,plasma.thallium,铊等离子体,10000,15,-10000,10,false,null,null
1007,molten.polonium,熔融钋,525,0,1000,1000,false,null,null
1008,plasma.polonium,钋等离子体,10000,15,-10000,10,false,null,null
1009,molten.radium,熔融镭,975,0,1000,1000,false,null,null
1010,plasma.radium,镭等离子体,10000,15,-10000,10,false,null,null
1011,molten.protactinium,熔融镤,1840,0,1000,1000,false,null,null
1012,plasma.protactinium,镤等离子体,10000,15,-10000,10,false,null,null
1013,molten.curium,熔融锔,1615,0,1000,1000,false,null,null
1014,plasma.curium,锔等离子体,10000,15,-10000,10,false,null,null
1015,molten.californium,熔融锎,1170,0,1000,1000,false,null,null
1016,plasma.californium,锎等离子体,10000,15,-10000,10,false,null,null
1017,molten.fermium,镄,1800,0,1000,10000,false,null,null
1018,plasma.fermium,镄等离子体,10000,15,-10000,10,false,null,null
1019,molten.lithium7,熔融锂-7,725,0,1000,1000,false,null,null
1020,molten.uranium232,熔融铀-232,1405,0,1000,1000,false,null,null
1021,plasma.uranium232,铀-232等离子体,10000,15,-10000,10,false,null,null
1022,molten.uranium233,熔融铀-233,1405,0,1000,1000,false,null,null
1023,plasma.uranium233,铀-233等离子体,10000,15,-10000,10,false,null,null
1024,molten.thorium232,熔融钍-232,2390,0,1000,1000,false,null,null
1025,plasma.thorium232,钍-232等离子体,10000,15,-10000,10,false,null,null
1026,molten.plutonium238,熔融钚-238,1185,0,1000,1000,false,null,null
1027,plasma.plutonium238,钚-238等离子体,10000,15,-10000,10,false,null,null
1028,molten.energycrystal,熔融能量水晶,4935,0,1000,1000,false,null,null
1029,molten.bloodsteel,熔融血钢,2775,0,1000,1000,false,null,null
1030,molten.staballoy,熔融贫铀合金,3725,0,1000,1000,false,null,null
1031,molten.tantalloy60,熔融钽钨合金-60,3300,0,1000,1000,false,null,null
1032,molten.tantalloy61,熔融钽钨合金-61,3305,0,1000,1000,false,null,null
1033,molten.tumbaga,熔融铜金合金,1575,0,1000,1000,false,null,null
1034,molten.potin,熔融铅青铜,1575,0,1000,1000,false,null,null
1035,molten.inconel625,熔融镍铬基合金-625,2700,0,1000,1000,false,null,null
1036,molten.inconel690,熔融镍铬基合金-690,3700,0,1000,1000,false,null,null
1037,molten.inconel792,熔融镍铬基合金-792,3700,0,1000,1000,false,null,null
1038,molten.nitinol60,熔融镍钛诺60,5925,0,1000,1000,false,null,null
1039,molten.zeron100,熔融塞龙-100,6375,0,1000,1000,false,null,null
1040,molten.maragingsteel250,熔融马氏体时效钢250,2685,0,1000,1000,false,null,null
1041,molten.maragingsteel300,熔融马氏体时效钢300,2685,0,1000,1000,false,null,null
1042,molten.maragingsteel350,熔融马氏体时效钢350,2685,0,1000,1000,false,null,null
1043,molten.watertightsteel,熔融防水钢,2945,0,1000,1000,false,null,null
1044,molten.stellite,熔融铬钴锰钛合金,4585,0,1000,1000,false,null,null
1045,molten.talonite,熔融铬钴磷酸盐合金,3725,0,1000,1000,false,null,null
1046,molten.hastelloyw,熔融哈斯特洛依合金-W,3625,0,1000,1000,false,null,null
1047,molten.hastelloyx,熔融哈斯特洛依合金-X,3625,0,1000,1000,false,null,null
1048,molten.hastelloyn,熔融哈斯特洛依合金-N,4625,0,1000,1000,false,null,null
1049,molten.hastelloyc276,熔融哈斯特洛依合金-C276,4625,0,1000,1000,false,null,null
1050,molten.incoloy020,熔融耐热铬铁合金-020,3700,0,1000,1000,false,null,null
1051,molten.incoloyds,熔融耐热铬铁合金-DS,3700,0,1000,1000,false,null,null
