id,stackName,className
11497,2x磁钢线缆,MTECable
11498,4x磁钢线缆,MTECable
11499,8x磁钢线缆,MTECable
11500,12x磁钢线缆,MTECable
11501,16x磁钢线缆,MTECable
11510,1x充能合金导线,MTECable
11511,2x充能合金导线,MTECable
11512,4x充能合金导线,MTECable
11513,8x充能合金导线,MTECable
11514,12x充能合金导线,MTECable
11515,16x充能合金导线,MTECable
11516,1x充能合金线缆,MTECable
11517,2x充能合金线缆,MTECable
11518,4x充能合金线缆,MTECable
11519,8x充能合金线缆,MTECable
11520,12x充能合金线缆,MTECable
11521,16x充能合金线缆,MTECable
11530,1x脉冲合金导线,MTECable
11531,2x脉冲合金导线,MTECable
11532,4x脉冲合金导线,MTECable
11533,8x脉冲合金导线,MTECable
11534,12x脉冲合金导线,MTECable
11535,16x脉冲合金导线,MTECable
11536,1x脉冲合金线缆,MTECable
11537,2x脉冲合金线缆,MTECable
11538,4x脉冲合金线缆,MTECable
11539,8x脉冲合金线缆,MTECable
11540,12x脉冲合金线缆,MTECable
11541,16x脉冲合金线缆,MTECable
11550,1x旋律合金导线,MTECable
11551,2x旋律合金导线,MTECable
11552,4x旋律合金导线,MTECable
11553,8x旋律合金导线,MTECable
11554,12x旋律合金导线,MTECable
11555,16x旋律合金导线,MTECable
11556,1x旋律合金线缆,MTECable
11557,2x旋律合金线缆,MTECable
11558,4x旋律合金线缆,MTECable
11559,8x旋律合金线缆,MTECable
11560,12x旋律合金线缆,MTECable
11561,16x旋律合金线缆,MTECable
11570,1x恒星合金导线,MTECable
11571,2x恒星合金导线,MTECable
11572,4x恒星合金导线,MTECable
11573,8x恒星合金导线,MTECable
11574,12x恒星合金导线,MTECable
11575,16x恒星合金导线,MTECable
11576,1x恒星合金线缆,MTECable
11577,2x恒星合金线缆,MTECable
11578,4x恒星合金线缆,MTECable
11579,8x恒星合金线缆,MTECable
11580,12x恒星合金线缆,MTECable
11581,16x恒星合金线缆,MTECable
11590,1x高速钢-E导线,MTECable
11591,2x高速钢-E导线,MTECable
11592,4x高速钢-E导线,MTECable
11593,8x高速钢-E导线,MTECable
11594,12x高速钢-E导线,MTECable
11595,16x高速钢-E导线,MTECable
11596,1x高速钢-E线缆,MTECable
11597,2x高速钢-E线缆,MTECable
11598,4x高速钢-E线缆,MTECable
11599,8x高速钢-E线缆,MTECable
11600,12x高速钢-E线缆,MTECable
11601,16x高速钢-E线缆,MTECable
11610,1x铱锇合金导线,MTECable
11611,2x铱锇合金导线,MTECable
11612,4x铱锇合金导线,MTECable
11613,8x铱锇合金导线,MTECable
11614,12x铱锇合金导线,MTECable
11615,16x铱锇合金导线,MTECable
11616,1x铱锇合金线缆,MTECable
11617,2x铱锇合金线缆,MTECable
11618,4x铱锇合金线缆,MTECable
11619,8x铱锇合金线缆,MTECable
11620,12x铱锇合金线缆,MTECable
11621,16x铱锇合金线缆,MTECable
11910,UEV高电流变压器,MTETransformerHiAmp
11911,UIV高电流变压器,MTETransformerHiAmp
11912,UMV高电流变压器,MTETransformerHiAmp
11913,UXV高电流变压器,MTETransformerHiAmp
11989,UHV高电流变压器,MTETransformerHiAmp
12000,ULV高能变压器,MTEWetTransformer
12001,LV高能变压器,MTEWetTransformer
12002,MV高能变压器,MTEWetTransformer
12003,HV高能变压器,MTEWetTransformer
12004,EV高能变压器,MTEWetTransformer
12005,IV高能变压器,MTEWetTransformer
12006,LuV高能变压器,MTEWetTransformer
12007,ZPM高能变压器,MTEWetTransformer
12008,UV高能变压器,MTEWetTransformer
12009,UHV高能变压器,MTEWetTransformer
12010,UEV高能变压器,MTEWetTransformer
12011,UIV高能变压器,MTEWetTransformer
12012,UMV高能变压器,MTEWetTransformer
12013,UXV高能变压器,MTEWetTransformer
12020,大型空气过滤机T1,MTEAirFilter1
12021,大型空气过滤机T2,MTEAirFilter2
12022,大型空气过滤机T3,MTEAirFilter3
12040,超低压涡轮充电器,MTETurboCharger
12041,低压涡轮充电器,MTETurboCharger
12042,中压涡轮充电器,MTETurboCharger
12043,高压涡轮充电器,MTETurboCharger
12044,超高压涡轮充电器,MTETurboCharger
12045,强导压涡轮充电器,MTETurboCharger
12046,剧差压涡轮充电器,MTETurboCharger
12047,零点压涡轮充电器,MTETurboCharger
12048,极限压涡轮充电器,MTETurboCharger
12049,极高压涡轮充电器,MTETurboCharger
12060,超极限压缓存器,MTEChestBuffer
12061,极强导压缓存器,MTEChestBuffer
12062,极剧差压缓存器,MTEChestBuffer
12070,去命名器,MTENameRemover
12071,强化台,MTEModificationTable
12080,低温岩浆固化者R-9200,MTERockBreaker
12081,低温岩浆固化者R-10200,MTERockBreaker
12082,低温岩浆固化者R-11200,MTERockBreaker
12083,低温岩浆固化者R-12200,MTERockBreaker
12084,低温岩浆固化者R-13200,MTERockBreaker
12085,低温岩浆固化者R-14200,MTERockBreaker
12086,低温岩浆固化者R-15200,MTERockBreaker
12090,终极电路组装机,MTEBasicMachineWithRecipe
12091,终极电路组装机 II,MTEBasicMachineWithRecipe
12092,终极电路组装机 III,MTEBasicMachineWithRecipe
12093,终极电路组装机 IV,MTEBasicMachineWithRecipe
12094,终极电路组装机 V,MTEBasicMachineWithRecipe
12096,MAX电路组装机,MTEBasicMachineWithRecipe
12097,输入仓(UEV),MTEHatchInput
12098,输入仓(UIV),MTEHatchInput
12099,输入仓(UMV),MTEHatchInput
12100,输入仓(UXV),MTEHatchInput
12102,输入仓(MAX),MTEHatchInput
12103,输出仓(UEV),MTEHatchOutput
12104,输出仓(UIV),MTEHatchOutput
12105,输出仓(UMV),MTEHatchOutput
12106,输出仓(UXV),MTEHatchOutput
12108,输出仓(MAX),MTEHatchOutput
12109,虚空仓,MTEHatchVoid
12110,虚空总线,MTEHatchVoidBus
12600,LESU,MTELESU
12601,能量分配器(ULV),MTEEnergyDistributor
12602,能量分配器(LV),MTEEnergyDistributor
12603,能量分配器(MV),MTEEnergyDistributor
12604,能量分配器(HV),MTEEnergyDistributor
12605,能量分配器(EV),MTEEnergyDistributor
12606,能量分配器(IV),MTEEnergyDistributor
12607,能量分配器(LuV),MTEEnergyDistributor
12608,能量分配器(ZPM),MTEEnergyDistributor
12609,能量分配器(UV),MTEEnergyDistributor
12610,能量分配器(UHV),MTEEnergyDistributor
12611,能量分配器(UEV),MTEEnergyDistributor
12612,能量分配器(UIV),MTEEnergyDistributor
12613,能量分配器(UMV),MTEEnergyDistributor
12614,能量分配器(UXV),MTEEnergyDistributor
12615,能量分配器(MAX),MTEEnergyDistributor
12617,线缆二极管 2A ULV,MTEDiode
12618,线缆二极管 2A LV,MTEDiode
12619,线缆二极管 2A MV,MTEDiode
12620,线缆二极管 2A HV,MTEDiode
12621,线缆二极管 2A EV,MTEDiode
12622,线缆二极管 2A IV,MTEDiode
12623,线缆二极管 2A LuV,MTEDiode
12624,线缆二极管 2A ZPM,MTEDiode
12625,线缆二极管 2A UV,MTEDiode
12626,线缆二极管 2A UHV,MTEDiode
12627,线缆二极管 2A UEV,MTEDiode
12628,线缆二极管 2A UIV,MTEDiode
12629,线缆二极管 2A UMV,MTEDiode
12630,线缆二极管 2A UXV,MTEDiode
12631,线缆二极管 2A MAX,MTEDiode
12633,线缆二极管 4A ULV,MTEDiode
12634,线缆二极管 4A LV,MTEDiode
12635,线缆二极管 4A MV,MTEDiode
12636,线缆二极管 4A HV,MTEDiode
12637,线缆二极管 4A EV,MTEDiode
12638,线缆二极管 4A IV,MTEDiode
12639,线缆二极管 4A LuV,MTEDiode
12640,线缆二极管 4A ZPM,MTEDiode
12641,线缆二极管 4A UV,MTEDiode
12642,线缆二极管 4A UHV,MTEDiode
12643,线缆二极管 4A UEV,MTEDiode
12644,线缆二极管 4A UIV,MTEDiode
12645,线缆二极管 4A UMV,MTEDiode
12646,线缆二极管 4A UXV,MTEDiode
12647,线缆二极管 4A MAX,MTEDiode
12649,线缆二极管 8A ULV,MTEDiode
12650,线缆二极管 8A LV,MTEDiode
12651,线缆二极管 8A MV,MTEDiode
12652,线缆二极管 8A HV,MTEDiode
12653,线缆二极管 8A EV,MTEDiode
12654,线缆二极管 8A IV,MTEDiode
12655,线缆二极管 8A LuV,MTEDiode
12656,线缆二极管 8A ZPM,MTEDiode
12657,线缆二极管 8A UV,MTEDiode
12658,线缆二极管 8A UHV,MTEDiode
12659,线缆二极管 8A UEV,MTEDiode
12660,线缆二极管 8A UIV,MTEDiode
12661,线缆二极管 8A UMV,MTEDiode
12662,线缆二极管 8A UXV,MTEDiode
12663,线缆二极管 8A MAX,MTEDiode
12665,线缆二极管 12A ULV,MTEDiode
12666,线缆二极管 12A LV,MTEDiode
12667,线缆二极管 12A MV,MTEDiode
12668,线缆二极管 12A HV,MTEDiode
12669,线缆二极管 12A EV,MTEDiode
12670,线缆二极管 12A IV,MTEDiode
12671,线缆二极管 12A LuV,MTEDiode
12672,线缆二极管 12A ZPM,MTEDiode
12673,线缆二极管 12A UV,MTEDiode
12674,线缆二极管 12A UHV,MTEDiode
12675,线缆二极管 12A UEV,MTEDiode
12676,线缆二极管 12A UIV,MTEDiode
12677,线缆二极管 12A UMV,MTEDiode
12678,线缆二极管 12A UXV,MTEDiode
12679,线缆二极管 12A MAX,MTEDiode
12681,线缆二极管 16A ULV,MTEDiode
12682,线缆二极管 16A LV,MTEDiode
12683,线缆二极管 16A MV,MTEDiode
12684,线缆二极管 16A HV,MTEDiode
12685,线缆二极管 16A EV,MTEDiode
12686,线缆二极管 16A IV,MTEDiode
12687,线缆二极管 16A LuV,MTEDiode
12688,线缆二极管 16A ZPM,MTEDiode
12689,线缆二极管 16A UV,MTEDiode
12690,线缆二极管 16A UHV,MTEDiode
12691,线缆二极管 16A UEV,MTEDiode
12692,线缆二极管 16A UIV,MTEDiode
12693,线缆二极管 16A UMV,MTEDiode
12694,线缆二极管 16A UXV,MTEDiode
12695,线缆二极管 16A MAX,MTEDiode
12697,可调变压器,MTEManualTrafo
12698,风车,MTEWindmill
12699,生物实验室,MTEBioLab
12700,生物实验室,MTEBioLab
12701,生物实验室,MTEBioLab
12702,生物实验室,MTEBioLab
12703,生物实验室,MTEBioLab
12704,生物实验室,MTEBioLab
12705,生物实验室,MTEBioLab
12706,生物实验室,MTEBioLab
12707,生物实验室,MTEBioLab
12708,生物实验室,MTEBioLab
12712,细菌培养缸,MTEBioVat
12713,放射仓,MTERadioHatch
12726,酸性发电机 MV,MTEAcidGenerator
12727,酸性发电机 HV,MTEAcidGenerator
12728,酸性发电机 EV,MTEAcidGenerator
12729,深地热泵,MTEDeepEarthHeatingPump
12730,巨型工业高炉,MTEMegaBlastFurnaceLegacy
12731,巨型真空冷冻机,MTEMegaVacuumFreezerLegacy
12732,大型硅岩反应堆,MTEMultiNqGeneratorLegacy
12733,钍高温反应堆,MTEThoriumHighTempReactor
12734,电动聚爆压缩机,MTEElectricImplosionCompressorLegacy
12735,电路装配线,MTECircuitAssemblyLine
12736,液态空气仓,MTECompressedFluidHatch
12737,巨型输出仓,MTEGiantOutputHatch
12738,巨型蒸馏塔,MTEMegaDistillTowerLegacy
12739,虚空采矿场 III,VMUV
12740,虚空采矿场 II,VMZPM
12741,虚空采矿场 I,VMLUV
12742,酸性发电机 IV,MTEAcidGenerator
12791,高温气冷反应堆,MTEHighTempGasCooledReactor
12792,极限工业温室,MTEExtremeIndustrialGreenhouse
12793,酸性发电机 LV,MTEAcidGenerator
12799,巨型输入仓,MTEHumongousInputHatch
12800,Debug扫描仪,MTECreativeScanner
13001,Research Completer,MTEResearchCompleter
13101,固体氧化物燃料电池 MK-I,MTESOFuelCellMK1
13102,固体氧化物燃料电池 MK-II,MTESOFuelCellMK2
13104,T.F.F.T,MTETankTFFT
13106,兰波顿超级电容库,MTELapotronicSuperCapacitor
13109,T.F.F.T多重输入/输出仓,MTEHatchTFFT
13115,微型虫洞发生器,MTEWormholeGenerator
13366,巨型化学反应釜,MTEMegaChemicalReactorLegacy
13367,巨型石油裂化机,MTEMegaOilCracker
13532,进阶装配线,MTEAdvAssLine
13533,共享输入总线,MTELinkedInputBus
14001,戴森云地面单元,TileEntityDysonSwarm
14002,行星气体钻机,TileEntityPlanetaryGasSiphonLegacy
14003,太空电梯,TileEntitySpaceElevator
14004,太空组装模块MK-I,TileEntityModuleAssemblerT1
14005,太空组装模块MK-II,TileEntityModuleAssemblerT2
14006,太空组装模块MK-III,TileEntityModuleAssemblerT3
14007,太空采矿模块MK-I,TileEntityModuleMinerT1
14008,太空采矿模块MK-II,TileEntityModuleMinerT2
14009,太空采矿模块MK-III,TileEntityModuleMinerT3
14010,太空钻机模块MK-I,TileEntityModulePumpT1
14011,太空钻机模块MK-II,TileEntityModulePumpT2
14012,太空项目管理器,TileEntityModuleManager
14013,太空研究模块,TileEntityModuleResearch
14014,太空钻机模块MK-III,TileEntityModulePumpT3
14050,异星铸造塔,MTEExoFoundry
14101,大型分子装配室,MTELargeMolecularAssembler
14201,Extreme Entity Crusher,MTEExtremeEntityCrusher
14202,巨型工业蜂箱,MTEMegaIndustrialApiary
14203,电极仓,MTEElectrodeHatch
14204,电极检测仓,MTEElectrodeDetectorHatch
14301,基础电动唱片机,MTEBetterJukebox
14302,进阶电动唱片机,MTEBetterJukebox
14303,进阶电动唱片机 II,MTEBetterJukebox
14304,超级唱片机,MTEBetterJukebox
14305,混音公爵3D唱片机,MTEBetterJukebox
14600,无线能量监视器,MTEWirelessEnergyMonitor
15040,充能无线动力仓,MTEHatchWirelessDynamoMulti
15065,4安EV无线能源仓,MTEHatchWirelessMulti
15066,16安EV无线能源仓,MTEHatchWirelessMulti
15067,64安EV无线能源仓,MTEHatchWirelessMulti
15068,4安IV无线能源仓,MTEHatchWirelessMulti
15069,16安IV无线能源仓,MTEHatchWirelessMulti
15070,64安IV无线能源仓,MTEHatchWirelessMulti
15071,4安LuV无线能源仓,MTEHatchWirelessMulti
15072,16安LuV无线能源仓,MTEHatchWirelessMulti
15073,64安LuV无线能源仓,MTEHatchWirelessMulti
15074,4安ZPM无线能源仓,MTEHatchWirelessMulti
15075,16安ZPM无线能源仓,MTEHatchWirelessMulti
15076,64安ZPM无线能源仓,MTEHatchWirelessMulti
15077,4安UV无线能源仓,MTEHatchWirelessMulti
15078,16安UV无线能源仓,MTEHatchWirelessMulti
15079,64安UV无线能源仓,MTEHatchWirelessMulti
15080,4安UHV无线能源仓,MTEHatchWirelessMulti
15081,16安UHV无线能源仓,MTEHatchWirelessMulti
15082,64安UHV无线能源仓,MTEHatchWirelessMulti
15083,4安UEV无线能源仓,MTEHatchWirelessMulti
15084,16安UEV无线能源仓,MTEHatchWirelessMulti
15085,64安UEV无线能源仓,MTEHatchWirelessMulti
15086,4安UIV无线能源仓,MTEHatchWirelessMulti
15087,16安UIV无线能源仓,MTEHatchWirelessMulti
15088,64安UIV无线能源仓,MTEHatchWirelessMulti
15089,4安UMV无线能源仓,MTEHatchWirelessMulti
15090,16安UMV无线能源仓,MTEHatchWirelessMulti
15091,64安UMV无线能源仓,MTEHatchWirelessMulti
15092,4安UXV无线能源仓,MTEHatchWirelessMulti
15093,16安UXV无线能源仓,MTEHatchWirelessMulti
15094,64安UXV无线能源仓,MTEHatchWirelessMulti
15095,4安MAX无线能源仓,MTEHatchWirelessMulti
15096,16安MAX无线能源仓,MTEHatchWirelessMulti
15097,64安MAX无线能源仓,MTEHatchWirelessMulti
15100,4安IV能源仓,MTEHatchEnergyMulti
15101,4安LuV能源仓,MTEHatchEnergyMulti
15102,4安ZPM能源仓,MTEHatchEnergyMulti
15103,4安UV能源仓,MTEHatchEnergyMulti
15104,4安UHV能源仓,MTEHatchEnergyMulti
15105,4安UEV能源仓,MTEHatchEnergyMulti
15106,4安UIV能源仓,MTEHatchEnergyMulti
15107,4安UMV能源仓,MTEHatchEnergyMulti
15108,4安UXV能源仓,MTEHatchEnergyMulti
15109,4安EV能源仓,MTEHatchEnergyMulti
15110,16安IV能源仓,MTEHatchEnergyMulti
15111,16安LuV能源仓,MTEHatchEnergyMulti
15112,16安ZPM能源仓,MTEHatchEnergyMulti
15113,16安UV能源仓,MTEHatchEnergyMulti
15114,16安UHV能源仓,MTEHatchEnergyMulti
15115,16安UEV能源仓,MTEHatchEnergyMulti
15116,16安UIV能源仓,MTEHatchEnergyMulti
15117,16安UMV能源仓,MTEHatchEnergyMulti
15118,16安UXV能源仓,MTEHatchEnergyMulti
15119,16安EV能源仓,MTEHatchEnergyMulti
15120,64安IV能源仓,MTEHatchEnergyMulti
15121,64安LuV能源仓,MTEHatchEnergyMulti
15122,64安ZPM能源仓,MTEHatchEnergyMulti
15123,64安UV能源仓,MTEHatchEnergyMulti
15124,64安UHV能源仓,MTEHatchEnergyMulti
15125,64安UEV能源仓,MTEHatchEnergyMulti
15126,64安UIV能源仓,MTEHatchEnergyMulti
15127,64安UMV能源仓,MTEHatchEnergyMulti
15128,64安UXV能源仓,MTEHatchEnergyMulti
15129,64安EV能源仓,MTEHatchEnergyMulti
15130,IV 256A 激光靶仓,MTEHatchEnergyTunnel
15131,LuV 256A 激光靶仓,MTEHatchEnergyTunnel
15132,ZPM 256A 激光靶仓,MTEHatchEnergyTunnel
15133,UV 256A 激光靶仓,MTEHatchEnergyTunnel
15134,UHV 256A 激光靶仓,MTEHatchEnergyTunnel
15135,UEV 256A 激光靶仓,MTEHatchEnergyTunnel
15136,UIV 256A 激光靶仓,MTEHatchEnergyTunnel
15137,UMV 256A 激光靶仓,MTEHatchEnergyTunnel
15138,UXV 256A 激光靶仓,MTEHatchEnergyTunnel
15141,"LuV 1,024A 激光靶仓",MTEHatchEnergyTunnel
15142,"ZPM 1,024A 激光靶仓",MTEHatchEnergyTunnel
15143,"UV 1,024A 激光靶仓",MTEHatchEnergyTunnel
15144,"UHV 1,024A 激光靶仓",MTEHatchEnergyTunnel
15145,"UEV 1,024A 激光靶仓",MTEHatchEnergyTunnel
15146,"UIV 1,024A 激光靶仓",MTEHatchEnergyTunnel
15147,"UMV 1,024A 激光靶仓",MTEHatchEnergyTunnel
15148,"UXV 1,024A 激光靶仓",MTEHatchEnergyTunnel
15152,"ZPM 4,096A 激光靶仓",MTEHatchEnergyTunnel
15153,"UV 4,096A 激光靶仓",MTEHatchEnergyTunnel
15154,"UHV 4,096A 激光靶仓",MTEHatchEnergyTunnel
15155,"UEV 4,096A 激光靶仓",MTEHatchEnergyTunnel
15156,"UIV 4,096A 激光靶仓",MTEHatchEnergyTunnel
15157,"UMV 4,096A 激光靶仓",MTEHatchEnergyTunnel
15158,"UXV 4,096A 激光靶仓",MTEHatchEnergyTunnel
15163,"UV 16,384A 激光靶仓",MTEHatchEnergyTunnel
15164,"UHV 16,384A 激光靶仓",MTEHatchEnergyTunnel
15165,"UEV 16,384A 激光靶仓",MTEHatchEnergyTunnel
15166,"UIV 16,384A 激光靶仓",MTEHatchEnergyTunnel
15167,"UMV 16,384A 激光靶仓",MTEHatchEnergyTunnel
15168,"UXV 16,384A 激光靶仓",MTEHatchEnergyTunnel
15174,"UHV 65,536A 激光靶仓",MTEHatchEnergyTunnel
15175,"UEV 65,536A 激光靶仓",MTEHatchEnergyTunnel
15176,"UIV 65,536A 激光靶仓",MTEHatchEnergyTunnel
15177,"UMV 65,536A 激光靶仓",MTEHatchEnergyTunnel
15178,"UXV 65,536A 激光靶仓",MTEHatchEnergyTunnel
15185,"UEV 262,144A 激光靶仓",MTEHatchEnergyTunnel
15186,"UIV 262,144A 激光靶仓",MTEHatchEnergyTunnel
15187,"UMV 262,144A 激光靶仓",MTEHatchEnergyTunnel
15188,"UXV 262,144A 激光靶仓",MTEHatchEnergyTunnel
15196,"UIV 1,048,576A 激光靶仓",MTEHatchEnergyTunnel
15197,"UMV 1,048,576A 激光靶仓",MTEHatchEnergyTunnel
15198,"UXV 1,048,576A 激光靶仓",MTEHatchEnergyTunnel
15199,传奇激光靶仓,MTEHatchEnergyTunnel
15200,4安IV动力仓,MTEHatchDynamoMulti
15201,4安LuV动力仓,MTEHatchDynamoMulti
15202,4安ZPM动力仓,MTEHatchDynamoMulti
15203,4安UV动力仓,MTEHatchDynamoMulti
15204,4安UHV动力仓,MTEHatchDynamoMulti
15205,4安UEV动力仓,MTEHatchDynamoMulti
15206,4安UIV动力仓,MTEHatchDynamoMulti
15207,4安UMV动力仓,MTEHatchDynamoMulti
15208,4安UXV动力仓,MTEHatchDynamoMulti
15209,4安EV动力仓,MTEHatchDynamoMulti
15210,16安IV动力仓,MTEHatchDynamoMulti
15211,16安LuV动力仓,MTEHatchDynamoMulti
15212,16安ZPM动力仓,MTEHatchDynamoMulti
15213,16安UV动力仓,MTEHatchDynamoMulti
15214,16安UHV动力仓,MTEHatchDynamoMulti
15215,16安UEV动力仓,MTEHatchDynamoMulti
15216,16安UIV动力仓,MTEHatchDynamoMulti
15217,16安UMV动力仓,MTEHatchDynamoMulti
15218,16安UXV动力仓,MTEHatchDynamoMulti
15219,16安EV动力仓,MTEHatchDynamoMulti
15220,64安IV动力仓,MTEHatchDynamoMulti
15221,64安LuV动力仓,MTEHatchDynamoMulti
15222,64安ZPM动力仓,MTEHatchDynamoMulti
15223,64安UV动力仓,MTEHatchDynamoMulti
15224,64安UHV动力仓,MTEHatchDynamoMulti
15225,64安UEV动力仓,MTEHatchDynamoMulti
15226,64安UIV动力仓,MTEHatchDynamoMulti
15227,64安UMV动力仓,MTEHatchDynamoMulti
15228,64安UXV动力仓,MTEHatchDynamoMulti
15229,64安EV动力仓,MTEHatchDynamoMulti
15230,IV 256A 激光源仓,MTEHatchDynamoTunnel
15231,LuV 256A 激光源仓,MTEHatchDynamoTunnel
15232,ZPM 256A 激光源仓,MTEHatchDynamoTunnel
15233,UV 256A 激光源仓,MTEHatchDynamoTunnel
15234,UHV 256A 激光源仓,MTEHatchDynamoTunnel
15235,UEV 256A 激光源仓,MTEHatchDynamoTunnel
15236,UIV 256A 激光源仓,MTEHatchDynamoTunnel
15237,UMV 256A 激光源仓,MTEHatchDynamoTunnel
15238,UXV 256A 激光源仓,MTEHatchDynamoTunnel
15239,4安HV动力仓,MTEHatchDynamoMulti
15241,"LuV 1,024A 激光源仓",MTEHatchDynamoTunnel
15242,"ZPM 1,024A 激光源仓",MTEHatchDynamoTunnel
15243,"UV 1,024A 激光源仓",MTEHatchDynamoTunnel
15244,"UHV 1,024A 激光源仓",MTEHatchDynamoTunnel
15245,"UEV 1,024A 激光源仓",MTEHatchDynamoTunnel
15246,"UIV 1,024A 激光源仓",MTEHatchDynamoTunnel
15247,"UMV 1,024A 激光源仓",MTEHatchDynamoTunnel
15248,"UXV 1,024A 激光源仓",MTEHatchDynamoTunnel
15252,"ZPM 4,096A 激光源仓",MTEHatchDynamoTunnel
15253,"UV 4,096A 激光源仓",MTEHatchDynamoTunnel
15254,"UHV 4,096A 激光源仓",MTEHatchDynamoTunnel
15255,"UEV 4,096A 激光源仓",MTEHatchDynamoTunnel
15256,"UIV 4,096A 激光源仓",MTEHatchDynamoTunnel
15257,"UMV 4,096A 激光源仓",MTEHatchDynamoTunnel
15258,"UXV 4,096A 激光源仓",MTEHatchDynamoTunnel
15263,"UV 16,384A 激光源仓",MTEHatchDynamoTunnel
15264,"UHV 16,384A 激光源仓",MTEHatchDynamoTunnel
15265,"UEV 16,384A 激光源仓",MTEHatchDynamoTunnel
15266,"UIV 16,384A 激光源仓",MTEHatchDynamoTunnel
15267,"UMV 16,384A 激光源仓",MTEHatchDynamoTunnel
15268,"UXV 16,384A 激光源仓",MTEHatchDynamoTunnel
15274,"UHV 65,536A 激光源仓",MTEHatchDynamoTunnel
15275,"UEV 65,536A 激光源仓",MTEHatchDynamoTunnel
15276,"UIV 65,536A 激光源仓",MTEHatchDynamoTunnel
15277,"UMV 65,536A 激光源仓",MTEHatchDynamoTunnel
15278,"UXV 65,536A 激光源仓",MTEHatchDynamoTunnel
15285,"UEV 262,144A 激光源仓",MTEHatchDynamoTunnel
15286,"UIV 262,144A 激光源仓",MTEHatchDynamoTunnel
15287,"UMV 262,144A 激光源仓",MTEHatchDynamoTunnel
15288,"UXV 262,144A 激光源仓",MTEHatchDynamoTunnel
15296,"UIV 1,048,576A 激光源仓",MTEHatchDynamoTunnel
15297,"UMV 1,048,576A 激光源仓",MTEHatchDynamoTunnel
15298,"UXV 1,048,576A 激光源仓",MTEHatchDynamoTunnel
15299,传奇激光源仓,MTEHatchDynamoTunnel
15300,有源变压器,MTEActiveTransformer
15310,QoS加权网络交换机,MTENetworkSwitch
15311,量子计算机,MTEQuantumComputer
15312,微波发生仪,MTEMicrowave
15313,数据库,MTEDataBank
15314,特斯拉电塔,MTETeslaTower
15315,QoS静态网络交换机,MTENetworkSwitchAdv
15331,研究站,MTEResearchStation
15350,能量注入仪,MTEEnergyInfuser
15410,鸿蒙之眼,MTEEyeOfHarmony
15411,诸神之锻炉,MTEForgeOfGods
15412,太阳烈焰能量锻炉,MTESmeltingModule
15413,太阳射流融化核心,MTEMoltenModule
15414,太阳热能等离子制造机,MTEPlasmaModule
15415,太阳聚变异化器,MTEExoticModule
15430,未定元解析器,MTEHatchUncertainty
15431,未定元解析器 X,MTEHatchUncertainty
15440,光学接收接口,MTEHatchDataInput
15441,光学发送接口,MTEHatchDataOutput
15442,装配线接收接口,MTEHatchDataItemsInput
15443,数据库发送接口,MTEHatchDataItemsOutput
15444,云算力数据服务仓,MTEHatchWirelessComputationOutput
15445,云算力数据客户仓,MTEHatchWirelessComputationInput
15446,装配线无线接收接口,MTEHatchWirelessDataItemsInput
15447,数据库无线发送接口,MTEHatchWirelessDataItemsOutput
15450,计算机机柜,MTEHatchRack
15451,物品固定容器,MTEHatchObjectHolder
15452,电容仓,MTEHatchCapacitor
15465,激光真空管,MTEPipeLaser
15466,激光真空反射镜,MTEPipeLaserMirror
15470,光缆,MTEPipeData
15472,激光真空管机械方块,MTEPipeBlockLaser
15473,光缆机械方块,MTEPipeBlockData
15475,玻色-爱因斯坦凝聚态物质导管,MTEPipeBEC
15476,玻色-爱因斯坦凝聚态物质仓,MTEHatchBEC
15477,玻色-爱因斯坦凝聚态物质导管机械方块,MTEPipeBECBlock
15480,所有者检测机,MTEOwnerDetector
15485,IV降压变压器,MTEBuckConverter
15486,LuV降压变压器,MTEBuckConverter
15487,ZPM降压变压器,MTEBuckConverter
15488,UV降压变压器,MTEBuckConverter
15489,UHV降压变压器,MTEBuckConverter
15490,UEV降压变压器,MTEBuckConverter
15491,UIV降压变压器,MTEBuckConverter
15492,UMV降压变压器,MTEBuckConverter
15493,UXV降压变压器,MTEBuckConverter
15495,Debug污染生成机,MTEDebugPollutor
15496,Debug数据仓,MTEHatchCreativeData
15497,Debug维护仓,MTEHatchCreativeMaintenance
15498,Debug发电机,MTEDebugPowerGenerator
15500,256安UXV无线能源仓,MTEHatchWirelessMulti
15501,"1,024安UXV无线能源仓",MTEHatchWirelessMulti
15502,"4,096安UXV无线能源仓",MTEHatchWirelessMulti
15503,"16,384安UXV无线能源仓",MTEHatchWirelessMulti
15504,"65,536安UXV无线能源仓",MTEHatchWirelessMulti
15505,"262,144安UXV无线能源仓",MTEHatchWirelessMulti
15506,"1,048,576安UXV无线能源仓",MTEHatchWirelessMulti
15510,Debug未定元解析器,MTEHatchCreativeUncertainty
15511,工业线缆机,MTEIndustrialWireMill
15512,工业离心机,MTEIndustrialCentrifuge
15513,亚马逊仓库,MTEIndustrialPackager
15514,工业电解机,MTEIndustrialElectrolyzer
15515,巨型化学反应釜,MTEMegaChemicalReactor
15516,巨型蒸馏塔,MTEMegaDistillationTower
15517,放热壁炉,MTEExothermicHearth
15518,吸热冰箱,MTEEndothermicFridge
15519,特大蒸汽涡轮,MTEXLTurbineSteam
15520,特大高压蒸汽涡轮,MTEXLTurbineHPSteam
15521,特大超临界蒸汽涡轮,MTEXLTurbineSCSteam
