Name,ID,Has Block,Mod,Class,Display Name
BloodArsenal:sigil_of_divinity,6402,false,BloodArsenal,com.arc.bloodarsenal.common.items.sigil.SigilDivinity,神灵印记
BloodArsenal:wolf_hide,6403,false,BloodArsenal,com.arc.bloodarsenal.common.items.ItemBloodArsenal,狼皮
BloodArsenal:blood_money,6404,false,BloodArsenal,com.arc.bloodarsenal.common.items.ItemBloodMoney,血之硬币 x1
BloodArsenal:blood_burned_string,6405,false,BloodArsenal,net.minecraft.item.ItemReed,血灼之线
BloodArsenal:glass_shard,6406,false,BloodArsenal,com.arc.bloodarsenal.common.items.ItemBloodArsenal,玻璃碎片
BloodArsenal:sigil_of_augmented_holding,6407,false,BloodArsenal,com.arc.bloodarsenal.common.items.sigil.holding.SigilAugmentedHolding,增强集持印记
BloodArsenal:sigil_of_lightning,6408,false,BloodArsenal,com.arc.bloodarsenal.common.items.sigil.SigilLightning,闪电印记
BloodArsenal:glass_sacrificial_dagger,6409,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.GlassSacrificialDagger,玻璃牺牲匕首
BloodArsenal:glass_dagger_of_sacrifice,6410,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.GlassDaggerOfSacrifice,玻璃献祭刀
BloodArsenal:glass_helmet,6411,false,BloodArsenal,com.arc.bloodarsenal.common.items.armor.GlassArmor,玻璃头盔
BloodArsenal:glass_chestplate,6412,false,BloodArsenal,com.arc.bloodarsenal.common.items.armor.GlassArmor,玻璃胸甲
BloodArsenal:glass_leggings,6413,false,BloodArsenal,com.arc.bloodarsenal.common.items.armor.GlassArmor,玻璃护腿
BloodArsenal:glass_boots,6414,false,BloodArsenal,com.arc.bloodarsenal.common.items.armor.GlassArmor,玻璃靴子
BloodArsenal:transparent_orb,6415,false,BloodArsenal,com.arc.bloodarsenal.common.items.orb.TransparentOrb,透明气血宝珠
BloodArsenal:life_imbued_helmet,6416,false,BloodArsenal,com.arc.bloodarsenal.common.items.armor.LifeImbuedArmor,Unnamed
BloodArsenal:life_imbued_chestplate,6417,false,BloodArsenal,com.arc.bloodarsenal.common.items.armor.LifeImbuedArmor,Unnamed
BloodArsenal:life_imbued_leggings,6418,false,BloodArsenal,com.arc.bloodarsenal.common.items.armor.LifeImbuedArmor,Unnamed
BloodArsenal:life_imbued_boots,6419,false,BloodArsenal,com.arc.bloodarsenal.common.items.armor.LifeImbuedArmor,Unnamed
BloodArsenal:bound_diamond_shard,6420,false,BloodArsenal,com.arc.bloodarsenal.common.items.ItemBoundDiamondShards,约束钻石碎片
TwilightForest:item.nagaScale,6421,false,TwilightForest,twilightforest.item.ItemTF,娜迦鳞片
TwilightForest:item.plateNaga,6422,false,TwilightForest,twilightforest.item.ItemTFNagaArmor,娜迦胸甲
TwilightForest:item.legsNaga,6423,false,TwilightForest,twilightforest.item.ItemTFNagaArmor,娜迦护腿
TwilightForest:item.scepterTwilight,6424,false,TwilightForest,twilightforest.item.ItemTFTwilightWand,黄昏权杖
TwilightForest:item.scepterLifeDrain,6425,false,TwilightForest,twilightforest.item.ItemTFScepterLifeDrain,吸血权杖
TwilightForest:item.scepterZombie,6426,false,TwilightForest,twilightforest.item.ItemTFZombieWand,僵尸权杖
TwilightForest:item.oreMeter,6427,false,TwilightForest,twilightforest.item.ItemTFOreMeter,矿石感应仪
TwilightForest:item.magicMap,6428,false,TwilightForest,twilightforest.item.ItemTFMagicMap,魔法地图 #0
TwilightForest:item.mazeMap,6429,false,TwilightForest,twilightforest.item.ItemTFMazeMap,迷宫地图 #0
TwilightForest:item.oreMap,6430,false,TwilightForest,twilightforest.item.ItemTFMazeMap,迷宫/矿石地图 #0
TwilightForest:item.tfFeather,6431,false,TwilightForest,twilightforest.item.ItemTF,乌鸦羽毛
TwilightForest:item.magicMapFocus,6432,false,TwilightForest,twilightforest.item.ItemTF,魔法地图核心
TwilightForest:item.mazeMapFocus,6433,false,TwilightForest,twilightforest.item.ItemTF,迷宫地图核心
TwilightForest:item.liveRoot,6434,false,TwilightForest,twilightforest.item.ItemTF,活根
TwilightForest:item.ironwoodRaw,6435,false,TwilightForest,twilightforest.item.ItemTF,未加工的铁木原料
TwilightForest:item.ironwoodIngot,6436,false,TwilightForest,twilightforest.item.ItemTF,铁木锭
TwilightForest:item.ironwoodHelm,6437,false,TwilightForest,twilightforest.item.ItemTFIronwoodArmor,铁木头盔
TwilightForest:item.ironwoodPlate,6438,false,TwilightForest,twilightforest.item.ItemTFIronwoodArmor,铁木胸甲
TwilightForest:item.ironwoodLegs,6439,false,TwilightForest,twilightforest.item.ItemTFIronwoodArmor,铁木护腿
TwilightForest:item.ironwoodBoots,6440,false,TwilightForest,twilightforest.item.ItemTFIronwoodArmor,铁木靴子
TwilightForest:item.ironwoodSword,6441,false,TwilightForest,twilightforest.item.ItemTFIronwoodSword,铁木剑
TwilightForest:item.ironwoodShovel,6442,false,TwilightForest,twilightforest.item.ItemTFIronwoodShovel,铁木铲
TwilightForest:item.ironwoodPick,6443,false,TwilightForest,twilightforest.item.ItemTFIronwoodPick,铁木镐
TwilightForest:item.ironwoodAxe,6444,false,TwilightForest,twilightforest.item.ItemTFIronwoodAxe,铁木斧
TwilightForest:item.ironwoodHoe,6445,false,TwilightForest,twilightforest.item.ItemTFIronwoodHoe,铁木锄
TwilightForest:item.torchberries,6446,false,TwilightForest,twilightforest.item.ItemTF,火炬浆果
TwilightForest:item.venisonRaw,6447,false,TwilightForest,twilightforest.item.ItemTFFood,生鹿肉
TwilightForest:item.venisonCooked,6448,false,TwilightForest,twilightforest.item.ItemTFFood,鹿肉排
TwilightForest:item.hydraChop,6449,false,TwilightForest,twilightforest.item.ItemTFHydraChops,九头蛇肉排
TwilightForest:item.fieryBlood,6450,false,TwilightForest,twilightforest.item.ItemTF,炽热的血液
TwilightForest:item.trophy,6451,false,TwilightForest,twilightforest.item.ItemTFTrophy,九头蛇战利品
TwilightForest:item.critter,6452,false,TwilightForest,twilightforest.item.ItemTFCritter,萤火虫
TwilightForest:item.fieryIngot,6453,false,TwilightForest,twilightforest.item.ItemTF,炽热的钢锭
TwilightForest:item.fieryHelm,6454,false,TwilightForest,twilightforest.item.ItemTFFieryArmor,炽热的头盔
TwilightForest:item.fieryPlate,6455,false,TwilightForest,twilightforest.item.ItemTFFieryArmor,炽热的胸甲
TwilightForest:item.fieryLegs,6456,false,TwilightForest,twilightforest.item.ItemTFFieryArmor,炽热的护腿
TwilightForest:item.fieryBoots,6457,false,TwilightForest,twilightforest.item.ItemTFFieryArmor,炽热的靴子
TwilightForest:item.fierySword,6458,false,TwilightForest,twilightforest.item.ItemTFFierySword,炽热的铁剑
TwilightForest:item.fieryPick,6459,false,TwilightForest,twilightforest.item.ItemTFFieryPick,炽热的铁镐
TwilightForest:item.steeleafIngot,6460,false,TwilightForest,twilightforest.item.ItemTF,钢叶
TwilightForest:item.steeleafHelm,6461,false,TwilightForest,twilightforest.item.ItemTFSteeleafArmor,钢叶头盔
TwilightForest:item.steeleafPlate,6462,false,TwilightForest,twilightforest.item.ItemTFSteeleafArmor,钢叶胸甲
TwilightForest:item.steeleafLegs,6463,false,TwilightForest,twilightforest.item.ItemTFSteeleafArmor,钢叶护腿
TwilightForest:item.steeleafBoots,6464,false,TwilightForest,twilightforest.item.ItemTFSteeleafArmor,钢叶靴子
TwilightForest:item.steeleafSword,6465,false,TwilightForest,twilightforest.item.ItemTFSteeleafSword,钢叶剑
TwilightForest:item.steeleafShovel,6466,false,TwilightForest,twilightforest.item.ItemTFSteeleafShovel,钢叶铲
TwilightForest:item.steeleafPick,6467,false,TwilightForest,twilightforest.item.ItemTFSteeleafPick,钢叶镐
TwilightForest:item.steeleafAxe,6468,false,TwilightForest,twilightforest.item.ItemTFSteeleafAxe,钢叶斧
TwilightForest:item.steeleafHoe,6469,false,TwilightForest,twilightforest.item.ItemTFSteeleafHoe,钢叶锄
TwilightForest:item.minotaurAxe,6470,false,TwilightForest,twilightforest.item.ItemTFMinotaurAxe,米诺陶战斧
TwilightForest:item.mazebreakerPick,6471,false,TwilightForest,twilightforest.item.ItemTFMazebreakerPick,迷宫破坏者
TwilightForest:item.transformPowder,6472,false,TwilightForest,twilightforest.item.ItemTFTransformPowder,转换粉
TwilightForest:item.meefRaw,6473,false,TwilightForest,twilightforest.item.ItemTFFood,生牛头人肉
TwilightForest:item.meefSteak,6474,false,TwilightForest,twilightforest.item.ItemTFFood,牛头人肉排
TwilightForest:item.meefStroganoff,6475,false,TwilightForest,twilightforest.item.ItemTFFood,牛头人沙拉酱肉
TwilightForest:item.mazeWafer,6476,false,TwilightForest,twilightforest.item.ItemTFFood,迷宫薄饼
TwilightForest:item.emptyMagicMap,6477,false,TwilightForest,twilightforest.item.ItemTFEmptyMagicMap,空白的魔法地图
TwilightForest:item.emptyMazeMap,6478,false,TwilightForest,twilightforest.item.ItemTFEmptyMazeMap,空白的迷宫地图
TwilightForest:item.emptyOreMap,6479,false,TwilightForest,twilightforest.item.ItemTFEmptyMazeMap,空白的迷宫/矿石地图
TwilightForest:item.oreMagnet,6480,false,TwilightForest,twilightforest.item.ItemTFOreMagnet,矿石磁铁
TwilightForest:item.crumbleHorn,6481,false,TwilightForest,twilightforest.item.ItemTFCrumbleHorn,粉碎号角
TwilightForest:item.peacockFan,6482,false,TwilightForest,twilightforest.item.ItemTFPeacockFan,孔雀羽毛扇
TwilightForest:item.moonwormQueen,6483,false,TwilightForest,twilightforest.item.ItemTFMoonwormQueen,月光蠕虫女王
TwilightForest:item.charmOfLife1,6484,false,TwilightForest,twilightforest.item.ItemTFCharm,生命符咒 I
TwilightForest:item.charmOfLife2,6485,false,TwilightForest,twilightforest.item.ItemTFCharm,生命符咒 II
TwilightForest:item.charmOfKeeping1,6486,false,TwilightForest,twilightforest.item.ItemTFCharm,保管符咒 I
TwilightForest:item.charmOfKeeping2,6487,false,TwilightForest,twilightforest.item.ItemTFCharm,保管符咒 II
TwilightForest:item.charmOfKeeping3,6488,false,TwilightForest,twilightforest.item.ItemTFCharm,保管符咒 III
TwilightForest:item.towerKey,6489,false,TwilightForest,twilightforest.item.ItemTFTowerKey,塔钥匙
TwilightForest:item.borerEssence,6490,false,TwilightForest,twilightforest.item.ItemTF,螟虫精华
TwilightForest:item.carminite,6491,false,TwilightForest,twilightforest.item.ItemTF,砷铅铁
TwilightForest:item.experiment115,6492,false,TwilightForest,twilightforest.item.ItemTFFood,高塔蛋糕
TwilightForest:item.armorShards,6493,false,TwilightForest,twilightforest.item.ItemTF,装甲碎片
TwilightForest:item.knightMetal,6494,false,TwilightForest,twilightforest.item.ItemTF,骑士金属锭
TwilightForest:item.shardCluster,6495,false,TwilightForest,twilightforest.item.ItemTF,装甲碎片堆
TwilightForest:item.knightlyHelm,6496,false,TwilightForest,twilightforest.item.ItemTFKnightlyArmor,骑士头盔
TwilightForest:item.knightlyPlate,6497,false,TwilightForest,twilightforest.item.ItemTFKnightlyArmor,骑士胸甲
TwilightForest:item.knightlyLegs,6498,false,TwilightForest,twilightforest.item.ItemTFKnightlyArmor,骑士护腿
TwilightForest:item.knightlyBoots,6499,false,TwilightForest,twilightforest.item.ItemTFKnightlyArmor,骑士靴
TwilightForest:item.knightlySword,6500,false,TwilightForest,twilightforest.item.ItemTFKnightlySword,骑士剑
TwilightForest:item.knightlyPick,6501,false,TwilightForest,twilightforest.item.ItemTFKnightlyPick,骑士镐
TwilightForest:item.knightlyAxe,6502,false,TwilightForest,twilightforest.item.ItemTFKnightlyAxe,骑士斧
TwilightForest:item.phantomHelm,6503,false,TwilightForest,twilightforest.item.ItemTFPhantomArmor,幻影头盔
TwilightForest:item.phantomPlate,6504,false,TwilightForest,twilightforest.item.ItemTFPhantomArmor,幻影胸甲
TwilightForest:item.lampOfCinders,6505,false,TwilightForest,twilightforest.item.ItemTFLampOfCinders,灰烬烧灯
TwilightForest:item.fieryTears,6506,false,TwilightForest,twilightforest.item.ItemTF,炽热的泪
TwilightForest:item.alphaFur,6507,false,TwilightForest,twilightforest.item.ItemTF,雪人首领毛皮
TwilightForest:item.yetiHelm,6508,false,TwilightForest,twilightforest.item.ItemTFYetiArmor,雪人角盔
TwilightForest:item.yetiPlate,6509,false,TwilightForest,twilightforest.item.ItemTFYetiArmor,雪人夹克
TwilightForest:item.yetiLegs,6510,false,TwilightForest,twilightforest.item.ItemTFYetiArmor,雪人护腿
TwilightForest:item.yetiBoots,6511,false,TwilightForest,twilightforest.item.ItemTFYetiArmor,雪人靴子
TwilightForest:item.iceBomb,6512,false,TwilightForest,twilightforest.item.ItemTFIceBomb,寒冰炸弹
TwilightForest:item.arcticFur,6513,false,TwilightForest,twilightforest.item.ItemTF,极地毛皮
TwilightForest:item.arcticHelm,6514,false,TwilightForest,twilightforest.item.ItemTFArcticArmor,极地兜帽
TwilightForest:item.arcticPlate,6515,false,TwilightForest,twilightforest.item.ItemTFArcticArmor,极地夹克
TwilightForest:item.arcticLegs,6516,false,TwilightForest,twilightforest.item.ItemTFArcticArmor,极地护腿
TwilightForest:item.arcticBoots,6517,false,TwilightForest,twilightforest.item.ItemTFArcticArmor,极地靴子
TwilightForest:item.magicBeans,6518,false,TwilightForest,twilightforest.item.ItemTFMagicBeans,魔豆
TwilightForest:item.giantPick,6519,false,TwilightForest,twilightforest.item.ItemTFGiantPick,巨人的镐
TwilightForest:item.giantSword,6520,false,TwilightForest,twilightforest.item.ItemTFGiantSword,巨人的剑
TwilightForest:item.tripleBow,6521,false,TwilightForest,twilightforest.item.ItemTFTripleBow,三发弓
TwilightForest:item.seekerBow,6522,false,TwilightForest,twilightforest.item.ItemTFSeekerBow,追踪弓
TwilightForest:item.iceBow,6523,false,TwilightForest,twilightforest.item.ItemTFIceBow,寒冰弓
TwilightForest:item.enderBow,6524,false,TwilightForest,twilightforest.item.ItemTFEnderBow,末影弓
TwilightForest:item.iceSword,6525,false,TwilightForest,twilightforest.item.ItemTFIceSword,寒冰剑
TwilightForest:item.glassSword,6526,false,TwilightForest,twilightforest.item.ItemTFGlassSword,玻璃剑
TwilightForest:item.knightmetalRing,6527,false,TwilightForest,twilightforest.item.ItemTF,骑士金属链环
TwilightForest:item.chainBlock,6528,false,TwilightForest,twilightforest.item.ItemTFChainBlock,链球
TwilightForest:item.cubeTalisman,6529,false,TwilightForest,twilightforest.item.ItemTF,魔方护符
TwilightForest:item.cubeOfAnnihilation,6530,false,TwilightForest,twilightforest.item.ItemTFCubeOfAnnihilation,毁灭魔方
TwilightForest:item.doorTwilight,6531,false,TwilightForest,twilightforest.item.ItemTFDoor,暮色橡木门
TwilightForest:item.doorCanopy,6532,false,TwilightForest,twilightforest.item.ItemTFDoor,苍穹木门
TwilightForest:item.doorMangrove,6533,false,TwilightForest,twilightforest.item.ItemTFDoor,红树木门
TwilightForest:item.doorDarkwood,6534,false,TwilightForest,twilightforest.item.ItemTFDoor,黑木门
TwilightForest:item.doorTime,6535,false,TwilightForest,twilightforest.item.ItemTFDoor,时光木门
TwilightForest:item.doorTrans,6536,false,TwilightForest,twilightforest.item.ItemTFDoor,变化木门
TwilightForest:item.doorMine,6537,false,TwilightForest,twilightforest.item.ItemTFDoor,矿工木门
TwilightForest:item.doorSort,6538,false,TwilightForest,twilightforest.item.ItemTFDoor,分类木门
TwilightForest:item.null,6539,false,TwilightForest,twilightforest.item.ItemTFMeta,信徒法袍残片
TwilightForest:item.tfspawnegg,6540,false,TwilightForest,twilightforest.item.ItemTFSpawnEgg,生成 悬浮立方体 [NYI]
chisel:upgrade,6541,false,chisel,team.chisel.item.ItemUpgrade,速度升级组件
chisel:ballomoss,6542,false,chisel,team.chisel.item.ItemBallOMoss,苔藓球
chisel:chisel,6543,false,chisel,team.chisel.item.chisel.ItemChisel,凿子
chisel:diamondChisel,6544,false,chisel,team.chisel.item.chisel.ItemChisel,钻石凿子
chisel:obsidianChisel,6545,false,chisel,team.chisel.item.chisel.ItemChisel,黑曜石凿子
chisel:netherStarChisel,6546,false,chisel,team.chisel.item.chisel.ItemChisel,基岩凿子
chisel:cloudinabottle,6547,false,chisel,team.chisel.item.ItemCloudInABottle,瓶装云朵
chisel:smashingrock,6548,false,chisel,team.chisel.item.ItemSmashingRock,碎石块
witchery:ingredient,6549,false,witchery,com.emoniph.witchery.item.ItemGeneral,枝状大烛台
witchery:taglockkit,6550,false,witchery,com.emoniph.witchery.item.ItemTaglockKit,巫媒
witchery:poppet,6551,false,witchery,com.emoniph.witchery.item.ItemPoppet,娃娃
witchery:potion,6552,false,witchery,com.emoniph.witchery.item.ItemVanillaPotion,万能解毒药
witchery:coffin,6553,false,witchery,com.emoniph.witchery.item.ItemCoffin,棺材
witchery:stew,6554,false,witchery,com.emoniph.witchery.item.ItemStew,炖肉
witchery:stewraw,6555,false,witchery,com.emoniph.witchery.item.ItemStew,生炖肉
witchery:mirror,6556,false,witchery,com.emoniph.witchery.item.ItemMirror,魔镜
witchery:chalkritual,6557,false,witchery,com.emoniph.witchery.item.ItemChalk,仪式粉笔
witchery:chalkotherwhere,6558,false,witchery,com.emoniph.witchery.item.ItemChalk,他处粉笔
witchery:chalkinfernal,6559,false,witchery,com.emoniph.witchery.item.ItemChalk,炼狱粉笔
witchery:chalkheart,6560,false,witchery,com.emoniph.witchery.item.ItemChalk,金色粉笔
witchery:boline,6561,false,witchery,com.emoniph.witchery.item.ItemBoline,伯莱恩匕首
witchery:arthana,6562,false,witchery,com.emoniph.witchery.item.ItemArthana,仪祭匕首
witchery:huntsmanspear,6563,false,witchery,com.emoniph.witchery.item.ItemHuntsmanSpear,猎手之矛
witchery:handbow,6564,false,witchery,com.emoniph.witchery.item.ItemHandBow,狩巫手弩
witchery:deathshand,6565,false,witchery,com.emoniph.witchery.item.ItemDeathsHand,死神之手
witchery:silversword,6566,false,witchery,com.emoniph.witchery.item.ItemSilverSword,银制剑
witchery:canesword,6567,false,witchery,com.emoniph.witchery.item.ItemCaneSword,手杖剑
witchery:witchhand,6568,false,witchery,com.emoniph.witchery.item.ItemWitchHand,女巫之爪
witchery:circletalisman,6569,false,witchery,com.emoniph.witchery.item.ItemCircleTalisman,环形护身符
witchery:mysticbranch,6570,false,witchery,com.emoniph.witchery.item.ItemMysticBranch,神秘枝条
witchery:divinerwater,6571,false,witchery,com.emoniph.witchery.item.ItemDiviner,水源探测符
witchery:divinerlava,6572,false,witchery,com.emoniph.witchery.item.ItemDiviner,岩浆探测符
witchery:polynesiacharm,6573,false,witchery,com.emoniph.witchery.item.ItemPolynesiaCharm,波利尼西亚之咒
witchery:devilstonguecharm,6574,false,witchery,com.emoniph.witchery.item.ItemPolynesiaCharm,恶魔舌之咒
witchery:mutator,6575,false,witchery,com.emoniph.witchery.item.ItemMutator,变异枝条
witchery:louse,6576,false,witchery,com.emoniph.witchery.item.ItemParasyticLouse,寄生虱
witchery:brewbag,6577,false,witchery,com.emoniph.witchery.item.ItemBrewBag,酿造袋
witchery:spectralstone,6578,false,witchery,com.emoniph.witchery.item.ItemSpectralStone,幽魂石
witchery:shelfcompass,6579,false,witchery,com.emoniph.witchery.item.ItemPoppetShelfCompass,娃娃架罗盘
witchery:kobolditepickaxe,6580,false,witchery,com.emoniph.witchery.item.ItemKobolditePickaxe,妖金镐
witchery:dupstaff,6581,false,witchery,com.emoniph.witchery.item.ItemDuplicationStaff,拷贝手杖
witchery:brewbottle,6582,false,witchery,com.emoniph.witchery.brewing.ItemBrew,酿造
witchery:brew.fuel,6583,false,witchery,com.emoniph.witchery.item.ItemBrewFuel,燃烧之酿
witchery:brew.water,6584,false,witchery,com.emoniph.witchery.item.ItemBrewEndlessWater,无尽之水酿造
witchery:bookbiomes2,6585,false,witchery,com.emoniph.witchery.item.ItemBook,生态之书（扩展版）
witchery:biomenote,6586,false,witchery,com.emoniph.witchery.item.ItemBiomeNote,生态 Beach
witchery:cauldronbook,6587,false,witchery,com.emoniph.witchery.item.ItemMarkupBook,巫师酿造手册
witchery:leonardsurn,6588,false,witchery,com.emoniph.witchery.item.ItemLeonardsUrn,半羊人之罐
witchery:playercompass,6589,false,witchery,com.emoniph.witchery.item.ItemEntityLocator,玩家指南针
witchery:mooncharm,6590,false,witchery,com.emoniph.witchery.item.ItemMoonCharm,月影之魅
witchery:hornofthehunt,6591,false,witchery,com.emoniph.witchery.item.ItemHornOfTheHunt,狩猎之角
witchery:wolftoken,6592,false,witchery,com.emoniph.witchery.item.ItemWolfToken,创造模式-蝙蝠/狼变身代币
witchery:glassgoblet,6593,false,witchery,com.emoniph.witchery.item.ItemGlassGoblet,玻璃高脚杯
witchery:sungrenade,6594,false,witchery,com.emoniph.witchery.item.ItemSunGrenade,阳光手雷
witchery:vampirebook,6595,false,witchery,null,观察日记：永生者
witchery:dupgrenade,6596,false,witchery,com.emoniph.witchery.item.ItemSunGrenade,复制手雷
witchery:witchhat,6597,false,witchery,com.emoniph.witchery.item.ItemWitchesClothes,巫师帽
witchery:babashat,6598,false,witchery,com.emoniph.witchery.item.ItemWitchesClothes,芭芭雅嘎之帽
witchery:witchrobe,6599,false,witchery,com.emoniph.witchery.item.ItemWitchesClothes,巫师袍
witchery:necromancerrobe,6600,false,witchery,com.emoniph.witchery.item.ItemWitchesClothes,死灵法师袍
witchery:bitingbelt,6601,false,witchery,com.emoniph.witchery.item.ItemWitchesClothes,咬人带
witchery:barkbelt,6602,false,witchery,com.emoniph.witchery.item.ItemWitchesClothes,树皮腰带
witchery:iceslippers,6603,false,witchery,com.emoniph.witchery.item.ItemWitchesClothes,冰鞋
witchery:rubyslippers,6604,false,witchery,com.emoniph.witchery.item.ItemWitchesClothes,红宝石舞鞋
witchery:seepingshoes,6605,false,witchery,com.emoniph.witchery.item.ItemWitchesClothes,渗透鞋
witchery:hunterhat,6606,false,witchery,com.emoniph.witchery.item.ItemHunterClothes,狩巫帽
witchery:huntercoat,6607,false,witchery,com.emoniph.witchery.item.ItemHunterClothes,狩巫衣
witchery:hunterlegs,6608,false,witchery,com.emoniph.witchery.item.ItemHunterClothes,狩巫裤
witchery:hunterboots,6609,false,witchery,com.emoniph.witchery.item.ItemHunterClothes,狩巫靴
witchery:hunterhatsilvered,6610,false,witchery,com.emoniph.witchery.item.ItemHunterClothes,狩巫帽（镀银）
witchery:huntercoatsilvered,6611,false,witchery,com.emoniph.witchery.item.ItemHunterClothes,狩巫衣（镀银）
witchery:hunterlegssilvered,6612,false,witchery,com.emoniph.witchery.item.ItemHunterClothes,狩巫裤（镀银）
witchery:hunterbootssilvered,6613,false,witchery,com.emoniph.witchery.item.ItemHunterClothes,狩巫靴（镀银）
witchery:hunterhatgarlicked,6614,false,witchery,com.emoniph.witchery.item.ItemHunterClothes,狩巫黎明之帽
witchery:huntercoatgarlicked,6615,false,witchery,com.emoniph.witchery.item.ItemHunterClothes,狩巫黎明之衣
witchery:hunterlegsgarlicked,6616,false,witchery,com.emoniph.witchery.item.ItemHunterClothes,狩巫黎明之裤
witchery:hunterbootsgarlicked,6617,false,witchery,com.emoniph.witchery.item.ItemHunterClothes,狩巫黎明之靴
witchery:deathscowl,6618,false,witchery,com.emoniph.witchery.item.ItemDeathsClothes,死神头巾
witchery:deathsrobe,6619,false,witchery,com.emoniph.witchery.item.ItemDeathsClothes,死神之袍
witchery:deathsfeet,6620,false,witchery,com.emoniph.witchery.item.ItemDeathsClothes,死神裹脚布
witchery:quiverofmog,6621,false,witchery,com.emoniph.witchery.item.ItemGoblinClothes,莫哥箭囊
witchery:gurdleofgulg,6622,false,witchery,com.emoniph.witchery.item.ItemGoblinClothes,瓜哥妖带
witchery:kobolditehelm,6623,false,witchery,com.emoniph.witchery.item.ItemGoblinClothes,扭曲头带
witchery:earmuffs,6624,false,witchery,com.emoniph.witchery.item.ItemEarmuffs,静音耳罩
witchery:vampirehat,6625,false,witchery,com.emoniph.witchery.item.ItemVampireClothes,吸血鬼礼帽
witchery:vampirehelmet,6626,false,witchery,com.emoniph.witchery.item.ItemVampireClothes,吸血鬼之盔
witchery:vampirecoat,6627,false,witchery,com.emoniph.witchery.item.ItemVampireClothes,吸血鬼礼服
witchery:vampirecoat_female,6628,false,witchery,com.emoniph.witchery.item.ItemVampireClothes,吸血鬼礼服（女装）
witchery:vampirechaincoat,6629,false,witchery,com.emoniph.witchery.item.ItemVampireClothes,吸血鬼链甲
witchery:vampirechaincoat_female,6630,false,witchery,com.emoniph.witchery.item.ItemVampireClothes,吸血鬼链甲（女装）
witchery:vampirelegs,6631,false,witchery,com.emoniph.witchery.item.ItemVampireClothes,吸血鬼之裤
witchery:vampirelegs_kilt,6632,false,witchery,com.emoniph.witchery.item.ItemVampireClothes,吸血鬼裤裙
witchery:vampireboots,6633,false,witchery,com.emoniph.witchery.item.ItemVampireClothes,吸血鬼之靴
witchery:seedsbelladonna,6634,false,witchery,com.emoniph.witchery.item.ItemWitchSeeds,颠茄种子
witchery:seedsmandrake,6635,false,witchery,com.emoniph.witchery.item.ItemWitchSeeds,曼德拉种子
witchery:seedsartichoke,6636,false,witchery,com.emoniph.witchery.item.ItemWitchSeeds,水洋蓟种子
witchery:seedssnowbell,6637,false,witchery,com.emoniph.witchery.item.ItemWitchSeeds,雪铃花种子
witchery:seedswormwood,6638,false,witchery,com.emoniph.witchery.item.ItemWitchSeeds,苦艾种子
witchery:seedsmindrake,6639,false,witchery,com.emoniph.witchery.item.ItemWitchSeeds,矿德拉花蕾
witchery:seedswolfsbane,6640,false,witchery,com.emoniph.witchery.item.ItemWitchSeeds,狼毒草种子
witchery:garlic,6641,false,witchery,com.emoniph.witchery.item.ItemWitchSeeds,大蒜
witchery:bucketspirit,6642,false,witchery,com.emoniph.witchery.item.ItemBucketSpirit,精神桶
witchery:buckethollowtears,6643,false,witchery,com.emoniph.witchery.item.ItemBucketSpirit,虚伪泪水桶
witchery:bucketbrew,6644,false,witchery,com.emoniph.witchery.brewing.ItemBrewBucket,酿造
etfuturum:wooden_armorstand,6645,false,etfuturum,ganymedes01.etfuturum.items.ItemArmorStand,盔甲架
etfuturum:rabbit_raw,6646,false,etfuturum,ganymedes01.etfuturum.items.BaseFood,生兔肉
etfuturum:rabbit_cooked,6647,false,etfuturum,ganymedes01.etfuturum.items.BaseFood,熟兔肉
etfuturum:rabbit_foot,6648,false,etfuturum,ganymedes01.etfuturum.items.BaseItem,兔子脚
etfuturum:rabbit_hide,6649,false,etfuturum,ganymedes01.etfuturum.items.BaseItem,兔子皮
etfuturum:rabbit_stew,6650,false,etfuturum,ganymedes01.etfuturum.items.ItemRabbitStew,兔肉煲
etfuturum:beetroot,6651,false,etfuturum,ganymedes01.etfuturum.items.BaseFood,甜菜根
etfuturum:beetroot_seeds,6652,false,etfuturum,ganymedes01.etfuturum.items.ItemBeetrootSeeds,甜菜种子
etfuturum:beetroot_soup,6653,false,etfuturum,ganymedes01.etfuturum.items.ItemBeetrootSoup,甜菜汤
etfuturum:chorus_fruit,6654,false,etfuturum,ganymedes01.etfuturum.items.ItemChorusFruit,紫颂果
etfuturum:chorus_fruit_popped,6655,false,etfuturum,ganymedes01.etfuturum.items.BaseItem,爆裂紫颂果
etfuturum:tipped_arrow,6656,false,etfuturum,ganymedes01.etfuturum.items.ItemArrowTipped,不可合成的药箭
etfuturum:lingering_potion,6657,false,etfuturum,ganymedes01.etfuturum.items.ItemLingeringPotion,水瓶
etfuturum:dragon_breath,6658,false,etfuturum,ganymedes01.etfuturum.items.BaseItem,龙息
etfuturum:elytra,6659,false,etfuturum,ganymedes01.etfuturum.items.equipment.ItemArmorElytra,鞘翅
etfuturum:end_crystal,6660,false,etfuturum,ganymedes01.etfuturum.items.ItemEndCrystal,末地水晶
etfuturum:netherite_scrap,6661,false,etfuturum,ganymedes01.etfuturum.items.BaseItem,下界合金碎片
