UID,Name,Allele0,Allele1,isSecret,baseChance,conditions
forestry.speciesCommon,寻常,magicbees.speciesUnusual,forestry.speciesModest,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesUnusual,forestry.speciesWintry,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesUnusual,forestry.speciesTropical,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesUnusual,forestry.speciesMarshy,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesUnusual,extrabees.species.rock,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesUnusual,extrabees.species.water,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesUnusual,extrabees.species.basalt,false,15.0,
forestry.speciesCultivated,田野,magicbees.speciesUnusual,forestry.speciesCommon,false,12.0,
magicbees.speciesEldritch,怪异,magicbees.speciesUnusual,forestry.speciesCultivated,false,12.0,
forestry.speciesCommon,寻常,magicbees.speciesAttuned,forestry.speciesForest,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesAttuned,forestry.speciesMeadows,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesAttuned,forestry.speciesModest,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesAttuned,forestry.speciesWintry,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesAttuned,forestry.speciesTropical,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesAttuned,forestry.speciesMarshy,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesAttuned,extrabees.species.rock,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesAttuned,extrabees.species.water,false,15.0,
forestry.speciesCommon,寻常,magicbees.speciesAttuned,extrabees.species.basalt,false,15.0,
forestry.speciesCultivated,田野,magicbees.speciesAttuned,forestry.speciesCommon,false,12.0,
magicbees.speciesEldritch,怪异,magicbees.speciesAttuned,forestry.speciesCultivated,false,12.0,
magicbees.speciesEsoteric,玄奥,forestry.speciesCultivated,magicbees.speciesEldritch,false,10.0,
magicbees.speciesMysterious,奥秘,magicbees.speciesEldritch,magicbees.speciesEsoteric,false,8.0,
magicbees.speciesArcane,奥能,magicbees.speciesEsoteric,magicbees.speciesMysterious,false,8.0,在 凸娥眉月 和 盈凸月 之间更容易成功.
magicbees.speciesCharmed,魅惑,forestry.speciesCultivated,magicbees.speciesEldritch,false,10.0,
magicbees.speciesEnchanted,蕴魔,magicbees.speciesEldritch,magicbees.speciesCharmed,false,8.0,
magicbees.speciesSupernatural,超能,magicbees.speciesCharmed,magicbees.speciesEnchanted,false,8.0,在 亏凸月 和 亏蛾眉月 之间更容易成功.
magicbees.speciesEthereal,以太,magicbees.speciesArcane,magicbees.speciesSupernatural,false,7.0,
magicbees.speciesWindy,疾风,magicbees.speciesSupernatural,magicbees.speciesEthereal,false,14.0,该突变需要橡树树叶作为蜂箱的基石才可发生。
magicbees.speciesWatery,潮涌,magicbees.speciesSupernatural,magicbees.speciesEthereal,false,14.0,该突变需要水作为蜂箱的基石才可发生。
magicbees.speciesEarthen,陶土,magicbees.speciesSupernatural,magicbees.speciesEthereal,false,14.0,该突变需要砖块作为蜂箱的基石才可发生。
magicbees.speciesFirey,烈焰,magicbees.speciesSupernatural,magicbees.speciesEthereal,false,14.0,该突变需要岩浆作为蜂箱的基石才可发生。
magicbees.speciesAware,感知,magicbees.speciesEthereal,magicbees.speciesAttuned,false,10.0,
magicbees.speciesSpirit,精神,magicbees.speciesEthereal,magicbees.speciesAware,false,8.0,
magicbees.speciesSpirit,精神,magicbees.speciesAttuned,magicbees.speciesAware,false,8.0,
magicbees.speciesSoul,魂魄,magicbees.speciesAware,magicbees.speciesSpirit,false,7.0,
magicbees.speciesPupil,学徒,forestry.speciesMonastic,magicbees.speciesArcane,false,10.0,
magicbees.speciesScholarly,博学,magicbees.speciesArcane,magicbees.speciesPupil,false,8.0,
magicbees.speciesSavant,专家,magicbees.speciesPupil,magicbees.speciesScholarly,false,6.0,
magicbees.speciesTimely,瞬息,forestry.speciesImperial,magicbees.speciesEthereal,false,8.0,
magicbees.speciesLordly,贵族,forestry.speciesImperial,magicbees.speciesTimely,false,8.0,
magicbees.speciesDoctoral,博士,magicbees.speciesTimely,magicbees.speciesLordly,false,7.0,
magicbees.speciesHateful,憎恶,magicbees.speciesInfernal,magicbees.speciesEldritch,false,9.0,该突变只可能在nether生物群系中发生。
magicbees.speciesSpiteful,恶毒,magicbees.speciesInfernal,magicbees.speciesHateful,false,7.0,该突变只可能在nether生物群系中发生。
magicbees.speciesWithering,凋零,forestry.speciesDemonic,magicbees.speciesSpiteful,false,6.0,该突变只可能在nether生物群系中发生。
magicbees.speciesSkulking,诡隐,forestry.speciesModest,magicbees.speciesEldritch,false,12.0,
magicbees.speciesSpidery,蜘蛛,forestry.speciesTropical,magicbees.speciesSkulking,false,10.0,
magicbees.speciesGhastly,幽魂,magicbees.speciesTCBatty,magicbees.speciesEthereal,false,9.0,
magicbees.speciesSmouldering,闷烧,magicbees.speciesGhastly,magicbees.speciesHateful,false,7.0,该突变只可能在nether生物群系中发生。
magicbees.speciesBigBad,大坏蛋,magicbees.speciesSkulking,magicbees.speciesMysterious,false,7.0,月相为满月
magicbees.speciesTCChicken,家禽,forestry.speciesCommon,magicbees.speciesSkulking,false,12.0,该突变只可能在forest生物群系中发生。
magicbees.speciesTCBeef,壮牛,forestry.speciesCommon,magicbees.speciesSkulking,false,12.0,该突变只可能在plains生物群系中发生。
magicbees.speciesTCPork,猪猡,forestry.speciesCommon,magicbees.speciesSkulking,false,12.0,该突变只可能在mountain生物群系中发生。
magicbees.speciesSheepish,肥羊,magicbees.speciesTCPork,magicbees.speciesSkulking,false,13.0,该突变只可能在plains生物群系中发生。
magicbees.speciesHorse,骏马,magicbees.speciesTCBeef,magicbees.speciesSheepish,false,12.0,该突变只可能在plains生物群系中发生。
magicbees.speciesCatty,野猫,magicbees.speciesTCChicken,magicbees.speciesSpidery,false,15.0,该突变只可能在jungle生物群系中发生。
magicbees.speciesTCBatty,火蝠,magicbees.speciesSkulking,magicbees.speciesWindy,false,9.0,
magicbees.speciesTCBrainy,怒尸,magicbees.speciesSkulking,magicbees.speciesPupil,false,9.0,
magicbees.speciesNameless,无名,magicbees.speciesEthereal,magicbees.speciesOblivion,false,10.0,
magicbees.speciesAbandoned,遗忘,magicbees.speciesOblivion,magicbees.speciesNameless,false,8.0,
magicbees.speciesForlorn,绝望,magicbees.speciesNameless,magicbees.speciesAbandoned,false,6.0,
magicbees.speciesDraconic,恶龙,forestry.speciesImperial,magicbees.speciesAbandoned,false,6.0,该突变只可能在end生物群系中发生。
magicbees.speciesMutable,善变,magicbees.speciesUnusual,magicbees.speciesEldritch,false,12.0,
magicbees.speciesTransmuting,蜕变,magicbees.speciesUnusual,magicbees.speciesMutable,false,9.0,
magicbees.speciesCrumbling,崩溃,magicbees.speciesUnusual,magicbees.speciesMutable,false,9.0,
magicbees.speciesInvisible,隐形,magicbees.speciesMystical,magicbees.speciesMutable,false,15.0,
magicbees.speciesCopper,紫铜,forestry.speciesIndustrious,forestry.speciesMeadows,false,12.0,该突变需要铜块作为蜂箱的基石才可发生。
magicbees.speciesTin,白锡,forestry.speciesIndustrious,forestry.speciesForest,false,12.0,该突变需要锡块作为蜂箱的基石才可发生。
magicbees.speciesIron,灰铁,forestry.speciesCommon,forestry.speciesIndustrious,false,12.0,该突变需要铁块作为蜂箱的基石才可发生。
magicbees.speciesLead,黑铅,magicbees.speciesTin,forestry.speciesCommon,false,10.0,该突变需要铅块作为蜂箱的基石才可发生。
magicbees.speciesSilver,白银,forestry.speciesImperial,forestry.speciesModest,false,8.0,该突变需要银块作为蜂箱的基石才可发生。
magicbees.speciesGold,黄金,forestry.speciesImperial,magicbees.speciesLead,false,8.0,该突变需要金块作为蜂箱的基石才可发生。
magicbees.speciesAluminum,亮铝,forestry.speciesIndustrious,forestry.speciesCultivated,false,10.0,该突变需要铝块作为蜂箱的基石才可发生。
magicbees.speciesArdite,阿迪特,forestry.speciesIndustrious,magicbees.speciesInfernal,false,9.0,该突变需要阿迪特块作为蜂箱的基石才可发生。
magicbees.speciesCobalt,辉钴,forestry.speciesImperial,magicbees.speciesInfernal,false,11.0,该突变需要钴块作为蜂箱的基石才可发生。
magicbees.speciesManyullyn,玛玉灵,magicbees.speciesArdite,magicbees.speciesCobalt,false,9.0,该突变需要玛玉灵块作为蜂箱的基石才可发生。
magicbees.speciesDiamond,碎片钻石,forestry.speciesAustere,magicbees.speciesGold,false,7.0,该突变需要钻石块作为蜂箱的基石才可发生。
magicbees.speciesEmerald,宝石,forestry.speciesAustere,magicbees.speciesSilver,false,6.0,该突变需要绿宝石块作为蜂箱的基石才可发生。
magicbees.speciesApatite,磷化,forestry.speciesRural,magicbees.speciesCopper,false,12.0,该突变需要磷灰石块作为蜂箱的基石才可发生。
magicbees.speciesSilicon,硅晶,magicbees.speciesAESkystone,magicbees.speciesIron,false,17.0,
magicbees.speciesCertus,定型,magicbees.speciesSilicon,magicbees.speciesAESkystone,false,13.0,
magicbees.speciesFluix,福鲁伊克斯水晶,magicbees.speciesCertus,magicbees.speciesAESkystone,false,17.0,
magicbees.speciesTCAir,灵气,magicbees.speciesWindy,magicbees.speciesWindy,false,8.0,该突变需要风之魔晶作为蜂箱的基石才可发生。
magicbees.speciesTCFire,灼热,magicbees.speciesFirey,magicbees.speciesFirey,false,8.0,该突变需要火之魔晶作为蜂箱的基石才可发生。
magicbees.speciesTCWater,流水,magicbees.speciesWatery,magicbees.speciesWatery,false,8.0,该突变需要水之魔晶作为蜂箱的基石才可发生。
magicbees.speciesTCEarth,泥土,magicbees.speciesEarthen,magicbees.speciesEarthen,false,8.0,该突变需要地之魔晶作为蜂箱的基石才可发生。
magicbees.speciesTCOrder,奇术,magicbees.speciesEthereal,magicbees.speciesArcane,false,8.0,该突变需要秩序魔晶作为蜂箱的基石才可发生。
magicbees.speciesTCChaos,朴实,magicbees.speciesEthereal,magicbees.speciesSupernatural,false,8.0,该突变需要混沌魔晶作为蜂箱的基石才可发生。
magicbees.speciesTCEssentia,源质,magicbees.speciesTCOrder,magicbees.speciesTCChaos,false,8.0,该突变需要混沌魔晶作为蜂箱的基石才可发生。
magicbees.speciesTCVis,魔力,magicbees.speciesEthereal,magicbees.speciesInfernal,false,9.0,月相处于上弦月与下弦月之间时
magicbees.speciesTCRejuvenating,复兴,magicbees.speciesAttuned,magicbees.speciesTCVis,false,8.0,
magicbees.speciesTCEmpowering,充能,magicbees.speciesTCVis,magicbees.speciesTCRejuvenating,false,6.0,在 满月 时更容易成功.
magicbees.speciesTCNexus,联结,magicbees.speciesTCRejuvenating,magicbees.speciesTCEmpowering,false,10.0,该突变只可能在magical生物群系中发生。|该突变需要灵气节点作为蜂箱的基石才可发生。
magicbees.speciesTCFlux,咒波,magicbees.speciesTransmuting,magicbees.speciesTCEmpowering,false,11.0,月相为新月
magicbees.speciesTCPure,纯净,magicbees.speciesTransmuting,magicbees.speciesTCRejuvenating,false,8.0,该突变只可能在magical生物群系中发生。|月相为新月
magicbees.speciesTCHungry,饕餮,magicbees.speciesBigBad,magicbees.speciesTCVis,false,20.0,
magicbees.speciesTCWispy,轻灵,magicbees.speciesEthereal,magicbees.speciesGhastly,false,9.0,月相处于亏蛾眉月与凸娥眉月之间时
magicbees.speciesTCVoid,虚空,magicbees.speciesIron,magicbees.speciesTCFlux,false,5.0,该突变只可能在magical生物群系中发生。|该突变仅在夜晚时发生。
magicbees.speciesBotRooted,生根,magicbees.speciesEldritch,forestry.speciesForest,false,15.0,该突变需要活木作为蜂箱的基石才可发生。
magicbees.speciesBotSomnolent,催眠,magicbees.speciesBotRooted,magicbees.speciesWatery,false,16.0,该突变仅在夜晚时发生。
magicbees.speciesBotDreaming,梦境,magicbees.speciesWindy,magicbees.speciesBotSomnolent,false,8.0,该突变仅在夜晚时发生。
magicbees.speciesBotBlossom,花开,magicbees.speciesBotBotanic,magicbees.speciesEarthen,false,12.0,
magicbees.speciesBotFloral,花海,magicbees.speciesBotBotanic,magicbees.speciesBotBlossom,false,8.0,
magicbees.speciesAESkystone,天石,magicbees.speciesEarthen,magicbees.speciesWindy,false,20.0,该突变需要陨石作为蜂箱的基石才可发生。
gendustry.bee.derpious,逗逼,forestry.speciesMarshy,forestry.speciesCultivated,false,10.0,
gendustry.bee.magenta,品红色,gendustry.bee.blue,gendustry.bee.pink,false,10.0,
gendustry.bee.lime,黄绿,gendustry.bee.white,gendustry.bee.green,false,10.0,
gendustry.bee.lightblue,淡蓝色,gendustry.bee.white,gendustry.bee.blue,false,10.0,
gendustry.bee.pink,粉色,gendustry.bee.white,gendustry.bee.red,false,10.0,
gendustry.bee.cyan,青色,gendustry.bee.blue,gendustry.bee.green,false,10.0,
gendustry.bee.silver,淡灰,gendustry.bee.gray,gendustry.bee.white,false,10.0,
gendustry.bee.gray,灰色,gendustry.bee.black,gendustry.bee.white,false,10.0,
gendustry.bee.green,绿色,gendustry.bee.blue,gendustry.bee.yellow,false,10.0,
gendustry.bee.orange,橙色,gendustry.bee.yellow,gendustry.bee.red,false,10.0,
gendustry.bee.purple,紫色,gendustry.bee.red,gendustry.bee.blue,false,10.0,
gendustry.bee.black,黑色,gendustry.bee.white,forestry.speciesDiligent,false,10.0,
gendustry.bee.white,白色,forestry.speciesWintry,forestry.speciesDiligent,false,10.0,
gendustry.bee.brown,棕色,forestry.speciesTropical,forestry.speciesDiligent,false,10.0,
gendustry.bee.yellow,黄色,forestry.speciesModest,forestry.speciesDiligent,false,10.0,
gendustry.bee.red,红色,forestry.speciesCommon,forestry.speciesDiligent,false,10.0,
gendustry.bee.blue,蓝色,forestry.speciesForest,forestry.speciesDiligent,false,10.0,
gtpp.bee.speciesDragon Blood,龙血,gregtech.bee.speciesDragonessence,gregtech.bee.speciesNeutronium,false,2.0,该突变仅在湿度为干旱时发生。|该突变需要龙血块作为蜂箱的基石才可发生。|需要维度 End
gtpp.bee.speciesForce,力量,gregtech.bee.speciesSteel,gregtech.bee.speciesGold,false,10.0,该突变仅在湿度为干旱时发生。|该突变只可能在hot生物群系中发生。
gregtech.bee.speciesWeiwei,§c§m维维豆奶,extrabees.species.chad,gregtech.bee.speciesWalrus,false,2.0,该突变需要终极压缩巨型加工厂作为蜂箱的基石才可发生。
gregtech.bee.speciesGate,§b§m星门,gregtech.bee.speciesWeiwei,gregtech.bee.speciesMachinist,false,1.0,"该突变需要1,048,576安MAX无线能源仓作为蜂箱的基石才可发生。"
gregtech.bee.speciesHyp,§4海珀珍,gregtech.bee.speciesInfinity,gregtech.bee.speciesDragonessence,false,1.0,该突变需要部件装配线外壳（UIV）作为蜂箱的基石才可发生。
gregtech.bee.speciesGlas,玻璃,gregtech.bee.speciesClay,forestry.speciesRural,false,90.0,该突变需要通透玻璃作为蜂箱的基石才可发生。
gregtech.bee.speciesChg,§a彩§b色§e玻§c璃,gregtech.bee.speciesGlas,gregtech.bee.speciesInfinity,false,1.0,该突变需要彩色玻璃块作为蜂箱的基石才可发生。
gregtech.bee.speciesJiucai,韭菜盒子,gregtech.bee.speciesCoal,gregtech.bee.speciesSalty,false,12.0,该突变需要避雷针作为蜂箱的基石才可发生。
gregtech.bee.speciesEnqing,§4§l恩情,gregtech.bee.speciesJiucai,gregtech.bee.speciesWeiwei,false,1.0,该突变需要红日之将军恩情配件厂作为蜂箱的基石才可发生。
gregtech.bee.speciesIronoth,铁块,gregtech.bee.speciesIron,gregtech.bee.speciesClay,false,100.0,该突变需要铁矿石作为蜂箱的基石才可发生。
gregtech.bee.speciesShengxi,§d§n§l§o生息,gregtech.bee.speciesWeiwei,gregtech.bee.speciesGate,false,100.0,该突变需要泥土作为蜂箱的基石才可发生。
