ID,Name,Temperature,Rainfall,Spawn Chance,Root Height,Height Variation,Types,Class
26502,null,null,null,null
26503,null,null,null,null
26504,null,null,null,null
26505,null,null,null,null
26506,null,null,null,null
26507,null,null,null,null
26508,null,null,null,null
26509,null,null,null,null
26510,null,null,null,null
26511,null,null,null,null
26512,null,null,null,null
26513,null,null,null,null
26514,null,null,null,null
26515,null,null,null,null
26516,null,null,null,null
26517,null,null,null,null
26518,null,null,null,null
26519,null,null,null,null
26520,null,null,null,null
26521,null,null,null,null
26522,null,null,null,null
26523,null,null,null,null
26524,null,null,null,null
26525,null,null,null,null
26526,null,null,null,null
26527,null,null,null,null
26528,null,null,null,null
26529,null,null,null,null
26530,null,null,null,null
26531,null,null,null,null
26532,null,null,null,null
26533,null,null,null,null
26534,null,null,null,null
26535,null,null,null,null
26536,null,null,null,null
26537,null,null,null,null
26538,null,null,null,null
26539,null,null,null,null
26540,null,null,null,null
26541,null,null,null,null
26542,null,null,null,null
26543,null,null,null,null
26544,null,null,null,null
26545,null,null,null,null
26546,null,null,null,null
26547,null,null,null,null
26548,null,null,null,null
26549,null,null,null,null
26550,null,null,null,null
26551,null,null,null,null
26552,null,null,null,null
26553,null,null,null,null
26554,null,null,null,null
26555,null,null,null,null
26556,null,null,null,null
26557,null,null,null,null
26558,null,null,null,null
26559,null,null,null,null
26560,null,null,null,null
26561,null,null,null,null
26562,null,null,null,null
26563,null,null,null,null
26564,null,null,null,null
26565,null,null,null,null
26566,null,null,null,null
26567,null,null,null,null
26568,null,null,null,null
26569,null,null,null,null
26570,null,null,null,null
26571,null,null,null,null
26572,null,null,null,null
26573,null,null,null,null
26574,null,null,null,null
26575,null,null,null,null
26576,null,null,null,null
26577,null,null,null,null
26578,null,null,null,null
26579,null,null,null,null
26580,null,null,null,null
26581,null,null,null,null
26582,null,null,null,null
26583,null,null,null,null
26584,null,null,null,null
26585,null,null,null,null
26586,null,null,null,null
26587,null,null,null,null
26588,null,null,null,null
26589,null,null,null,null
26590,null,null,null,null
26591,null,null,null,null
26592,null,null,null,null
26593,null,null,null,null
26594,null,null,null,null
26595,null,null,null,null
26596,null,null,null,null
26597,null,null,null,null
26598,null,null,null,null
26599,null,null,null,null
26600,null,null,null,null
26601,null,null,null,null
26602,null,null,null,null
26603,null,null,null,null
26604,null,null,null,null
26605,null,null,null,null
26606,null,null,null,null
26607,null,null,null,null
26608,null,null,null,null
26609,null,null,null,null
26610,null,null,null,null
26611,null,null,null,null
26612,null,null,null,null
26613,null,null,null,null
26614,null,null,null,null
26615,null,null,null,null
26616,null,null,null,null
26617,null,null,null,null
26618,null,null,null,null
26619,null,null,null,null
26620,null,null,null,null
26621,null,null,null,null
26622,null,null,null,null
26623,null,null,null,null
26624,null,null,null,null
26625,null,null,null,null
26626,null,null,null,null
26627,null,null,null,null
26628,null,null,null,null
26629,null,null,null,null
26630,null,null,null,null
26631,null,null,null,null
26632,null,null,null,null
26633,null,null,null,null
26634,null,null,null,null
26635,null,null,null,null
26636,null,null,null,null
26637,null,null,null,null
26638,null,null,null,null
26639,null,null,null,null
26640,null,null,null,null
26641,null,null,null,null
26642,null,null,null,null
26643,null,null,null,null
26644,null,null,null,null
26645,null,null,null,null
26646,null,null,null,null
26647,null,null,null,null
26648,null,null,null,null
26649,null,null,null,null
26650,null,null,null,null
26651,null,null,null,null
26652,null,null,null,null
26653,null,null,null,null
26654,null,null,null,null
26655,null,null,null,null
26656,null,null,null,null
26657,null,null,null,null
26658,null,null,null,null
26659,null,null,null,null
26660,null,null,null,null
26661,null,null,null,null
26662,null,null,null,null
26663,null,null,null,null
26664,null,null,null,null
26665,null,null,null,null
26666,null,null,null,null
26667,null,null,null,null
26668,null,null,null,null
26669,null,null,null,null
26670,null,null,null,null
26671,null,null,null,null
26672,null,null,null,null
26673,null,null,null,null
26674,null,null,null,null
26675,null,null,null,null
26676,null,null,null,null
26677,null,null,null,null
26678,null,null,null,null
26679,null,null,null,null
26680,null,null,null,null
26681,null,null,null,null
26682,null,null,null,null
26683,null,null,null,null
26684,null,null,null,null
26685,null,null,null,null
26686,null,null,null,null
26687,null,null,null,null
26688,null,null,null,null
26689,null,null,null,null
26690,null,null,null,null
26691,null,null,null,null
26692,null,null,null,null
26693,null,null,null,null
26694,null,null,null,null
26695,null,null,null,null
26696,null,null,null,null
26697,null,null,null,null
26698,null,null,null,null
26699,null,null,null,null
26700,null,null,null,null
26701,null,null,null,null
26702,null,null,null,null
26703,null,null,null,null
26704,null,null,null,null
26705,null,null,null,null
26706,null,null,null,null
26707,null,null,null,null
26708,null,null,null,null
26709,null,null,null,null
26710,null,null,null,null
26711,null,null,null,null
26712,null,null,null,null
26713,null,null,null,null
26714,null,null,null,null
26715,null,null,null,null
26716,null,null,null,null
26717,null,null,null,null
26718,null,null,null,null
26719,null,null,null,null
26720,null,null,null,null
26721,null,null,null,null
26722,null,null,null,null
26723,null,null,null,null
26724,null,null,null,null
26725,null,null,null,null
26726,null,null,null,null
26727,null,null,null,null
26728,null,null,null,null
26729,null,null,null,null
26730,null,null,null,null
26731,null,null,null,null
26732,null,null,null,null
26733,null,null,null,null
26734,null,null,null,null
26735,null,null,null,null
26736,null,null,null,null
26737,null,null,null,null
26738,null,null,null,null
26739,null,null,null,null
26740,null,null,null,null
26741,null,null,null,null
26742,null,null,null,null
26743,null,null,null,null
26744,null,null,null,null
26745,null,null,null,null
26746,null,null,null,null
26747,null,null,null,null
26748,null,null,null,null
26749,null,null,null,null
26750,null,null,null,null
26751,null,null,null,null
26752,null,null,null,null
26753,null,null,null,null
26754,null,null,null,null
26755,null,null,null,null
26756,null,null,null,null
26757,null,null,null,null
26758,null,null,null,null
26759,null,null,null,null
26760,null,null,null,null
26761,null,null,null,null
26762,null,null,null,null
26763,null,null,null,null
26764,null,null,null,null
26765,null,null,null,null
26766,null,null,null,null
26767,null,null,null,null
26768,null,null,null,null
26769,null,null,null,null
26770,null,null,null,null
26771,null,null,null,null
26772,null,null,null,null
26773,null,null,null,null
26774,null,null,null,null
26775,null,null,null,null
26776,null,null,null,null
26777,null,null,null,null
26778,null,null,null,null
26779,null,null,null,null
26780,null,null,null,null
26781,null,null,null,null
26782,null,null,null,null
26783,null,null,null,null
26784,null,null,null,null
26785,null,null,null,null
26786,null,null,null,null
26787,null,null,null,null
26788,null,null,null,null
26789,null,null,null,null
26790,null,null,null,null
26791,null,null,null,null
26792,null,null,null,null
26793,null,null,null,null
26794,null,null,null,null
26795,null,null,null,null
26796,null,null,null,null
26797,null,null,null,null
26798,null,null,null,null
26799,null,null,null,null
26800,null,null,null,null
26801,null,null,null,null
26802,null,null,null,null
26803,null,null,null,null
26804,null,null,null,null
26805,null,null,null,null
26806,null,null,null,null
26807,null,null,null,null
26808,null,null,null,null
26809,null,null,null,null
26810,null,null,null,null
26811,null,null,null,null
26812,null,null,null,null
26813,null,null,null,null
26814,null,null,null,null
26815,null,null,null,null
26816,null,null,null,null
26817,null,null,null,null
26818,null,null,null,null
26819,null,null,null,null
26820,null,null,null,null
26821,null,null,null,null
26822,null,null,null,null
26823,null,null,null,null
26824,null,null,null,null
26825,null,null,null,null
26826,null,null,null,null
26827,null,null,null,null
26828,null,null,null,null
26829,null,null,null,null
26830,null,null,null,null
26831,null,null,null,null
26832,null,null,null,null
26833,null,null,null,null
26834,null,null,null,null
26835,null,null,null,null
26836,null,null,null,null
26837,null,null,null,null
26838,null,null,null,null
26839,null,null,null,null
26840,null,null,null,null
26841,null,null,null,null
26842,null,null,null,null
26843,null,null,null,null
26844,null,null,null,null
26845,null,null,null,null
26846,null,null,null,null
26847,null,null,null,null
26848,null,null,null,null
26849,null,null,null,null
26850,null,null,null,null
26851,null,null,null,null
26852,null,null,null,null
26853,null,null,null,null
26854,null,null,null,null
26855,null,null,null,null
26856,null,null,null,null
26857,null,null,null,null
26858,null,null,null,null
26859,null,null,null,null
26860,null,null,null,null
26861,null,null,null,null
26862,null,null,null,null
26863,null,null,null,null
26864,null,null,null,null
26865,null,null,null,null
26866,null,null,null,null
26867,null,null,null,null
26868,null,null,null,null
26869,null,null,null,null
26870,null,null,null,null
26871,null,null,null,null
26872,null,null,null,null
26873,null,null,null,null
26874,null,null,null,null
26875,null,null,null,null
26876,null,null,null,null
26877,null,null,null,null
26878,null,null,null,null
26879,null,null,null,null
26880,null,null,null,null
26881,null,null,null,null
26882,null,null,null,null
26883,null,null,null,null
26884,null,null,null,null
26885,null,null,null,null
26886,null,null,null,null
26887,null,null,null,null
26888,null,null,null,null
26889,null,null,null,null
26890,null,null,null,null
26891,null,null,null,null
26892,null,null,null,null
26893,null,null,null,null
26894,null,null,null,null
26895,null,null,null,null
26896,null,null,null,null
26897,null,null,null,null
26898,null,null,null,null
26899,null,null,null,null
26900,null,null,null,null
26901,null,null,null,null
26902,null,null,null,null
26903,null,null,null,null
26904,null,null,null,null
26905,null,null,null,null
26906,null,null,null,null
26907,null,null,null,null
26908,null,null,null,null
26909,null,null,null,null
26910,null,null,null,null
26911,null,null,null,null
26912,null,null,null,null
26913,null,null,null,null
26914,null,null,null,null
26915,null,null,null,null
26916,null,null,null,null
26917,null,null,null,null
26918,null,null,null,null
26919,null,null,null,null
26920,null,null,null,null
26921,null,null,null,null
26922,null,null,null,null
26923,null,null,null,null
26924,null,null,null,null
26925,null,null,null,null
26926,null,null,null,null
26927,null,null,null,null
26928,null,null,null,null
26929,null,null,null,null
26930,null,null,null,null
26931,null,null,null,null
26932,null,null,null,null
26933,null,null,null,null
26934,null,null,null,null
26935,null,null,null,null
26936,null,null,null,null
26937,null,null,null,null
26938,null,null,null,null
26939,null,null,null,null
26940,null,null,null,null
26941,null,null,null,null
26942,null,null,null,null
26943,null,null,null,null
26944,null,null,null,null
26945,null,null,null,null
26946,null,null,null,null
26947,null,null,null,null
26948,null,null,null,null
26949,null,null,null,null
26950,null,null,null,null
26951,null,null,null,null
26952,null,null,null,null
26953,null,null,null,null
26954,null,null,null,null
26955,null,null,null,null
26956,null,null,null,null
26957,null,null,null,null
26958,null,null,null,null
26959,null,null,null,null
26960,null,null,null,null
26961,null,null,null,null
26962,null,null,null,null
26963,null,null,null,null
26964,null,null,null,null
26965,null,null,null,null
26966,null,null,null,null
26967,null,null,null,null
26968,null,null,null,null
26969,null,null,null,null
26970,null,null,null,null
26971,null,null,null,null
26972,null,null,null,null
26973,null,null,null,null
26974,null,null,null,null
26975,null,null,null,null
26976,null,null,null,null
26977,null,null,null,null
26978,null,null,null,null
26979,null,null,null,null
26980,null,null,null,null
26981,null,null,null,null
26982,null,null,null,null
26983,null,null,null,null
26984,null,null,null,null
26985,null,null,null,null
26986,null,null,null,null
26987,null,null,null,null
26988,null,null,null,null
26989,null,null,null,null
26990,null,null,null,null
26991,null,null,null,null
26992,null,null,null,null
26993,null,null,null,null
26994,null,null,null,null
26995,null,null,null,null
26996,null,null,null,null
26997,null,null,null,null
26998,null,null,null,null
26999,null,null,null,null
27000,null,null,null,null
27001,null,null,null,null
27002,null,null,null,null
27003,null,null,null,null
27004,null,null,null,null
27005,null,null,null,null
27006,null,null,null,null
27007,null,null,null,null
27008,null,null,null,null
27009,null,null,null,null
27010,null,null,null,null
27011,null,null,null,null
27012,null,null,null,null
27013,null,null,null,null
27014,null,null,null,null
27015,null,null,null,null
27016,null,null,null,null
27017,null,null,null,null
27018,null,null,null,null
27019,null,null,null,null
27020,null,null,null,null
27021,null,null,null,null
27022,null,null,null,null
27023,null,null,null,null
27024,null,null,null,null
27025,null,null,null,null
27026,null,null,null,null
27027,null,null,null,null
27028,null,null,null,null
27029,null,null,null,null
27030,null,null,null,null
27031,null,null,null,null
27032,null,null,null,null
27033,null,null,null,null
27034,null,null,null,null
27035,null,null,null,null
27036,null,null,null,null
27037,null,null,null,null
27038,null,null,null,null
27039,null,null,null,null
27040,null,null,null,null
27041,null,null,null,null
27042,null,null,null,null
27043,null,null,null,null
27044,null,null,null,null
27045,null,null,null,null
27046,null,null,null,null
27047,null,null,null,null
27048,null,null,null,null
27049,null,null,null,null
27050,null,null,null,null
27051,null,null,null,null
27052,null,null,null,null
27053,null,null,null,null
27054,null,null,null,null
27055,null,null,null,null
27056,null,null,null,null
27057,null,null,null,null
27058,null,null,null,null
27059,null,null,null,null
27060,null,null,null,null
27061,null,null,null,null
27062,null,null,null,null
27063,null,null,null,null
27064,null,null,null,null
27065,null,null,null,null
27066,null,null,null,null
27067,null,null,null,null
27068,null,null,null,null
27069,null,null,null,null
27070,null,null,null,null
27071,null,null,null,null
27072,null,null,null,null
27073,null,null,null,null
27074,null,null,null,null
27075,null,null,null,null
27076,null,null,null,null
27077,null,null,null,null
27078,null,null,null,null
27079,null,null,null,null
27080,null,null,null,null
27081,null,null,null,null
27082,null,null,null,null
27083,null,null,null,null
27084,null,null,null,null
27085,null,null,null,null
27086,null,null,null,null
27087,null,null,null,null
27088,null,null,null,null
27089,null,null,null,null
27090,null,null,null,null
27091,null,null,null,null
27092,null,null,null,null
27093,null,null,null,null
27094,null,null,null,null
27095,null,null,null,null
27096,null,null,null,null
27097,null,null,null,null
27098,null,null,null,null
27099,null,null,null,null
27100,null,null,null,null
27101,null,null,null,null
27102,null,null,null,null
27103,null,null,null,null
27104,null,null,null,null
27105,null,null,null,null
27106,null,null,null,null
27107,null,null,null,null
27108,null,null,null,null
27109,null,null,null,null
27110,null,null,null,null
27111,null,null,null,null
27112,null,null,null,null
27113,null,null,null,null
27114,null,null,null,null
27115,null,null,null,null
27116,null,null,null,null
27117,null,null,null,null
27118,null,null,null,null
27119,null,null,null,null
27120,null,null,null,null
27121,null,null,null,null
27122,null,null,null,null
27123,null,null,null,null
27124,null,null,null,null
27125,null,null,null,null
27126,null,null,null,null
27127,null,null,null,null
27128,null,null,null,null
27129,null,null,null,null
27130,null,null,null,null
27131,null,null,null,null
27132,null,null,null,null
27133,null,null,null,null
27134,null,null,null,null
27135,null,null,null,null
27136,null,null,null,null
27137,null,null,null,null
27138,null,null,null,null
27139,null,null,null,null
27140,null,null,null,null
27141,null,null,null,null
27142,null,null,null,null
27143,null,null,null,null
27144,null,null,null,null
27145,null,null,null,null
27146,null,null,null,null
27147,null,null,null,null
27148,null,null,null,null
27149,null,null,null,null
27150,null,null,null,null
27151,null,null,null,null
27152,null,null,null,null
27153,null,null,null,null
27154,null,null,null,null
27155,null,null,null,null
27156,null,null,null,null
27157,null,null,null,null
27158,null,null,null,null
27159,null,null,null,null
27160,null,null,null,null
27161,null,null,null,null
27162,null,null,null,null
27163,null,null,null,null
27164,null,null,null,null
27165,null,null,null,null
27166,null,null,null,null
27167,null,null,null,null
27168,null,null,null,null
27169,null,null,null,null
27170,null,null,null,null
27171,null,null,null,null
27172,null,null,null,null
27173,null,null,null,null
27174,null,null,null,null
27175,null,null,null,null
27176,null,null,null,null
27177,null,null,null,null
27178,null,null,null,null
27179,null,null,null,null
27180,null,null,null,null
27181,null,null,null,null
27182,null,null,null,null
27183,null,null,null,null
27184,null,null,null,null
27185,null,null,null,null
27186,null,null,null,null
27187,null,null,null,null
27188,null,null,null,null
27189,null,null,null,null
27190,null,null,null,null
27191,null,null,null,null
27192,null,null,null,null
27193,null,null,null,null
27194,null,null,null,null
27195,null,null,null,null
27196,null,null,null,null
27197,null,null,null,null
27198,null,null,null,null
27199,null,null,null,null
27200,null,null,null,null
27201,null,null,null,null
27202,null,null,null,null
27203,null,null,null,null
27204,null,null,null,null
27205,null,null,null,null
27206,null,null,null,null
27207,null,null,null,null
27208,null,null,null,null
27209,null,null,null,null
27210,null,null,null,null
27211,null,null,null,null
27212,null,null,null,null
27213,null,null,null,null
27214,null,null,null,null
27215,null,null,null,null
27216,null,null,null,null
27217,null,null,null,null
27218,null,null,null,null
27219,null,null,null,null
27220,null,null,null,null
27221,null,null,null,null
27222,null,null,null,null
27223,null,null,null,null
27224,null,null,null,null
27225,null,null,null,null
27226,null,null,null,null
27227,null,null,null,null
27228,null,null,null,null
27229,null,null,null,null
27230,null,null,null,null
27231,null,null,null,null
27232,null,null,null,null
27233,null,null,null,null
27234,null,null,null,null
27235,null,null,null,null
27236,null,null,null,null
27237,null,null,null,null
27238,null,null,null,null
27239,null,null,null,null
27240,null,null,null,null
27241,null,null,null,null
27242,null,null,null,null
27243,null,null,null,null
27244,null,null,null,null
27245,null,null,null,null
27246,null,null,null,null
27247,null,null,null,null
27248,null,null,null,null
27249,null,null,null,null
27250,null,null,null,null
27251,null,null,null,null
27252,null,null,null,null
27253,null,null,null,null
27254,null,null,null,null
27255,null,null,null,null
27256,null,null,null,null
27257,null,null,null,null
27258,null,null,null,null
27259,null,null,null,null
27260,null,null,null,null
27261,null,null,null,null
27262,null,null,null,null
27263,null,null,null,null
27264,null,null,null,null
27265,null,null,null,null
27266,null,null,null,null
27267,null,null,null,null
27268,null,null,null,null
27269,null,null,null,null
27270,null,null,null,null
27271,null,null,null,null
27272,null,null,null,null
27273,null,null,null,null
27274,null,null,null,null
27275,null,null,null,null
27276,null,null,null,null
27277,null,null,null,null
27278,null,null,null,null
27279,null,null,null,null
27280,null,null,null,null
27281,null,null,null,null
27282,null,null,null,null
27283,null,null,null,null
27284,null,null,null,null
27285,null,null,null,null
27286,null,null,null,null
27287,null,null,null,null
27288,null,null,null,null
27289,null,null,null,null
27290,null,null,null,null
27291,null,null,null,null
27292,null,null,null,null
27293,null,null,null,null
27294,null,null,null,null
27295,null,null,null,null
27296,null,null,null,null
27297,null,null,null,null
27298,null,null,null,null
27299,null,null,null,null
27300,null,null,null,null
27301,null,null,null,null
27302,null,null,null,null
27303,null,null,null,null
27304,null,null,null,null
27305,null,null,null,null
27306,null,null,null,null
27307,null,null,null,null
27308,null,null,null,null
27309,null,null,null,null
27310,null,null,null,null
27311,null,null,null,null
27312,null,null,null,null
27313,null,null,null,null
27314,null,null,null,null
27315,null,null,null,null
27316,null,null,null,null
27317,null,null,null,null
27318,null,null,null,null
27319,null,null,null,null
27320,null,null,null,null
27321,null,null,null,null
27322,null,null,null,null
27323,null,null,null,null
27324,null,null,null,null
27325,null,null,null,null
27326,null,null,null,null
27327,null,null,null,null
27328,null,null,null,null
27329,null,null,null,null
27330,null,null,null,null
27331,null,null,null,null
27332,null,null,null,null
27333,null,null,null,null
27334,null,null,null,null
27335,null,null,null,null
27336,null,null,null,null
27337,null,null,null,null
27338,null,null,null,null
27339,null,null,null,null
27340,null,null,null,null
27341,null,null,null,null
27342,null,null,null,null
27343,null,null,null,null
27344,null,null,null,null
27345,null,null,null,null
27346,null,null,null,null
27347,null,null,null,null
27348,null,null,null,null
27349,null,null,null,null
27350,null,null,null,null
27351,null,null,null,null
27352,null,null,null,null
27353,null,null,null,null
27354,null,null,null,null
27355,null,null,null,null
27356,null,null,null,null
27357,null,null,null,null
27358,null,null,null,null
27359,null,null,null,null
27360,null,null,null,null
27361,null,null,null,null
27362,null,null,null,null
27363,null,null,null,null
27364,null,null,null,null
27365,null,null,null,null
27366,null,null,null,null
27367,null,null,null,null
27368,null,null,null,null
27369,null,null,null,null
27370,null,null,null,null
27371,null,null,null,null
27372,null,null,null,null
27373,null,null,null,null
27374,null,null,null,null
27375,null,null,null,null
27376,null,null,null,null
27377,null,null,null,null
27378,null,null,null,null
27379,null,null,null,null
27380,null,null,null,null
27381,null,null,null,null
27382,null,null,null,null
27383,null,null,null,null
27384,null,null,null,null
27385,null,null,null,null
27386,null,null,null,null
27387,null,null,null,null
27388,null,null,null,null
27389,null,null,null,null
27390,null,null,null,null
27391,null,null,null,null
27392,null,null,null,null
27393,null,null,null,null
27394,null,null,null,null
27395,null,null,null,null
27396,null,null,null,null
27397,null,null,null,null
27398,null,null,null,null
27399,null,null,null,null
27400,null,null,null,null
27401,null,null,null,null
27402,null,null,null,null
27403,null,null,null,null
27404,null,null,null,null
27405,null,null,null,null
27406,null,null,null,null
27407,null,null,null,null
27408,null,null,null,null
27409,null,null,null,null
27410,null,null,null,null
27411,null,null,null,null
27412,null,null,null,null
27413,null,null,null,null
27414,null,null,null,null
27415,null,null,null,null
27416,null,null,null,null
27417,null,null,null,null
27418,null,null,null,null
27419,null,null,null,null
27420,null,null,null,null
27421,null,null,null,null
27422,null,null,null,null
27423,null,null,null,null
27424,null,null,null,null
27425,null,null,null,null
27426,null,null,null,null
27427,null,null,null,null
27428,null,null,null,null
27429,null,null,null,null
27430,null,null,null,null
27431,null,null,null,null
27432,null,null,null,null
27433,null,null,null,null
27434,null,null,null,null
27435,null,null,null,null
27436,null,null,null,null
27437,null,null,null,null
27438,null,null,null,null
27439,null,null,null,null
27440,null,null,null,null
27441,null,null,null,null
27442,null,null,null,null
27443,null,null,null,null
27444,null,null,null,null
27445,null,null,null,null
27446,null,null,null,null
27447,null,null,null,null
27448,null,null,null,null
27449,null,null,null,null
27450,null,null,null,null
27451,null,null,null,null
27452,null,null,null,null
27453,null,null,null,null
27454,null,null,null,null
27455,null,null,null,null
27456,null,null,null,null
27457,null,null,null,null
27458,null,null,null,null
27459,null,null,null,null
27460,null,null,null,null
27461,null,null,null,null
27462,null,null,null,null
27463,null,null,null,null
27464,null,null,null,null
27465,null,null,null,null
27466,null,null,null,null
27467,null,null,null,null
27468,null,null,null,null
27469,null,null,null,null
27470,null,null,null,null
27471,null,null,null,null
27472,null,null,null,null
27473,null,null,null,null
27474,null,null,null,null
27475,null,null,null,null
27476,null,null,null,null
27477,null,null,null,null
27478,null,null,null,null
27479,null,null,null,null
27480,null,null,null,null
27481,null,null,null,null
27482,null,null,null,null
27483,null,null,null,null
27484,null,null,null,null
27485,null,null,null,null
27486,null,null,null,null
27487,null,null,null,null
27488,null,null,null,null
27489,null,null,null,null
27490,null,null,null,null
27491,null,null,null,null
27492,null,null,null,null
27493,null,null,null,null
27494,null,null,null,null
27495,null,null,null,null
27496,null,null,null,null
27497,null,null,null,null
27498,null,null,null,null
27499,null,null,null,null
27500,null,null,null,null
27501,null,null,null,null
27502,null,null,null,null
27503,null,null,null,null
27504,null,null,null,null
27505,null,null,null,null
27506,null,null,null,null
27507,null,null,null,null
27508,null,null,null,null
27509,null,null,null,null
27510,null,null,null,null
27511,null,null,null,null
27512,null,null,null,null
27513,null,null,null,null
27514,null,null,null,null
27515,null,null,null,null
27516,null,null,null,null
27517,null,null,null,null
27518,null,null,null,null
27519,null,null,null,null
27520,null,null,null,null
27521,null,null,null,null
27522,null,null,null,null
27523,null,null,null,null
27524,null,null,null,null
27525,null,null,null,null
27526,null,null,null,null
27527,null,null,null,null
27528,null,null,null,null
27529,null,null,null,null
27530,null,null,null,null
27531,null,null,null,null
27532,null,null,null,null
27533,null,null,null,null
27534,null,null,null,null
27535,null,null,null,null
27536,null,null,null,null
27537,null,null,null,null
27538,null,null,null,null
27539,null,null,null,null
27540,null,null,null,null
27541,null,null,null,null
27542,null,null,null,null
27543,null,null,null,null
27544,null,null,null,null
27545,null,null,null,null
27546,null,null,null,null
27547,null,null,null,null
27548,null,null,null,null
27549,null,null,null,null
27550,null,null,null,null
27551,null,null,null,null
27552,null,null,null,null
27553,null,null,null,null
27554,null,null,null,null
27555,null,null,null,null
27556,null,null,null,null
27557,null,null,null,null
27558,null,null,null,null
27559,null,null,null,null
27560,null,null,null,null
27561,null,null,null,null
27562,null,null,null,null
27563,null,null,null,null
27564,null,null,null,null
27565,null,null,null,null
27566,null,null,null,null
27567,null,null,null,null
27568,null,null,null,null
27569,null,null,null,null
27570,null,null,null,null
27571,null,null,null,null
27572,null,null,null,null
27573,null,null,null,null
27574,null,null,null,null
27575,null,null,null,null
27576,null,null,null,null
27577,null,null,null,null
27578,null,null,null,null
27579,null,null,null,null
27580,null,null,null,null
27581,null,null,null,null
27582,null,null,null,null
27583,null,null,null,null
27584,null,null,null,null
27585,null,null,null,null
27586,null,null,null,null
27587,null,null,null,null
27588,null,null,null,null
27589,null,null,null,null
27590,null,null,null,null
27591,null,null,null,null
27592,null,null,null,null
27593,null,null,null,null
27594,null,null,null,null
27595,null,null,null,null
27596,null,null,null,null
27597,null,null,null,null
27598,null,null,null,null
27599,null,null,null,null
27600,null,null,null,null
27601,null,null,null,null
27602,null,null,null,null
27603,null,null,null,null
27604,null,null,null,null
27605,null,null,null,null
27606,null,null,null,null
27607,null,null,null,null
27608,null,null,null,null
27609,null,null,null,null
27610,null,null,null,null
27611,null,null,null,null
27612,null,null,null,null
27613,null,null,null,null
27614,null,null,null,null
27615,null,null,null,null
27616,null,null,null,null
27617,null,null,null,null
27618,null,null,null,null
27619,null,null,null,null
27620,null,null,null,null
27621,null,null,null,null
27622,null,null,null,null
27623,null,null,null,null
27624,null,null,null,null
27625,null,null,null,null
27626,null,null,null,null
27627,null,null,null,null
27628,null,null,null,null
27629,null,null,null,null
27630,null,null,null,null
27631,null,null,null,null
27632,null,null,null,null
27633,null,null,null,null
27634,null,null,null,null
27635,null,null,null,null
27636,null,null,null,null
27637,null,null,null,null
27638,null,null,null,null
27639,null,null,null,null
27640,null,null,null,null
27641,null,null,null,null
27642,null,null,null,null
27643,null,null,null,null
27644,null,null,null,null
27645,null,null,null,null
27646,null,null,null,null
27647,null,null,null,null
27648,null,null,null,null
27649,null,null,null,null
27650,null,null,null,null
27651,null,null,null,null
27652,null,null,null,null
27653,null,null,null,null
27654,null,null,null,null
27655,null,null,null,null
27656,null,null,null,null
27657,null,null,null,null
27658,null,null,null,null
27659,null,null,null,null
27660,null,null,null,null
27661,null,null,null,null
27662,null,null,null,null
27663,null,null,null,null
27664,null,null,null,null
27665,null,null,null,null
27666,null,null,null,null
27667,null,null,null,null
27668,null,null,null,null
27669,null,null,null,null
27670,null,null,null,null
27671,null,null,null,null
27672,null,null,null,null
27673,null,null,null,null
27674,null,null,null,null
27675,null,null,null,null
27676,null,null,null,null
27677,null,null,null,null
27678,null,null,null,null
27679,null,null,null,null
27680,null,null,null,null
27681,null,null,null,null
27682,null,null,null,null
27683,null,null,null,null
27684,null,null,null,null
27685,null,null,null,null
27686,null,null,null,null
27687,null,null,null,null
27688,null,null,null,null
27689,null,null,null,null
27690,null,null,null,null
27691,null,null,null,null
27692,null,null,null,null
27693,null,null,null,null
27694,null,null,null,null
27695,null,null,null,null
27696,null,null,null,null
27697,null,null,null,null
27698,null,null,null,null
27699,null,null,null,null
27700,null,null,null,null
27701,null,null,null,null
27702,null,null,null,null
27703,null,null,null,null
27704,null,null,null,null
27705,null,null,null,null
27706,null,null,null,null
27707,null,null,null,null
27708,null,null,null,null
27709,null,null,null,null
27710,null,null,null,null
27711,null,null,null,null
27712,null,null,null,null
27713,null,null,null,null
27714,null,null,null,null
27715,null,null,null,null
27716,null,null,null,null
27717,null,null,null,null
27718,null,null,null,null
27719,null,null,null,null
27720,null,null,null,null
27721,null,null,null,null
27722,null,null,null,null
27723,null,null,null,null
27724,null,null,null,null
27725,null,null,null,null
27726,null,null,null,null
27727,null,null,null,null
27728,null,null,null,null
27729,null,null,null,null
27730,null,null,null,null
27731,null,null,null,null
27732,null,null,null,null
27733,null,null,null,null
27734,null,null,null,null
27735,null,null,null,null
27736,null,null,null,null
27737,null,null,null,null
27738,null,null,null,null
27739,null,null,null,null
27740,null,null,null,null
27741,null,null,null,null
27742,null,null,null,null
27743,null,null,null,null
27744,null,null,null,null
27745,null,null,null,null
27746,null,null,null,null
27747,null,null,null,null
27748,null,null,null,null
27749,null,null,null,null
27750,null,null,null,null
27751,null,null,null,null
27752,null,null,null,null
27753,null,null,null,null
27754,null,null,null,null
27755,null,null,null,null
27756,null,null,null,null
27757,null,null,null,null
27758,null,null,null,null
27759,null,null,null,null
27760,null,null,null,null
27761,null,null,null,null
27762,null,null,null,null
27763,null,null,null,null
27764,null,null,null,null
27765,null,null,null,null
27766,null,null,null,null
27767,null,null,null,null
27768,null,null,null,null
27769,null,null,null,null
