Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
molten.maragingsteel300,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellMaragingSteel300@0,马氏体时效钢300单元,miscutils:itemCellMaragingSteel300
molten.maragingsteel350,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellMaragingSteel350@0,马氏体时效钢350单元,miscutils:itemCellMaragingSteel350
molten.meitnerium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25080,熔融鿏单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.mellion,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@148,熔融灿茶合金单元,gregtech:gt.metaitem.99
molten.melodicalloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@404,熔融旋律合金单元,gregtech:gt.metaitem.99
molten.mendelevium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25091,熔融钔单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.metastable oganesson,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10111,熔融亚稳态鿫单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.meteoriciron,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@340,熔融陨铁单元,gregtech:gt.metaitem.99
molten.meteoricsteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@341,熔融陨钢单元,gregtech:gt.metaitem.99
molten.mithril,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@331,熔融秘银单元,gregtech:gt.metaitem.99
molten.molybdenum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@48,熔融钼单元,gregtech:gt.metaitem.99
molten.molybdenum disilicide,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25071,熔融二硅化钼单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.moscovium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25084,熔融镆单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.mutatedlivingsolder,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellMutatedLivingSolder@0,突变活性焊料单元,miscutils:itemCellMutatedLivingSolder
molten.mysteriouscrystal,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@398,熔融神秘水晶单元,gregtech:gt.metaitem.99
molten.mytryl,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@387,熔融深空秘银单元,gregtech:gt.metaitem.99
molten.naquadah,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@324,熔融硅岩单元,gregtech:gt.metaitem.99
molten.naquadahalloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@325,熔融硅岩合金单元,gregtech:gt.metaitem.99
molten.naquadahenriched,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@326,熔融富集硅岩单元,gregtech:gt.metaitem.99
molten.naquadria,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@327,熔融超能硅岩单元,gregtech:gt.metaitem.99
molten.neodymium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@67,熔融钕单元,gregtech:gt.metaitem.99
molten.neptunium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellNeptunium@0,镎单元,miscutils:itemCellNeptunium
molten.neutronium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@129,熔融中子单元,gregtech:gt.metaitem.99
molten.nichrome,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@311,熔融镍铬合金单元,gregtech:gt.metaitem.99
molten.nickel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@34,熔融镍单元,gregtech:gt.metaitem.99
molten.nickelaluminide,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@772,熔融铝化镍单元,gregtech:gt.metaitem.99
molten.nickelzincferrite,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@613,熔融镍锌铁氧体单元,gregtech:gt.metaitem.99
molten.nihonium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25094,熔融鿭单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.niobium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@47,熔融铌单元,gregtech:gt.metaitem.99
molten.niobiumcarbide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellNiobiumCarbide@0,碳化铌单元,miscutils:itemCellNiobiumCarbide
molten.niobiumnitride,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@359,熔融氮化铌单元,gregtech:gt.metaitem.99
molten.niobiumtitanium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@360,熔融铌钛合金单元,gregtech:gt.metaitem.99
molten.nitinol60,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellNitinol60@0,镍钛诺60单元,miscutils:itemCellNitinol60
molten.nobelium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25092,熔融锘单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.obsidian,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@804,熔融黑曜石单元,gregtech:gt.metaitem.99
molten.octiron,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellOctiron@0,八角铁单元,miscutils:itemCellOctiron
molten.orichalcum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@966,熔融山铜单元,gregtech:gt.metaitem.99
molten.oriharukon,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@393,熔融奥利哈钢单元,gregtech:gt.metaitem.99
molten.orundum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10023,熔融合成玉单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.osmiridium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@317,熔融铱锇合金单元,gregtech:gt.metaitem.99
molten.osmium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@83,熔融锇单元,gregtech:gt.metaitem.99
molten.palladium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@52,熔融钯单元,gregtech:gt.metaitem.99
molten.pentacadmiummagnesiumhexaoxid,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@987,熔融MV超导粗胚单元,gregtech:gt.metaitem.99
molten.periodicium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25200,熔融錭錤錶单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.phosphorousuraniumhexafluoridepuf6,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPhosphorousUraniumHexafluoridePUF6@0,磷化六氟化铀(P-UF6)单元,miscutils:itemCellPhosphorousUraniumHexafluoridePUF6
molten.pigiron,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@307,熔融生铁单元,gregtech:gt.metaitem.99
molten.pikyonium64b,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPikyonium64B@0,皮卡优合金64B单元,miscutils:itemCellPikyonium64B
molten.plastic,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@874,熔融聚乙烯（PE）单元,gregtech:gt.metaitem.99
molten.platinum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@85,熔融铂单元,gregtech:gt.metaitem.99
molten.plutonium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@100,熔融钚-239单元,gregtech:gt.metaitem.99
molten.plutonium238,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlutonium238@0,钚-238单元,miscutils:itemCellPlutonium238
molten.plutonium241,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@101,熔融钚-241单元,gregtech:gt.metaitem.99
molten.polonium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPolonium@0,钋单元,miscutils:itemCellPolonium
molten.polybenzimidazole,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@599,熔融聚苯并咪唑（PBI）单元,gregtech:gt.metaitem.99
molten.polycaprolactam,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@472,熔融聚己内酰胺（PCL）单元,gregtech:gt.metaitem.99
molten.polyetheretherketone,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25047,熔融聚醚醚酮单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.polyimide,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25041,熔融聚酰亚胺单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.polyphenylenesulfide,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@631,熔融聚苯硫醚（PPS）单元,gregtech:gt.metaitem.99
molten.polystyrene,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@636,熔融聚苯乙烯（PS）单元,gregtech:gt.metaitem.99
molten.polytetrafluoroethylene,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@473,熔融聚四氟乙烯（PTFE）单元,gregtech:gt.metaitem.99
molten.polyvinylchloride,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@649,熔融聚氯乙烯（PVC）单元,gregtech:gt.metaitem.99
molten.potassium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@25,熔融钾单元,gregtech:gt.metaitem.99
molten.potassium chlorate,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@11314,熔融氯酸钾单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.potassium disulfate,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@59,熔融焦硫酸钾单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.potin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPotin@0,粗青铜合金单元,miscutils:itemCellPotin
molten.praseodymium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@66,熔融镨单元,gregtech:gt.metaitem.99
molten.precious metals alloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10109,熔融稀有金属合金单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.prismaticnaquadah,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@163,熔融海晶硅岩单元,gregtech:gt.metaitem.99
molten.promethium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@68,熔融钷单元,gregtech:gt.metaitem.99
molten.protactinium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellProtactinium@0,镤单元,miscutils:itemCellProtactinium
molten.pulsatingiron,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@378,熔融脉冲铁单元,gregtech:gt.metaitem.99
molten.quantium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@391,熔融量子单元,gregtech:gt.metaitem.99
molten.quantum,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellQuantum@0,量子合金单元,miscutils:itemCellQuantum
molten.radium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellRadium@0,镭单元,miscutils:itemCellRadium
molten.radoxpoly,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@979,熔融拉多X聚合物单元,gregtech:gt.metaitem.99
molten.realgar,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@913,熔融雄黄单元,gregtech:gt.metaitem.99
molten.redalloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@308,熔融红色合金单元,gregtech:gt.metaitem.99
molten.redsteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@348,熔融红钢单元,gregtech:gt.metaitem.99
molten.redstone,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@810,熔融红石单元,gregtech:gt.metaitem.99
molten.redstonealloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@381,熔融红石合金单元,gregtech:gt.metaitem.99
molten.reinforced,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@383,熔融强化单元,gregtech:gt.metaitem.99
molten.reinforcedglass,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@602,熔融防爆玻璃单元,gregtech:gt.metaitem.99
molten.rhenium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellRhenium@0,铼单元,miscutils:itemCellRhenium
molten.rhodium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellRhodium@0,铑单元,miscutils:itemCellRhodium
molten.rhodium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@78,熔融铑单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.rhodium-plated palladium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@88,熔融镀铑钯单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.rhugnor,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellRhugnor@0,鲁格诺单元,miscutils:itemCellRhugnor
molten.roentgenium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25082,熔融𬬭单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.rosegold,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@351,熔融玫瑰金单元,gregtech:gt.metaitem.99
molten.rubber,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@880,熔融橡胶单元,gregtech:gt.metaitem.99
molten.rubidium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@43,熔融铷单元,gregtech:gt.metaitem.99
molten.rubracium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@488,熔融褐铜单元,gregtech:gt.metaitem.99
molten.runite,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellRunite@0,虚恩单元,miscutils:itemCellRunite
molten.ruridit,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@90,熔融钌铱合金单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.ruthenium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellRuthenium@0,钌单元,miscutils:itemCellRuthenium
molten.ruthenium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@64,熔融钌单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.rutherfordium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25074,熔融𬬻单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.samarium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@69,熔融钐单元,gregtech:gt.metaitem.99
molten.samarium(iii)-chloride,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@11465,熔融氯化钐(III)单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.scandium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@27,熔融钪单元,gregtech:gt.metaitem.99
molten.seaborgium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25076,熔融𬭳单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.seleniousacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSeleniousAcid@0,亚硒酸单元,miscutils:itemCellSeleniousAcid
molten.selenium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSelenium@0,硒单元,miscutils:itemCellSelenium
molten.seleniumdioxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSeleniumDioxide@0,二氧化硒单元,miscutils:itemCellSeleniumDioxide
molten.shadow,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@368,熔融暗影金属单元,gregtech:gt.metaitem.99
molten.shadowiron,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@336,熔融暗影铁单元,gregtech:gt.metaitem.99
molten.shadowsteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@337,熔融暗影钢单元,gregtech:gt.metaitem.99
molten.shijima,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@189,熔融静寂单元,gregtech:gt.metaitem.99
molten.shirabon,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10112,熔融调律源金单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.signalium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10099,熔融信素单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.silicon,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@20,熔融生硅单元,gregtech:gt.metaitem.99
molten.siliconcarbide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSiliconCarbide@0,碳化硅单元,miscutils:itemCellSiliconCarbide
molten.silicone,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@471,熔融硅橡胶单元,gregtech:gt.metaitem.99
molten.siliconsolargrade,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@856,熔融太阳能级硅(多晶硅)单元,gregtech:gt.metaitem.99
molten.silver,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@54,熔融银单元,gregtech:gt.metaitem.99
molten.sixphasedcopper,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@147,熔融六相铜单元,gregtech:gt.metaitem.99
molten.sodiumfluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSodiumFluoride@0,氟化钠单元,miscutils:itemCellSodiumFluoride
molten.solarsaltcold,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSolarSaltCold@0,太阳能盐（冷）单元,miscutils:itemCellSolarSaltCold
molten.solarsalthot,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSolarSaltHot@0,太阳能盐（热）单元,miscutils:itemCellSolarSaltHot
molten.solderingalloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@314,熔融焊锡单元,gregtech:gt.metaitem.99
molten.solidacidcatalystmixture,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSolidAcidCatalystMixture@0,固体酸催化剂混合物单元,miscutils:itemCellSolidAcidCatalystMixture
molten.soularium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@379,熔融魂金单元,gregtech:gt.metaitem.99
molten.spacetime,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@588,熔融时空单元,gregtech:gt.metaitem.99
molten.staballoy,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellStaballoy@0,贫铀合金单元,miscutils:itemCellStaballoy
molten.stablemoltensaltbase,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellStableMoltenSaltBase@0,稳定熔盐基单元,miscutils:itemCellStableMoltenSaltBase
molten.stainlesssteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@306,熔融不锈钢单元,gregtech:gt.metaitem.99
molten.stargate,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25201,熔融星门单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.steel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@305,熔融钢单元,gregtech:gt.metaitem.99
molten.stellaralloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@405,熔融恒星合金单元,gregtech:gt.metaitem.99
molten.stellite,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellStellite@0,铬钴锰钛合金单元,miscutils:itemCellStellite
molten.sterlingsilver,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@350,熔融标准纯银单元,gregtech:gt.metaitem.99
molten.strontium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@44,熔融锶单元,gregtech:gt.metaitem.99
molten.stronze,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25110,熔融青钢单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.styrenebutadienerubber,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@635,熔融丁苯橡胶（SBR）单元,gregtech:gt.metaitem.99
molten.sugar,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@803,熔融糖单元,gregtech:gt.metaitem.99
molten.sunnarium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@318,熔融阳光化合物单元,gregtech:gt.metaitem.99
molten.superconductoruevbase,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@974,熔融UEV超导粗胚单元,gregtech:gt.metaitem.99
molten.superconductoruivbase,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@131,熔融UIV超导粗胚单元,gregtech:gt.metaitem.99
molten.superconductorumvbase,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@134,熔融UMV超导粗胚单元,gregtech:gt.metaitem.99
molten.tairitsu,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10106,熔融对立合金单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.talonite,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTalonite@0,铬钴磷酸盐合金单元,miscutils:itemCellTalonite
molten.tanmolyium beta-c,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10103,熔融钛钼合金β-C单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.tantalloy60,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTantalloy60@0,钽钨合金-60单元,miscutils:itemCellTantalloy60
molten.tantalloy61,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTantalloy61@0,钽钨合金-61单元,miscutils:itemCellTantalloy61
molten.tantalum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@80,熔融钽单元,gregtech:gt.metaitem.99
molten.tantalum hafnium carbide,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@11503,熔融碳化钽铪单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.tantalumcarbide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTantalumCarbide@0,碳化钽单元,miscutils:itemCellTantalumCarbide
molten.tartarite,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@956,熔融熔火之石单元,gregtech:gt.metaitem.99
molten.technetium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTechnetium@0,锝单元,miscutils:itemCellTechnetium
molten.technetium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25077,熔融锝单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.tellurium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@59,熔融碲单元,gregtech:gt.metaitem.99
molten.tengamattuned,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@112,熔融谐镃单元,gregtech:gt.metaitem.99
molten.tengampurified,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@111,熔融纯镃单元,gregtech:gt.metaitem.99
molten.tennessine,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@25087,熔融鿬单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.terbium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@72,熔融铽单元,gregtech:gt.metaitem.99
molten.terrasteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@202,熔融泰拉钢单元,gregtech:gt.metaitem.99
