ItemStack Display Name,Item Unlocalized Name,Item Numerical ID,Meta,Aspect List
基岩矿石,gt.blockores4.395,3040,7395,1xTerra
无尽催化剂矿石,gt.blockores4.394,3040,7394,1xTerra
奥利哈钢矿石,gt.blockores4.393,3040,7393,1xTerra;2xMetallum;2xLucrum;1xAlienis
二硅化钙矿石,gt.blockores4.971,3040,971,2xTerra;1xOrdo
量子矿石,gt.blockores4.391,3040,7391,1xTerra
深铅矿石,gt.blockores4.390,3040,7390,1xTerra
木卫四冰矿石,gt.blockores4.389,3040,7389,1xTerra
黑钚矿石,gt.blockores4.388,3040,7388,1xTerra
深空秘银矿石,gt.blockores4.387,3040,7387,1xTerra
玛玉灵矿石,gt.blockores4.386,3040,7386,1xTerra;2xStrontio
阿迪特矿石,gt.blockores4.382,3040,7382,1xTerra
熔火之石矿石,gt.blockores4.956,3040,956,1xTerra
金红石矿石,gt.blockores4.375,3040,7375,1xTerra
暗影秘银矿石,gt.blockores4.952,3040,952,1xTerra
幽冥剧毒结晶矿石,gt.blockores4.951,3040,951,1xTerra
海绿石矿砂,gt.blockores4.949,3040,949,1xTerra
硅藻土矿石,gt.blockores4.948,3040,948,1xTerra
暗影金属矿石,gt.blockores4.368,3040,7368,1xTerra
石棉矿石,gt.blockores4.946,3040,946,1xTerra
辉锑矿矿石,gt.blockores4.945,3040,945,1xTerra
岩盐矿石,gt.blockores4.944,3040,944,1xTerra
软锰矿矿石,gt.blockores4.943,3040,943,1xTerra
辉钼矿矿石,gt.blockores4.942,3040,942,1xTerra
硼砂矿石,gt.blockores4.941,3040,941,1xTerra
石英矿砂,gt.blockores4.939,3040,939,1xTerra
石榴石矿砂,gt.blockores4.938,3040,938,1xTerra
锡石矿砂,gt.blockores4.937,3040,937,1xTerra
花岗岩矿砂,gt.blockores4.936,3040,936,1xTerra;2xMetallum;1xMagneto
玄武岩矿砂,gt.blockores4.935,3040,935,1xTerra;2xMetallum;1xMagneto
石膏矿石,gt.blockores4.934,3040,934,1xTerra
海绿石矿石,gt.blockores4.933,3040,933,1xTerra
蛭石,gt.blockores4.932,3040,932,1xTerra
黄褐铁矿矿石,gt.blockores4.931,3040,931,1xTerra
棕褐铁矿矿石,gt.blockores4.930,3040,930,1xTerra
高岭石,gt.blockores4.929,3040,929,1xTerra
漂白土,gt.blockores4.928,3040,928,1xTerra
膨润土,gt.blockores4.927,3040,927,1xTerra
浮岩矿石,gt.blockores4.926,3040,926,1xTerra
珍珠岩矿石,gt.blockores4.925,3040,925,1xTerra
蓝晶石矿石,gt.blockores4.924,3040,924,1xTerra
钒磁铁矿矿石,gt.blockores4.923,3040,923,1xTerra;2xMetallum;1xMagneto
晶质铀矿矿石,gt.blockores4.922,3040,922,1xTerra
钽铁矿矿石,gt.blockores4.921,3040,921,1xTerra
锂辉石矿石,gt.blockores4.920,3040,920,1xTerra
铯榴石矿石,gt.blockores4.919,3040,919,1xTerra
钛铁矿矿石,gt.blockores4.918,3040,918,1xTerra
带状铁矿矿石,gt.blockores4.917,3040,917,1xTerra
沸石矿石,gt.blockores4.916,3040,916,1xTerra
硅灰石矿石,gt.blockores4.915,3040,915,1xTerra
白云石矿石,gt.blockores4.914,3040,914,1xTerra
雄黄矿石,gt.blockores4.913,3040,913,1xTerra
白石棉矿石,gt.blockores4.912,3040,912,1xTerra
明矾石矿石,gt.blockores4.911,3040,911,1xTerra
白钨矿矿石,gt.blockores4.910,3040,910,1xTerra
镍黄铁矿矿石,gt.blockores4.909,3040,909,1xTerra
菱镁矿矿石,gt.blockores4.908,3040,908,1xTerra
锂云母矿石,gt.blockores4.907,3040,907,1xTerra
硅镁镍矿矿石,gt.blockores4.906,3040,906,1xTerra
氟碳镧铈矿矿石,gt.blockores4.905,3040,905,1xTerra
重晶石矿石,gt.blockores4.904,3040,904,1xTerra
天然碱矿石,gt.blockores4.903,3040,903,1xTerra
滑石,gt.blockores4.902,3040,902,1xTerra
云母矿石,gt.blockores4.901,3040,901,1xTerra
芒硝矿石,gt.blockores4.900,3040,900,1xTerra
通流琥珀金矿石,gt.blockores4.320,3040,7320,1xTerra
精金矿石,gt.blockores4.319,3040,7319,1xTerra
奶酪矿石,gt.blockores4.894,3040,894,1xTerra
生铁矿石,gt.blockores4.307,3040,7307,1xTerra
戴斯矿石,gt.blockores4.884,3040,884,1xTerra;2xMetallum;1xAlienis
钼钙矿矿石,gt.blockores4.883,3040,883,1xTerra
钼铅矿矿石,gt.blockores4.882,3040,882,1xTerra
油砂矿石,gt.blockores4.878,3040,878,1xTerra
皂石矿石,gt.blockores4.877,3040,877,1xTerra
沥青铀矿,gt.blockores4.873,3040,873,1xTerra
孔雀石矿石,gt.blockores4.871,3040,871,1xTerra
磁铁矿矿石,gt.blockores4.870,3040,870,1xTerra;2xMetallum;1xMagneto
三元金属矿石,gt.blockores4.868,3040,868,1xTerra
石墨矿石,gt.blockores4.865,3040,865,1xTerra;2xVitreus;1xIgnis
金刚砂矿石,gt.blockores4.861,3040,861,1xTerra
太阳能级硅（多晶硅）矿石,gt.blockores4.856,3040,856,1xTerra;4xMetallum;2xTenebrae
黄铜矿矿石,gt.blockores4.855,3040,855,1xTerra
钙铬榴石矿石,gt.blockores4.842,3040,842,1xTerra
钨酸锂矿石,gt.blockores4.841,3040,841,1xTerra
黝铜矿矿石,gt.blockores4.840,3040,840,1xTerra
闪锌矿矿石,gt.blockores4.839,3040,839,1xTerra
锰铝榴石矿石,gt.blockores4.838,3040,838,1xTerra
硝石矿石,gt.blockores4.836,3040,836,1xTerra
镁铝榴石矿石,gt.blockores4.835,3040,835,1xTerra
黄铁矿矿石,gt.blockores4.834,3040,834,1xTerra
磷酸盐矿石,gt.blockores4.833,3040,833,1xTerra
钙铝榴石矿石,gt.blockores4.831,3040,831,1xTerra
方铅矿矿石,gt.blockores4.830,3040,830,1xTerra
深渊铁矿石,gt.blockores4.829,3040,829,1xTerra;2xMetallum;1xMagneto
硫铂矿矿石,gt.blockores4.828,3040,828,1xTerra
辉钴矿矿石,gt.blockores4.827,3040,827,1xTerra
朱砂矿石,gt.blockores4.826,3040,826,1xTerra
铬铁矿矿石,gt.blockores4.825,3040,825,1xTerra
锡石矿石,gt.blockores4.824,3040,824,1xTerra
方解石矿石,gt.blockores4.823,3040,823,1xTerra
铝土矿矿石,gt.blockores4.822,3040,822,1xTerra
钙铁榴石矿石,gt.blockores4.821,3040,821,1xTerra
铁铝榴石矿石,gt.blockores4.820,3040,820,1xTerra
盐矿石,gt.blockores4.817,3040,817,1xTerra
蓝石矿石,gt.blockores4.812,3040,812,1xTerra;2xElectrum
红石矿石,gt.blockores4.810,3040,810,1xTerra;1xMachina;2xPotentia
氢化钙矿石,gt.blockores4.797,3040,797,2xTerra;1xOrdo
钛矿石,gt.blockores4.28,3040,6028,1xTerra;2xMetallum;1xTutamen
铬矿石,gt.blockores4.30,3040,6030,1xTerra;2xMetallum;1xMachina
终末矿石,gt.blockores4.770,3040,770,1xTerra
中子矿石,gt.blockores4.129,3040,7129,1xTerra;4xMetallum;3xVitreus;2xAlienis
冰晶石矿石,gt.blockores4.699,3040,699,1xTerra
生镃矿石,gt.blockores4.110,3040,7110,1xTerra;1xMagneto;4xElectrum
镅矿石,gt.blockores4.103,3040,7103,1xTerra;2xMetallum;1xRadio
钚-241矿石,gt.blockores4.101,3040,7101,1xTerra;2xMetallum;3xRadio
钚-239矿石,gt.blockores4.100,3040,7100,1xTerra;2xMetallum;2xRadio
铀-238矿石,gt.blockores4.98,3040,7098,1xTerra;2xMetallum;1xRadio
铀-235矿石,gt.blockores4.97,3040,7097,1xTerra;2xMetallum;2xRadio
钍矿石,gt.blockores4.96,3040,7096,1xTerra;2xMetallum;1xRadio
铋矿石,gt.blockores4.90,3040,7090,1xTerra;2xMetallum;1xInstrumentum
铅矿石,gt.blockores4.89,3040,7089,1xTerra;2xMetallum;1xOrdo
金矿石,gt.blockores4.86,3040,7086,1xTerra;2xMetallum;2xLucrum
铂矿石,gt.blockores4.85,3040,7085,1xTerra;2xMetallum;1xNebrisum
铱矿石,gt.blockores4.84,3040,7084,1xTerra;2xMetallum;1xMachina
锇矿石,gt.blockores4.83,3040,7083,1xTerra;2xMetallum;1xMachina;1xNebrisum
钨矿石,gt.blockores4.81,3040,7081,1xTerra;3xMetallum;1xTutamen
钽矿石,gt.blockores4.80,3040,7080,1xTerra;2xMetallum;1xVinculum
镥矿石,gt.blockores4.78,3040,7078,1xTerra;2xMetallum;1xRadio
镱矿石,gt.blockores4.77,3040,7077,1xTerra;2xMetallum;1xRadio
铥矿石,gt.blockores4.76,3040,7076,1xTerra;2xMetallum;1xRadio
铒矿石,gt.blockores4.75,3040,7075,1xTerra;2xMetallum;1xRadio
钬矿石,gt.blockores4.74,3040,7074,1xTerra;2xMetallum;1xRadio
镝矿石,gt.blockores4.73,3040,7073,1xTerra;3xMetallum
铽矿石,gt.blockores4.72,3040,7072,1xTerra;2xMetallum;1xRadio
钆矿石,gt.blockores4.71,3040,7071,1xTerra;2xMetallum;1xRadio
铕矿石,gt.blockores4.70,3040,7070,1xTerra;2xMetallum;1xRadio
钐矿石,gt.blockores4.69,3040,7069,1xTerra;2xMetallum;1xRadio;10xMagneto
钷矿石,gt.blockores4.68,3040,7068,1xTerra;2xMetallum;1xRadio
钕矿石,gt.blockores4.67,3040,7067,1xTerra;2xMetallum;2xMagneto
镨矿石,gt.blockores4.66,3040,7066,1xTerra;2xMetallum;1xRadio
铈矿石,gt.blockores4.65,3040,7065,1xTerra;2xMetallum;1xRadio
镧矿石,gt.blockores4.64,3040,7064,1xTerra;2xMetallum;1xRadio
钡矿石,gt.blockores4.63,3040,7063,1xTerra;3xVinculum
铯矿石,gt.blockores4.62,3040,7062,1xTerra;2xMetallum;1xRadio
碲矿石,gt.blockores4.59,3040,7059,1xTerra;2xMetallum;1xRadio
锑矿石,gt.blockores4.58,3040,7058,1xTerra;2xMetallum;1xAqua
锡矿石,gt.blockores4.57,3040,7057,1xTerra;2xMetallum;1xVitreus
铟矿石,gt.blockores4.56,3040,7056,1xTerra;2xMetallum;1xRadio
镉矿石,gt.blockores4.55,3040,7055,1xTerra;1xMetallum;1xPotentia;1xVenenum
银矿石,gt.blockores4.54,3040,7054,1xTerra;2xMetallum;1xLucrum
钯矿石,gt.blockores4.52,3040,7052,1xTerra;3xMetallum
钼矿石,gt.blockores4.48,3040,7048,1xTerra;2xMetallum;1xInstrumentum
铌矿石,gt.blockores4.47,3040,7047,1xTerra;2xMetallum;1xElectrum
钇矿石,gt.blockores4.45,3040,7045,1xTerra;2xMetallum;1xRadio
锶矿石,gt.blockores4.44,3040,7044,1xTerra;2xMetallum;1xStrontio
铷矿石,gt.blockores4.43,3040,7043,1xTerra;2xMetallum;1xVitreus
砷矿石,gt.blockores4.39,3040,7039,1xTerra;3xVenenum
镓矿石,gt.blockores4.37,3040,7037,1xTerra;2xMetallum;1xElectrum
锌矿石,gt.blockores4.36,3040,7036,1xTerra;2xMetallum;1xSano
铜矿石,gt.blockores4.35,3040,7035,1xTerra;2xMetallum;1xPermutatio
镍矿石,gt.blockores4.34,3040,7034,1xTerra;2xMetallum;1xIgnis
钴矿石,gt.blockores4.33,3040,7033,1xTerra;2xMetallum;1xInstrumentum
铁矿石,gt.blockores4.32,3040,7032,1xTerra;3xMetallum
锰矿石,gt.blockores4.31,3040,7031,1xTerra;3xMetallum
铬矿石,gt.blockores4.30,3040,7030,1xTerra;2xMetallum;1xMachina
钒矿石,gt.blockores4.29,3040,7029,1xTerra;2xMetallum;1xRadio
钛矿石,gt.blockores4.28,3040,7028,1xTerra;2xMetallum;1xTutamen
钪矿石,gt.blockores4.27,3040,7027,1xTerra;2xMetallum;1xRadio
硫矿石,gt.blockores4.22,3040,7022,1xTerra;1xIgnis
生硅矿石,gt.blockores4.20,3040,7020,1xTerra;2xMetallum;1xTenebrae
铝矿石,gt.blockores4.19,3040,7019,1xTerra;2xMetallum;1xVolatus
镁矿石,gt.blockores4.18,3040,7018,1xTerra;2xMetallum;1xSano
碳矿石,gt.blockores4.10,3040,7010,1xTerra;1xVitreus;1xIgnis
铍矿石,gt.blockores4.8,3040,7008,1xTerra;2xMetallum;1xLucrum
锂矿石,gt.blockores4.6,3040,7006,1xTerra;1xVitreus;2xPotentia
矿石,gt.blockores4.984,3040,6984,1xTerra;2xMetallum;3xRadio
宇宙中子态素矿石,gt.blockores4.982,3040,6982,1xTerra
灵宝矿石,gt.blockores4.978,3040,6978,1xTerra
觉醒龙矿石,gt.blockores4.976,3040,6976,1xTerra
龙矿石,gt.blockores4.975,3040,6975,1xTerra
二硅化钙矿石,gt.blockores4.971,3040,6971,2xTerra;1xOrdo
焙烧镍矿石,gt.blockores4.549,3040,549,1xTerra
氟化铝矿石,gt.blockores4.969,3040,6969,2xTerra;1xOrdo
山铜矿石,gt.blockores4.966,3040,6966,1xTerra
混沌蕴魔石,gt.blockores4.544,3040,544,1xTerra;1xPraecantatio;2xPerditio
水之蕴魔石,gt.blockores4.543,3040,543,1xTerra;1xPraecantatio;2xAqua
地之蕴魔石,gt.blockores4.542,3040,542,3xTerra;1xPraecantatio
火之蕴魔石,gt.blockores4.541,3040,541,1xTerra;1xPraecantatio;2xIgnis
风之蕴魔石,gt.blockores4.540,3040,540,1xTerra;1xPraecantatio;2xAer
褐煤矿石,gt.blockores4.538,3040,538,1xTerra
玉矿石,gt.blockores4.537,3040,537,1xTerra;6xLucrum;3xVitreus
熔火之石矿石,gt.blockores4.956,3040,6956,1xTerra
磷酸三钙矿石,gt.blockores4.534,3040,534,1xTerra
暗影秘银矿石,gt.blockores4.952,3040,6952,1xTerra
幽冥剧毒结晶矿石,gt.blockores4.951,3040,6951,1xTerra
温特姆矿石,gt.blockores4.529,3040,529,1xTerra;2xVitreus;1xPraecantatio
海绿石矿砂,gt.blockores4.949,3040,6949,1xTerra
硅藻土矿石,gt.blockores4.948,3040,6948,1xTerra
青金石矿石,gt.blockores4.526,3040,526,1xTerra;1xSensus
石棉矿石,gt.blockores4.946,3040,6946,1xTerra
辉锑矿矿石,gt.blockores4.945,3040,6945,1xTerra
岩盐矿石,gt.blockores4.944,3040,6944,1xTerra
软锰矿矿石,gt.blockores4.943,3040,6943,1xTerra
辉钼矿矿石,gt.blockores4.942,3040,6942,1xTerra
硼砂矿石,gt.blockores4.941,3040,6941,1xTerra
力场宝石矿石,gt.blockores4.519,3040,519,1xTerra;2xPotentia
石英矿砂,gt.blockores4.939,3040,6939,1xTerra
石榴石矿砂,gt.blockores4.938,3040,6938,1xTerra
锡石矿砂,gt.blockores4.937,3040,6937,1xTerra
花岗岩矿砂,gt.blockores4.936,3040,6936,1xTerra;2xMetallum;1xMagneto
玄武岩矿砂,gt.blockores4.935,3040,6935,1xTerra;2xMetallum;1xMagneto
石膏矿石,gt.blockores4.934,3040,6934,1xTerra
海绿石矿石,gt.blockores4.933,3040,6933,1xTerra
蛭石,gt.blockores4.932,3040,6932,1xTerra
黄褐铁矿矿石,gt.blockores4.931,3040,6931,1xTerra
棕褐铁矿矿石,gt.blockores4.930,3040,6930,1xTerra
高岭石,gt.blockores4.929,3040,6929,1xTerra
漂白土,gt.blockores4.928,3040,6928,1xTerra
膨润土,gt.blockores4.927,3040,6927,1xTerra
浮岩矿石,gt.blockores4.926,3040,6926,1xTerra
珍珠岩矿石,gt.blockores4.925,3040,6925,1xTerra
蓝晶石矿石,gt.blockores4.924,3040,6924,1xTerra
钒磁铁矿矿石,gt.blockores4.923,3040,6923,1xTerra;2xMetallum;1xMagneto
晶质铀矿矿石,gt.blockores4.922,3040,6922,1xTerra
钽铁矿矿石,gt.blockores4.921,3040,6921,1xTerra
锂辉石矿石,gt.blockores4.920,3040,6920,1xTerra
铯榴石矿石,gt.blockores4.919,3040,6919,1xTerra
钛铁矿矿石,gt.blockores4.918,3040,6918,1xTerra
带状铁矿矿石,gt.blockores4.917,3040,6917,1xTerra
沸石矿石,gt.blockores4.916,3040,6916,1xTerra
硅灰石矿石,gt.blockores4.915,3040,6915,1xTerra
白云石矿石,gt.blockores4.914,3040,6914,1xTerra
雄黄矿石,gt.blockores4.913,3040,6913,1xTerra
白石棉矿石,gt.blockores4.912,3040,6912,1xTerra
明矾石矿石,gt.blockores4.911,3040,6911,1xTerra
白钨矿矿石,gt.blockores4.910,3040,6910,1xTerra
镍黄铁矿矿石,gt.blockores4.909,3040,6909,1xTerra
菱镁矿矿石,gt.blockores4.908,3040,6908,1xTerra
锂云母矿石,gt.blockores4.907,3040,6907,1xTerra
硅镁镍矿矿石,gt.blockores4.906,3040,6906,1xTerra
氟碳镧铈矿矿石,gt.blockores4.905,3040,6905,1xTerra
重晶石矿石,gt.blockores4.904,3040,6904,1xTerra
天然碱矿石,gt.blockores4.903,3040,6903,1xTerra
滑石,gt.blockores4.902,3040,6902,1xTerra
云母矿石,gt.blockores4.901,3040,6901,1xTerra
芒硝矿石,gt.blockores4.900,3040,6900,1xTerra
奶酪矿石,gt.blockores4.894,3040,6894,1xTerra
戴斯矿石,gt.blockores4.884,3040,6884,1xTerra;2xMetallum;1xAlienis
钼钙矿矿石,gt.blockores4.883,3040,6883,1xTerra
钼铅矿矿石,gt.blockores4.882,3040,6882,1xTerra
油砂矿石,gt.blockores4.878,3040,6878,1xTerra
皂石矿石,gt.blockores4.877,3040,6877,1xTerra
沥青铀矿,gt.blockores4.873,3040,6873,1xTerra
孔雀石矿石,gt.blockores4.871,3040,6871,1xTerra
磁铁矿矿石,gt.blockores4.870,3040,6870,1xTerra;2xMetallum;1xMagneto
三元金属矿石,gt.blockores4.868,3040,6868,1xTerra
石墨矿石,gt.blockores4.865,3040,6865,1xTerra;2xVitreus;1xIgnis
金刚砂矿石,gt.blockores4.861,3040,6861,1xTerra
太阳能级硅（多晶硅）矿石,gt.blockores4.856,3040,6856,1xTerra;4xMetallum;2xTenebrae
黄铜矿矿石,gt.blockores4.855,3040,6855,1xTerra
钙铬榴石矿石,gt.blockores4.842,3040,6842,1xTerra
钨酸锂矿石,gt.blockores4.841,3040,6841,1xTerra
黝铜矿矿石,gt.blockores4.840,3040,6840,1xTerra
闪锌矿矿石,gt.blockores4.839,3040,6839,1xTerra
锰铝榴石矿石,gt.blockores4.838,3040,6838,1xTerra
硝石矿石,gt.blockores4.836,3040,6836,1xTerra
镁铝榴石矿石,gt.blockores4.835,3040,6835,1xTerra
黄铁矿矿石,gt.blockores4.834,3040,6834,1xTerra
磷酸盐矿石,gt.blockores4.833,3040,6833,1xTerra
钙铝榴石矿石,gt.blockores4.831,3040,6831,1xTerra
方铅矿矿石,gt.blockores4.830,3040,6830,1xTerra
深渊铁矿石,gt.blockores4.829,3040,6829,1xTerra;2xMetallum;1xMagneto
硫铂矿矿石,gt.blockores4.828,3040,6828,1xTerra
辉钴矿矿石,gt.blockores4.827,3040,6827,1xTerra
朱砂矿石,gt.blockores4.826,3040,6826,1xTerra
铬铁矿矿石,gt.blockores4.825,3040,6825,1xTerra
锡石矿石,gt.blockores4.824,3040,6824,1xTerra
方解石矿石,gt.blockores4.823,3040,6823,1xTerra
铝土矿矿石,gt.blockores4.822,3040,6822,1xTerra
钙铁榴石矿石,gt.blockores4.821,3040,6821,1xTerra
铁铝榴石矿石,gt.blockores4.820,3040,6820,1xTerra
神秘水晶矿石,gt.blockores4.398,3040,398,1xTerra
盐矿石,gt.blockores4.817,3040,6817,1xTerra
基岩矿石,gt.blockores4.395,3040,395,1xTerra
无尽催化剂矿石,gt.blockores4.394,3040,394,1xTerra
奥利哈钢矿石,gt.blockores4.393,3040,393,1xTerra;2xMetallum;2xLucrum;1xAlienis
硬铝矿石,gt.blockores4.392,3040,392,1xTerra
蓝石矿石,gt.blockores4.812,3040,6812,1xTerra;2xElectrum
深铅矿石,gt.blockores4.390,3040,390,1xTerra
红石矿石,gt.blockores4.810,3040,6810,1xTerra;1xMachina;2xPotentia
黑钚矿石,gt.blockores4.388,3040,388,1xTerra
深空秘银矿石,gt.blockores4.387,3040,387,1xTerra
玛玉灵矿石,gt.blockores4.386,3040,386,1xTerra;2xStrontio
阿迪特矿石,gt.blockores4.382,3040,382,1xTerra
氢化钙矿石,gt.blockores4.797,3040,6797,2xTerra;1xOrdo
金红石矿石,gt.blockores4.375,3040,375,1xTerra
棕褐铁矿矿石,gt.blockores4.930,3040,7930,1xTerra
暗影金属矿石,gt.blockores4.368,3040,368,1xTerra
海绿石矿石,gt.blockores4.933,3040,7933,1xTerra
石膏矿石,gt.blockores4.934,3040,7934,1xTerra
终末矿石,gt.blockores4.770,3040,6770,1xTerra
火石矿石,gt.blockores4.347,3040,347,1xTerra
玄铁矿石,gt.blockores4.342,3040,342,1xTerra
陨铁矿石,gt.blockores4.340,3040,340,1xTerra;2xMetallum;1xMagneto
暗影铁矿石,gt.blockores4.336,3040,336,1xTerra
秘银矿石,gt.blockores4.331,3040,331,1xTerra
三钛矿石,gt.blockores4.329,3040,329,1xTerra;2xMetallum;2xOrdo
超能硅岩矿石,gt.blockores4.327,3040,327,1xTerra;4xMetallum;3xRadio;3xNebrisum
富集硅岩矿石,gt.blockores4.326,3040,326,1xTerra;3xMetallum;2xRadio;2xNebrisum
硅岩矿石,gt.blockores4.324,3040,324,1xTerra;3xMetallum;1xRadio;1xNebrisum
注魔金矿石,gt.blockores4.323,3040,323,1xTerra
通流琥珀金矿石,gt.blockores4.320,3040,320,1xTerra
精金矿石,gt.blockores4.319,3040,319,1xTerra
生铁矿石,gt.blockores4.307,3040,307,1xTerra
琥珀金矿石,gt.blockores4.303,3040,303,1xTerra
冰晶石矿石,gt.blockores4.699,3040,6699,1xTerra
烧绿石矿石,gt.blockores4.607,3040,6607,1xTerra
中子矿石,gt.blockores4.129,3040,129,1xTerra;4xMetallum;3xVitreus;2xAlienis
焙烧镍矿石,gt.blockores4.549,3040,6549,1xTerra
焙烧铁矿石,gt.blockores4.548,3040,6548,1xTerra
秩序蕴魔石,gt.blockores4.545,3040,6545,1xTerra;1xPraecantatio;2xOrdo
混沌蕴魔石,gt.blockores4.544,3040,6544,1xTerra;1xPraecantatio;2xPerditio
水之蕴魔石,gt.blockores4.543,3040,6543,1xTerra;1xPraecantatio;2xAqua
地之蕴魔石,gt.blockores4.542,3040,6542,3xTerra;1xPraecantatio
火之蕴魔石,gt.blockores4.541,3040,6541,1xTerra;1xPraecantatio;2xIgnis
风之蕴魔石,gt.blockores4.540,3040,6540,1xTerra;1xPraecantatio;2xAer
褐煤矿石,gt.blockores4.538,3040,6538,1xTerra
玉矿石,gt.blockores4.537,3040,6537,1xTerra;6xLucrum;3xVitreus
煤矿石,gt.blockores4.535,3040,6535,1xTerra;2xPotentia;2xIgnis
磷酸三钙矿石,gt.blockores4.534,3040,6534,1xTerra
生镃矿石,gt.blockores4.110,3040,110,1xTerra;1xMagneto;4xElectrum
磷灰石矿石,gt.blockores4.530,3040,6530,1xTerra;2xMessis
温特姆矿石,gt.blockores4.529,3040,6529,1xTerra;2xVitreus;1xPraecantatio
黄石榴石矿石,gt.blockores4.528,3040,6528,1xTerra;3xVitreus
红石榴石矿石,gt.blockores4.527,3040,6527,1xTerra;3xVitreus
青金石矿石,gt.blockores4.526,3040,6526,1xTerra;1xSensus
方钠石矿石,gt.blockores4.525,3040,6525,1xTerra
镅矿石,gt.blockores4.103,3040,103,1xTerra;2xMetallum;1xRadio
石英岩矿石,gt.blockores4.523,3040,6523,1xTerra
钚-241矿石,gt.blockores4.101,3040,101,1xTerra;2xMetallum;3xRadio
钚-239矿石,gt.blockores4.100,3040,100,1xTerra;2xMetallum;2xRadio
独居石矿石,gt.blockores4.520,3040,6520,1xTerra
铀-238矿石,gt.blockores4.98,3040,98,1xTerra;2xMetallum;1xRadio
铀-235矿石,gt.blockores4.97,3040,97,1xTerra;2xMetallum;2xRadio
钍矿石,gt.blockores4.96,3040,96,1xTerra;2xMetallum;1xRadio
赛特斯石英矿石,gt.blockores4.516,3040,6516,1xTerra;1xPotentia;1xVitreus
双锂矿石,gt.blockores4.515,3040,6515,1xTerra
琥珀矿石,gt.blockores4.514,3040,6514,1xTerra;2xVinculum;1xVitreus
蓝黄玉矿石,gt.blockores4.513,3040,6513,1xTerra;6xLucrum;4xVitreus
尖晶石矿石,gt.blockores4.512,3040,6512,1xTerra;2xLucrum;2xVitreus
碧玉矿石,gt.blockores4.511,3040,6511,1xTerra;4xLucrum;2xVitreus
蛋白石矿石,gt.blockores4.510,3040,6510,1xTerra;5xLucrum;3xVitreus
紫水晶矿石,gt.blockores4.509,3040,6509,1xTerra;6xLucrum;4xVitreus
坦桑石矿石,gt.blockores4.508,3040,6508,1xTerra;5xLucrum;3xVitreus
黄玉矿石,gt.blockores4.507,3040,6507,1xTerra;6xLucrum;4xVitreus
下界之星矿石,gt.blockores4.506,3040,6506,1xTerra
橄榄石矿石,gt.blockores4.505,3040,6505,1xTerra;4xLucrum;2xVitreus
锇矿石,gt.blockores4.83,3040,83,1xTerra;2xMetallum;1xMachina;1xNebrisum
蓝宝石矿石,gt.blockores4.503,3040,6503,1xTerra;5xLucrum;3xVitreus
红宝石矿石,gt.blockores4.502,3040,6502,1xTerra;6xLucrum;4xVitreus
绿宝石矿石,gt.blockores4.501,3040,6501,1xTerra;3xVitreus;5xLucrum
钻石矿石,gt.blockores4.500,3040,6500,1xTerra;3xVitreus;4xLucrum
镥矿石,gt.blockores4.78,3040,78,1xTerra;2xMetallum;1xRadio
镱矿石,gt.blockores4.77,3040,77,1xTerra;2xMetallum;1xRadio
铥矿石,gt.blockores4.76,3040,76,1xTerra;2xMetallum;1xRadio
铒矿石,gt.blockores4.75,3040,75,1xTerra;2xMetallum;1xRadio
钬矿石,gt.blockores4.74,3040,74,1xTerra;2xMetallum;1xRadio
镝矿石,gt.blockores4.73,3040,73,1xTerra;3xMetallum
铽矿石,gt.blockores4.72,3040,72,1xTerra;2xMetallum;1xRadio
钆矿石,gt.blockores4.71,3040,71,1xTerra;2xMetallum;1xRadio
铕矿石,gt.blockores4.70,3040,70,1xTerra;2xMetallum;1xRadio
钐矿石,gt.blockores4.69,3040,69,1xTerra;2xMetallum;1xRadio;10xMagneto
胶木矿石,gt.blockores4.489,3040,6489,1xTerra
褐铜矿石,gt.blockores4.488,3040,6488,1xTerra
镨矿石,gt.blockores4.66,3040,66,1xTerra;2xMetallum;1xRadio
铈矿石,gt.blockores4.65,3040,65,1xTerra;2xMetallum;1xRadio
神秘蓝金矿石,gt.blockores4.485,3040,6485,1xTerra
钡矿石,gt.blockores4.63,3040,63,1xTerra;3xVinculum
铯矿石,gt.blockores4.62,3040,62,1xTerra;2xMetallum;1xRadio
碲矿石,gt.blockores4.59,3040,59,1xTerra;2xMetallum;1xRadio
锑矿石,gt.blockores4.58,3040,58,1xTerra;2xMetallum;1xAqua
锡矿石,gt.blockores4.57,3040,57,1xTerra;2xMetallum;1xVitreus
铟矿石,gt.blockores4.56,3040,56,1xTerra;2xMetallum;1xRadio
镉矿石,gt.blockores4.55,3040,55,1xTerra;1xMetallum;1xPotentia;1xVenenum
银矿石,gt.blockores4.54,3040,54,1xTerra;2xMetallum;1xLucrum
钯矿石,gt.blockores4.52,3040,52,1xTerra;3xMetallum
钼矿石,gt.blockores4.48,3040,48,1xTerra;2xMetallum;1xInstrumentum
铌矿石,gt.blockores4.47,3040,47,1xTerra;2xMetallum;1xElectrum
钇矿石,gt.blockores4.45,3040,45,1xTerra;2xMetallum;1xRadio
锶矿石,gt.blockores4.44,3040,44,1xTerra;2xMetallum;1xStrontio
铷矿石,gt.blockores4.43,3040,43,1xTerra;2xMetallum;1xVitreus
砷矿石,gt.blockores4.39,3040,39,1xTerra;3xVenenum
镓矿石,gt.blockores4.37,3040,37,1xTerra;2xMetallum;1xElectrum
