Category,Name,Key,Parents,ParentsHidden,Siblings,PermWarp,StickyWarp,Tag,ItemTrigger,EntityTrigger,AspectTrigger,DisplayColumn,DisplayRow
TT_CATEGORY,超能闪耀之光,BRIGHT_NITOR,GASEOUS_LIGHT;INFUSION,,,0,0,15xIgnis;12xLux;9xAer;6xPotentia;3xPraecantatio,,,,1,-5
TT_CATEGORY,源质漏斗,FUNNEL,BRIGHT_NITOR;INFUSION,DISTILESSENTIA,,0,0,15xIter;12xInstrumentum;9xAqua;6xMetallum;3xPraecantatio,,,,0,-7
TT_CATEGORY,灵液,ICHOR,DIMENSIONSHARDS,WARP;RESEARCH;ENCHANT;NODES;RESEARCHDUPE;ORE;ASPECTS;KNOWFRAG;RESEARCHER2;CRIMSON;NODEJAR;RESEARCHER1;NODETAPPER2;DECONSTRUCTOR;NODETAPPER1;THAUMONOMICON;PLANTS;NODEPRESERVE;PECH;NODESTABILIZER;WANDPEDFOC;VAMPBAT;ROD_bone;BASICTHAUMATURGY;FOCUSEXCAVATION;SCEPTRE;ROD_quartz_staff;FOCUSHELLBAT;VISCHARGERELAY;ROD_ice;NODESTABILIZERADV;ROD_reed;ROD_greatwood_staff;ROD_silverwood_staff;FOCUSFROST;VISAMULET;FOCALMANIPULATION;FOCUSFIRE;CAP_gold;ROD_silverwood;VISPOWER;FOCUSPOUCH;CAP_copper;ROD_reed_staff;FOCUSSHOCK;CAP_silver;ROD_quartz;FOCUSWARDING;ROD_obsidian;FOCUSPORTABLEHOLE;CAP_thaumium;ROD_greatwood;ROD_blaze;ROD_bone_staff;ROD_obsidian_staff;FOCUSTRADE;ROD_ice_staff;WANDPED;ROD_blaze_staff;ALUMENTUM;BATHSALTS;CRUCIBLE;ENTROPICPROCESSING;TRANSIRON;THAUMATORIUM;ALCHEMICALMANUFACTURE;LIQUIDDEATH;TUBES;TRANSTIN;SANESOAP;ETHEREALBLOOM;TALLOW;PURESILVER;PURETIN;TRANSCOPPER;ESSENTIACRYSTAL;ARCANESPA;CENTRIFUGE;TRANSSILVER;PUREIRON;ALCHEMICALDUPLICATION;JARVOID;NITOR;BOTTLETAINT;PUREGOLD;DISTILESSENTIA;PHIAL;TUBEFILTER;PURELEAD;THAUMIUM;TRANSLEAD;TRANSGOLD;PURECOPPER;JARLABEL;RUNICEMERGENCY;GOGGLES;ENCHFABRIC;ELEMENTALPICK;ELEMENTALAXE;TABLE;INFERNALFURNACE;BANNERS;ELEMENTALSHOVEL;LEVITATOR;HOVERGIRDLE;WARDEDARCANA;BASICARTIFACE;FLUXSCRUB;THAUMOMETER;BOOTSTRAVELLER;RESTABLE;MIRRORESSENTIA;PRIMALARROW;ARCANEEAR;GRATE;RUNICCHARGED;RUNICHEALING;HOVERHARNESS;MIRROR;ALCHGRATE;LAMPGROWTH;MASKGRINNINGDEVIL;ELEMENTALHOE;MIRRORHAND;ARCTABLE;INFUSION;RUNICKINETIC;PAVEWARD;MASKANGRYGHOST;MASKSIPPINGFIEND;ARCANELAMP;ARMORFORTRESS;BELLOWS;HELMGOGGLES;RUNICARMOR;RUNICAUGMENTATION;LAMPFERTILITY;BONEBOW;ARCANESTONE;SINSTONE;ELEMENTALSWORD;PAVETRAVEL;JARBRAIN;ARCANEBORE;INFUSIONENCHANTMENT;GOLEMCLAY;UPGRADEWATER;HUNGRYCHEST;GOLEMTALLOW;GOLEMWOOD;GOLEMFLESH;UPGRADEEARTH;TINYDART;UPGRADEFIRE;UPGRADEENTROPY;COREUSE;TINYHAMMER;TRAVELTRUNK;TINYBOWTIE;GOLEMBELL;CORESORTING;GOLEMTHAUMIUM;TINYHAT;TINYFEZ;CORELUMBER;TINYGLASSES;TINYVISOR;UPGRADEAIR;COREFISHING;COREGATHER;COREHARVEST;COREBUTCHER;COREGUARD;ADVANCEDGOLEM;TINYARMOR;COREFILL;GOLEMFETTER;GOLEMSTRAW;COREALCHEMY;GOLEMSTONE;GOLEMIRON;CORELIQUID;COREEMPTY;UPGRADEORDER;TTENCH_VALIANCE;TTENCH_SHOCKWAVE;GASEOUS_SHADOW;FOCUS_DEFLECT;TTENCH_FOCUSED;FOCUS_FLIGHT;FOCUS_HEAL;FOCUS_TELEKINESIS;TTENCH_VAMPIRISM;CLEANSING_TALISMAN;SPELL_CLOTH;XP_TALISMAN;TTENCH_QUICK_DRAW;TTENCH_POUNCE;TTENCH_DESINTEGRATE;TTENCH_ASCENT_BOOST;TTENCH_DISPERSED;TTENCH_SLOW_FALL;TTENCH_SHATTER;FOCUS_DISLOCATION;TTENCH_TUNNEL;GASEOUS_LIGHT;BLOOD_SWORD;TTENCH_FINAL;REVEALING_HELM;BRIGHT_NITOR;GAS_REMOVER;TTENCH_AUTO_SMELT;FOCUS_SMELT;FOCUS_ENDER_CHEST,,3,2,15xHumanus;15xSpiritus;15xOrdo;15xPraecantatio;12xVitium;9xLux;6xInfernus;3xAlienis,,,,9,8
TT_CATEGORY,息壤,PROTOCLAY,ICHOR_PICK_GEM,ICHOR_SHOVEL_GEM;WARP;RESEARCH;ENCHANT;NODES;RESEARCHDUPE;ORE;ASPECTS;KNOWFRAG;RESEARCHER2;CRIMSON;NODEJAR;RESEARCHER1;NODETAPPER2;DECONSTRUCTOR;NODETAPPER1;THAUMONOMICON;PLANTS;NODEPRESERVE;PECH;NODESTABILIZER;WANDPEDFOC;VAMPBAT;ROD_bone;BASICTHAUMATURGY;FOCUSEXCAVATION;SCEPTRE;ROD_quartz_staff;FOCUSHELLBAT;VISCHARGERELAY;ROD_ice;NODESTABILIZERADV;ROD_reed;ROD_greatwood_staff;ROD_silverwood_staff;FOCUSFROST;VISAMULET;FOCALMANIPULATION;FOCUSFIRE;CAP_gold;ROD_silverwood;VISPOWER;FOCUSPOUCH;CAP_copper;ROD_reed_staff;FOCUSSHOCK;CAP_silver;ROD_quartz;FOCUSWARDING;ROD_obsidian;FOCUSPORTABLEHOLE;CAP_thaumium;ROD_greatwood;ROD_blaze;ROD_bone_staff;ROD_obsidian_staff;FOCUSTRADE;ROD_ice_staff;WANDPED;ROD_blaze_staff;ALUMENTUM;BATHSALTS;CRUCIBLE;ENTROPICPROCESSING;TRANSIRON;THAUMATORIUM;ALCHEMICALMANUFACTURE;LIQUIDDEATH;TUBES;TRANSTIN;SANESOAP;ETHEREALBLOOM;TALLOW;PURESILVER;PURETIN;TRANSCOPPER;ESSENTIACRYSTAL;ARCANESPA;CENTRIFUGE;TRANSSILVER;PUREIRON;ALCHEMICALDUPLICATION;JARVOID;NITOR;BOTTLETAINT;PUREGOLD;DISTILESSENTIA;PHIAL;TUBEFILTER;PURELEAD;THAUMIUM;TRANSLEAD;TRANSGOLD;PURECOPPER;JARLABEL;RUNICEMERGENCY;GOGGLES;ENCHFABRIC;ELEMENTALPICK;ELEMENTALAXE;TABLE;INFERNALFURNACE;BANNERS;ELEMENTALSHOVEL;LEVITATOR;HOVERGIRDLE;WARDEDARCANA;BASICARTIFACE;FLUXSCRUB;THAUMOMETER;BOOTSTRAVELLER;RESTABLE;MIRRORESSENTIA;PRIMALARROW;ARCANEEAR;GRATE;RUNICCHARGED;RUNICHEALING;HOVERHARNESS;MIRROR;ALCHGRATE;LAMPGROWTH;MASKGRINNINGDEVIL;ELEMENTALHOE;MIRRORHAND;ARCTABLE;INFUSION;RUNICKINETIC;PAVEWARD;MASKANGRYGHOST;MASKSIPPINGFIEND;ARCANELAMP;ARMORFORTRESS;BELLOWS;HELMGOGGLES;RUNICARMOR;RUNICAUGMENTATION;LAMPFERTILITY;BONEBOW;ARCANESTONE;SINSTONE;ELEMENTALSWORD;PAVETRAVEL;JARBRAIN;ARCANEBORE;INFUSIONENCHANTMENT;GOLEMCLAY;UPGRADEWATER;HUNGRYCHEST;GOLEMTALLOW;GOLEMWOOD;GOLEMFLESH;UPGRADEEARTH;TINYDART;UPGRADEFIRE;UPGRADEENTROPY;COREUSE;TINYHAMMER;TRAVELTRUNK;TINYBOWTIE;GOLEMBELL;CORESORTING;GOLEMTHAUMIUM;TINYHAT;TINYFEZ;CORELUMBER;TINYGLASSES;TINYVISOR;UPGRADEAIR;COREFISHING;COREGATHER;COREHARVEST;COREBUTCHER;COREGUARD;ADVANCEDGOLEM;TINYARMOR;COREFILL;GOLEMFETTER;GOLEMSTRAW;COREALCHEMY;GOLEMSTONE;GOLEMIRON;CORELIQUID;COREEMPTY;UPGRADEORDER;TTENCH_VALIANCE;TTENCH_SHOCKWAVE;TTENCH_ASCENT_BOOST;TTENCH_DISPERSED;TTENCH_SLOW_FALL;TTENCH_FOCUSED;TTENCH_SHATTER;TTENCH_TUNNEL;FOCUS_HEAL;FOCUS_TELEKINESIS;TTENCH_VAMPIRISM;BLOOD_SWORD;TTENCH_FINAL;TTENCH_QUICK_DRAW;TTENCH_POUNCE;TTENCH_DESINTEGRATE;GAS_REMOVER;TTENCH_AUTO_SMELT;FOCUS_SMELT;FOCUS_ENDER_CHEST,,1,1,18xInstrumentum;15xHumanus;12xMachina;9xPerfodio;6xTerra;3xAer,,,,12,17
TT_CATEGORY,活化工具台,ANIMATION_TABLET,MAGNETS,,,2,1,15xMachina;15xMetallum;12xMotus;9xPotentia;6xOrdo;3xExanimis,,,,-8,2
TT_CATEGORY,烟雾驱散器,GAS_REMOVER,GASEOUS_SHADOW,,,0,0,2xTenebrae;2xLux,,,,-2,-7
TT_CATEGORY,附魔:燃烧之触,TTENCH_AUTO_SMELT,ENCHANTER,,,0,0,15xIgnis;12xPerditio;9xPraecantatio;6xAuram;3xMetallum,,,,7,5
TT_CATEGORY,法杖核心:伊夫利特之辉,FOCUS_SMELT,FOCUSEXCAVATION,,,0,0,15xIgnis;12xPotentia;9xPraecantatio;6xAer;3xTerra,,,,-2,-2
TT_CATEGORY,元素之焰:秩序,FIREORDO,INFUSION;BRIGHT_NITOR;ELDRITCHMINOR,,,5,5,15xOrdo;12xLux;9xAer;3xPraecantatio,,,,3,-3
TT_CATEGORY,法杖核心: 末影裂痕,FOCUS_ENDER_CHEST,FOCUS_DEFLECT;ENDERCHEST,,,1,1,15xAlienis;12xVacuos;9xPraecantatio;6xTenebrae;3xTerra,,,,-6,-2
TT_CATEGORY,世界塑造者的观察镜,PLACEMENT_MIRROR,BLOCK_TALISMAN,WARP;RESEARCH;ENCHANT;NODES;RESEARCHDUPE;ORE;ASPECTS;KNOWFRAG;RESEARCHER2;CRIMSON;NODEJAR;RESEARCHER1;NODETAPPER2;DECONSTRUCTOR;NODETAPPER1;THAUMONOMICON;PLANTS;NODEPRESERVE;PECH;NODESTABILIZER;WANDPEDFOC;VAMPBAT;ROD_bone;BASICTHAUMATURGY;FOCUSEXCAVATION;SCEPTRE;ROD_quartz_staff;FOCUSHELLBAT;VISCHARGERELAY;ROD_ice;NODESTABILIZERADV;ROD_reed;ROD_greatwood_staff;ROD_silverwood_staff;FOCUSFROST;VISAMULET;FOCALMANIPULATION;FOCUSFIRE;CAP_gold;ROD_silverwood;VISPOWER;FOCUSPOUCH;CAP_copper;ROD_reed_staff;FOCUSSHOCK;CAP_silver;ROD_quartz;FOCUSWARDING;ROD_obsidian;FOCUSPORTABLEHOLE;CAP_thaumium;ROD_greatwood;ROD_blaze;ROD_bone_staff;ROD_obsidian_staff;FOCUSTRADE;ROD_ice_staff;WANDPED;ROD_blaze_staff;ALUMENTUM;BATHSALTS;CRUCIBLE;ENTROPICPROCESSING;TRANSIRON;THAUMATORIUM;ALCHEMICALMANUFACTURE;LIQUIDDEATH;TUBES;TRANSTIN;SANESOAP;ETHEREALBLOOM;TALLOW;PURESILVER;PURETIN;TRANSCOPPER;ESSENTIACRYSTAL;ARCANESPA;CENTRIFUGE;TRANSSILVER;PUREIRON;ALCHEMICALDUPLICATION;JARVOID;NITOR;BOTTLETAINT;PUREGOLD;DISTILESSENTIA;PHIAL;TUBEFILTER;PURELEAD;THAUMIUM;TRANSLEAD;TRANSGOLD;PURECOPPER;JARLABEL;RUNICEMERGENCY;GOGGLES;ENCHFABRIC;ELEMENTALPICK;ELEMENTALAXE;TABLE;INFERNALFURNACE;BANNERS;ELEMENTALSHOVEL;LEVITATOR;HOVERGIRDLE;WARDEDARCANA;BASICARTIFACE;FLUXSCRUB;THAUMOMETER;BOOTSTRAVELLER;RESTABLE;MIRRORESSENTIA;PRIMALARROW;ARCANEEAR;GRATE;RUNICCHARGED;RUNICHEALING;HOVERHARNESS;MIRROR;ALCHGRATE;LAMPGROWTH;MASKGRINNINGDEVIL;ELEMENTALHOE;MIRRORHAND;ARCTABLE;INFUSION;RUNICKINETIC;PAVEWARD;MASKANGRYGHOST;MASKSIPPINGFIEND;ARCANELAMP;ARMORFORTRESS;BELLOWS;HELMGOGGLES;RUNICARMOR;RUNICAUGMENTATION;LAMPFERTILITY;BONEBOW;ARCANESTONE;SINSTONE;ELEMENTALSWORD;PAVETRAVEL;JARBRAIN;ARCANEBORE;INFUSIONENCHANTMENT;GOLEMCLAY;UPGRADEWATER;HUNGRYCHEST;GOLEMTALLOW;GOLEMWOOD;GOLEMFLESH;UPGRADEEARTH;TINYDART;UPGRADEFIRE;UPGRADEENTROPY;COREUSE;TINYHAMMER;TRAVELTRUNK;TINYBOWTIE;GOLEMBELL;CORESORTING;GOLEMTHAUMIUM;TINYHAT;TINYFEZ;CORELUMBER;TINYGLASSES;TINYVISOR;UPGRADEAIR;COREFISHING;COREGATHER;COREHARVEST;COREBUTCHER;COREGUARD;ADVANCEDGOLEM;TINYARMOR;COREFILL;GOLEMFETTER;GOLEMSTRAW;COREALCHEMY;GOLEMSTONE;GOLEMIRON;CORELIQUID;COREEMPTY;UPGRADEORDER;TTENCH_VALIANCE;TTENCH_SHOCKWAVE;TTENCH_ASCENT_BOOST;TTENCH_DISPERSED;TTENCH_SLOW_FALL;TTENCH_FOCUSED;TTENCH_SHATTER;TTENCH_TUNNEL;FOCUS_HEAL;FOCUS_TELEKINESIS;TTENCH_VAMPIRISM;BLOOD_SWORD;TTENCH_FINAL;TTENCH_QUICK_DRAW;TTENCH_POUNCE;TTENCH_DESINTEGRATE;GAS_REMOVER;TTENCH_AUTO_SMELT;FOCUS_SMELT;FOCUS_ENDER_CHEST,,4,4,15xCognitio;12xFabrico;9xPraecantatio;6xVitreus;3xAlienis,,,,17,16
FORBIDDEN,奥法蛋糕,ARCANECAKE,NETHERSHARDS;INFUSION,,,0,0,18xPraecantatio;15xGula;12xFames;9xFabrico;6xLimus;3xAqua,,,Gula,-12,-6
FORBIDDEN,魔钢杖端,CAP_manasteel,ROD_livingwood;ROD_livingwood;CAP_gold;THAUMIUM,,,1,1,6xAuram;4xPraecantatio;4xMetallum,,,,1,2
FORBIDDEN,活木杖柄,ROD_livingwood,BOTANY;ROD_silverwood;INFUSION,,,1,1,8xArbor;4xPraecantatio;6xHerba,,,,-1,3
FORBIDDEN,细语草,WHISPERWEED,BOTANY,,,0,0,8xHerba;10xCognitio;4xSensus,,,,-4,5
FORBIDDEN,嬗变术:绿宝石,TRANSEMERALD,TRANSGOLD,,,0,0,15xPermutatio;12xVitreus;9xLucrum;6xTerra;3xPraecantatio,,,,0,-6
FORBIDDEN,漫长的旅程,JOURNEY,SCHOOLS,,,0,0,5xIter;10xPraecantatio;3xInstrumentum,,,,-3,1
FORBIDDEN,地狱火领主,HELLFIRE,NETHERSHARDS,,,0,0,18xInfernus;15xIgnis;12xIter;9xPraecantatio;6xPotentia;3xLux,,,Infernus,-8,-8
FORBIDDEN,附魔:虚空之触,VOIDTOUCHED,MORPHTOOLS;VOIDMETAL,,,1,1,18xInvidia;15xAlienis;12xInstrumentum;9xFabrico;6xTenebrae;3xIgnis,,,,-8,-1
FORBIDDEN,腐化杖柄,ROD_tainted,ROD_silverwood;TAINTSHOVEL;INFUSION,,,2,1,18xVitium;15xPraecantatio;12xInstrumentum;9xPerditio;6xVenenum;3xTenebrae,,,,-8,3
FORBIDDEN,血腥之笔与墨,BLOODWELL,BLOODMAGIC,,,0,0,15xVictus;12xCognitio;9xSensus;6xLucrum;3xPraecantatio,,,,1,-1
FORBIDDEN,温特姆,VINTEUM,JOURNEY;THAUMIUM;GT_ADVANCEDMETALLURGY,,,1,1,5xMetallum;10xPermutatio;3xPraecantatio;2xLucrum,,,,-4,2
FORBIDDEN,附魔:挥霍,CONSUMING,INFUSIONENCHANTMENT,,,0,0,18xVacuos;15xPraecantatio;12xPerditio;9xLucrum;6xGula,,,,-4,-8
FORBIDDEN,附魔:炽心,CLUSTER,MORPHTOOLS;ELEMENTALPICK,,,0,0,18xInvidia;15xMetallum;12xInfernus;9xPotentia;6xLucrum;3xIgnis,,,,-10,-1
FORBIDDEN,苦痛项圈,SUBCOLLAR,NETHERSHARDS;VISAMULET;INFUSION,,,0,0,18xVinculum;15xAuram;12xCorpus;9xLuxuria;6xPraecantatio;3xCognitio,,,Luxuria,-11,-5
FORBIDDEN,水晶笔与墨,CRYSTALWELL,RESEARCH,,,0,0,18xCognitio;15xVitreus;12xPraecantatio;9xSensus;6xAer;3xAqua,,,,-2,-8
FORBIDDEN,血腥杖芯,ROD_blood_staff,ROD_silverwood_staff;ROD_blood,,,2,2,18xVictus;15xAqua;12xTelum;9xTerra;6xTenebrae;3xPraecantatio,,,,-3,-2
FORBIDDEN,腐化石头,TAINTSTONE,THAUMIUM;INFUSION;ETHEREALBLOOM,,,0,0,12xPraecantatio;9xVitium;6xTerra;3xOrdo,,,,-10,3
FORBIDDEN,血腥杖柄,ROD_blood,ROD_silverwood;INFUSION;BLOODMAGIC,,,2,1,15xVictus;12xAqua;9xTenebrae;6xPraecantatio;3xTelum,,,,-1,-3
FORBIDDEN,元始笔与墨,PRIMEWELL,PRIMPEARL,,,1,1,18xAlienis;15xCognitio;12xFabrico;9xVitreus;6xVolatus;3xOrdo,,,,2,-8
FORBIDDEN,注血木杖芯,ROD_blood_wood_staff,ROD_blood_staff;ROD_blood_wood,,,4,3,18xVictus;15xInstrumentum;12xAqua;9xPraecantatio;6xPotentia;3xTenebrae,,,,7,-5
FORBIDDEN,注血铁杖端,CAP_blood_iron,ROD_blood_wood;CAP_alchemical,,,2,1,18xVictus;15xAqua;12xPraecantatio;12xTenebrae;6xMetallum,,,,2,-5
FORBIDDEN,=附魔:冲击,IMPACT,MORPHTOOLS;ELEMENTALSHOVEL,,,0,0,18xPerfodio;15xInstrumentum;12xInvidia;9xPerditio;6xLucrum;3xIgnis,,,,-9,-1
FORBIDDEN,暴怒之笼,WRATHCAGE,FORK,INFUSION;THAUMIUM;DISTILESSENTIA,,3,2,21xIra;18xMachina;15xBestia;12xMetallum;9xPraecantatio;6xAlienis;3xExanimis,,,,-6,-9
FORBIDDEN,暗影玫瑰,BLACKFLOWER,,,,0,0,12xHerba;9xTenebrae;6xSensus;3xVictus,,,Sensus,-2,-6
FORBIDDEN,天域菊,EUCLIDAISY,BOTANY;INFUSION,,,0,0,8xHerba;4xPraecantatio;12xAuram,,,,-3,5
FORBIDDEN,避役工具,MORPHTOOLS,NETHERSHARDS,THAUMIUM;INFUSIONENCHANTMENT,,3,2,18xInvidia;15xInstrumentum;12xPermutatio;9xCognitio;6xPraecantatio;3xPotentia,,,,-9,-3
FORBIDDEN,泰拉钢杖端,CAP_terrasteel,CAP_manasteel;CAP_manasteel,TRANSEMERALD,,2,2,1xPotentia;1xMetallum,,,,3,2
FORBIDDEN,腐化蓟,TAINTHISTLE,BOTANY;INFUSION,,,0,0,8xHerba;10xVitium;4xPraecantatio,,,,-2,5
FORBIDDEN,啄颅斧,SKULLAXE,NETHERSHARDS;THAUMIUM;INFUSION,,,1,1,18xPraecantatio;15xInstrumentum;12xMortuus;9xIra;6xTelum;3xInfernus,,,,-11,-7
FORBIDDEN,血鸮西洋剑,BLOODRAPIER,BLOODMAGIC;INFUSION;VOIDMETAL,,,1,1,18xTenebrae;15xGula;12xVictus;9xFames;6xPraecantatio;3xTelum,,,,1,-2
FORBIDDEN,梦之木杖芯,ROD_dreamwood_staff,ROD_dreamwood;ROD_silverwood_staff,,,2,1,5xAuram;10xPraecantatio;3xHerba;4xInstrumentum;5xArbor,,,,3,4
FORBIDDEN,畸变镐,TAINTPICK,THAUMIUM;INFUSION,,,0,0,18xVitium;15xPerditio;12xInstrumentum;9xPraecantatio;6xMortuus;3xPotentia,,,,-10,1
FORBIDDEN,梦之木杖柄,ROD_dreamwood,ROD_livingwood,,,0,0,5xAuram;10xPraecantatio;3xHerba;4xInstrumentum;5xArbor,,,,1,4
FORBIDDEN,腐化之树,TAINTTREE,THAUMIUM;INFUSION;ETHEREALBLOOM,,,1,1,18xVitium;15xArbor;12xHerba;9xVenenum;6xMortuus;3xPraecantatio,,,,-11,3
FORBIDDEN,附魔:暴怒,WRATH,NETHERSHARDS;INFUSIONENCHANTMENT,,,2,1,18xIra;15xPraecantatio;12xTelum;9xSuperbia;6xPotentia;3xIgnis,,,,-6,-3
FORBIDDEN,魔法学园,SCHOOLS,,,,0,0,<empty>,,,,-1,1
FORBIDDEN,温特姆杖端,CAP_vinteum,VINTEUM;CAP_thaumium,,,2,1,5xPermutatio;10xPraecantatio;3xLucrum;4xInstrumentum;5xMetallum,,,,-5,3
FORBIDDEN,邪术气血宝珠,ELDRITCHORB,BLOODMAGIC;INFUSION;PRIMPEARL;VOIDMETAL,,,3,3,18xVacuos;15xVictus;12xAlienis;9xVitreus;6xTenebrae;3xPraecantatio,,,,1,-3
FORBIDDEN,血之魔法,BLOODMAGIC,SCHOOLS,,,0,0,<empty>,,,,-1,-1
FORBIDDEN,炼狱杖柄,ROD_infernal,ROD_silverwood;INFUSION;NETHERSHARDS,,,2,1,15xInfernus;12xIgnis;9xAqua;6xPraecantatio;3xInstrumentum,,,,-11,-4
FORBIDDEN,妖魔之叉,FORK,INFUSION;NETHERSHARDS;THAUMIUM,,,1,1,18xTenebrae;15xPraecantatio;12xInfernus;9xMachina;6xInstrumentum;3xTelum,,,,-6,-7
FORBIDDEN,滋养指环,RINGFOOD,NETHERSHARDS,,,0,0,15xFames;12xVictus;9xGula;6xLucrum;3xCognitio,,,,-11,-6
FORBIDDEN,附魔:堕落,CORRUPTING,NETHERSHARDS;INFUSIONENCHANTMENT,,,1,1,18xInfernus;15xVitreus;12xPermutatio;9xSpiritus;6xNebrisum;3xIgnis,,,,-6,-4
FORBIDDEN,花之魔法,BOTANY,SCHOOLS,,,0,0,<empty>,,,,-3,3
FORBIDDEN,炼金纹饰杖端,CAP_alchemical,ROD_blood;CAP_gold,,,1,1,15xVictus;12xAqua;9xInstrumentum;6xMetallum;3xPraecantatio,,,,-3,-3
FORBIDDEN,马鞭作物,RIDINGCROP,,,,0,0,<empty>,,,,0,-8
FORBIDDEN,下界之星,NETHERSHARDS,,,,0,0,<empty>,,,,-8,-5
FORBIDDEN,附魔:剥削,GREEDY,NETHERSHARDS;INFUSIONENCHANTMENT,,,0,0,18xLucrum;15xPraecantatio;12xTelum;9xInfernus;6xLuxuria;3xIgnis,,,,-6,-5
FORBIDDEN,巫魂木杖芯,ROD_witchwood_staff,ROD_witchwood;ROD_silverwood_staff,,,2,2,5xVictus;10xPraecantatio;3xHerba;4xInstrumentum;5xArbor,,,,-2,0
FORBIDDEN,附魔:教育,EDUCATIONAL,INFUSIONENCHANTMENT,,,0,0,15xCognitio;12xPraecantatio;9xTelum;6xLucrum;3xIgnis,,,,-4,-7
FORBIDDEN,渎神杖柄,ROD_profane,NETHERSHARDS,,,0,0,<empty>,,,,-9,-8
FORBIDDEN,源质钢杖端,CAP_elementium,CAP_manasteel,,,0,0,8xIgnis;12xPraecantatio;8xAqua;8xAer;8xTerra,,,,3,3
FORBIDDEN,巫魂木杖柄,ROD_witchwood,VINTEUM;ANOINTINGPASTE;OVEN,,,1,1,5xVictus;10xPraecantatio;3xHerba;4xInstrumentum;5xArbor,,,,-4,0
FORBIDDEN,注血木杖柄,ROD_blood_wood,ROD_blood,,,3,2,18xVictus;15xPraecantatio;12xAqua;9xTenebrae;6xInstrumentum;3xTerra,,,,4,-5
FORBIDDEN,净化铲,TAINTSHOVEL,THAUMIUM;INFUSION;ETHEREALBLOOM,,,0,0,21xVitreus;18xVitium;15xInstrumentum;12xLimus;9xPraecantatio;6xVenenum;3xPermutatio,,,,-8,1
FORBIDDEN,法杖核心:闪烁,FOCUSBLINK,NETHERSHARDS;INFUSION,,,0,0,21xDesidia;18xIter;15xPerditio;12xInfernus;9xAlienis;6xTenebrae;3xPraecantatio,,,,-11,-3
MAGICBEES,弹性框架,RESILIENTFRAME,MB_FrameMagic;MB_EssenceArmor,,,0,0,15xTutamen;15xPannus;12xAer;9xIgnis;6xTerra;3xAqua,,,,-7,1
MAGICBEES,奥法捕虫网,MB_Scoop,,THAUMIUM,,0,0,9xOrdo;6xTerra;3xAer,,,,-2,-3
MAGICBEES,迷失之时源质,MB_EssenceTime,MB_EssenceUnstable,,,0,0,12xOrdo;9xVacuos;6xVinculum;3xTempus,,,,0,2
MAGICBEES,湮灭框架,OBLIVIONFRAME,INFUSION;GENTLEFRAME;RESILIENTFRAME;NECROTICFRAME;METABOLICFRAME;TEMPORALFRAME;MB_EssenceOblivion,,,0,0,15xTutamen;15xPannus;12xAer;9xIgnis;6xTerra;3xAqua,,,,-10,0
MAGICBEES,浓缩复合物,CONCENTRATEDCOMPOUND,MB_Root;MB_EssenceLife,,,0,0,15xMessis;12xSano;9xVitreus;6xPerditio,,,,2,-3
MAGICBEES,恒久不灭源质,MB_EssenceArmor,MB_EssenceLife,,,0,0,12xTutamen;9xPraecantatio;6xMetallum;3xFabrico,,,,5,0
MAGICBEES,魔法蜂箱,MAGICAPIARY,MB_DimensionalSingularity,,,1,1,15xPraecantatio;12xSano;9xIgnis;6xLucrum,,,,1,7
MAGICBEES,虚空捕虫网,MB_ScoopVoid,MB_Scoop,VOIDMETAL,,2,1,15xPraecantatio;9xOrdo;6xTerra;3xAer,,,,-4,-4
MAGICBEES,血腥亚瑟王,MB_BloodFrame,MB_FrameMagic,,,0,0,1xVictus;1xOrdo;1xSano;1xPermutatio;1xLucrum,,,,-4,3
MAGICBEES,标定框架,PROVENFRAME,MB_EssenceArmor,,,0,0,15xPraecantatio;12xFabrico;9xCognitio;6xPotentia,,,,7,0
MAGICBEES,虚假之命源质,MB_EssenceLife,,CRUCIBLE,,0,0,12xMetallum;9xPermutatio;6xHerba;3xTerra,,,,2,-1
MAGICBEES,无尽漠视源质,MB_EssenceOblivion,MB_DimensionalSingularity,,,0,0,5xAlienis;5xPraecantatio;5xLucrum;5xBestia,,,,-7,4
MAGICBEES,知识碎片,MB_LoreFragment,MB_Root,,,0,0,<empty>,,,,0,-3
MAGICBEES,变换不定源质,MB_EssenceUnstable,MB_EssenceLife,,,0,0,12xPerditio;9xPermutatio;6xLimus;3xPotentia,,,,3,1
MAGICBEES,奇异维度,MB_DimensionalSingularity,MB_FrameMagic;MB_EssenceTime;MB_EssenceDeath;INFUSION,,,0,0,15xPerditio;12xPermutatio;9xLimus;6xPotentia,,,,-1,4
MAGICBEES,狂热框架,MB_FrenziedFrame,MB_FrameMagic,,,0,0,1xVictus;1xOrdo;1xSano;1xPermutatio;1xLucrum,,,,-5,3
MAGICBEES,龙蛋,DRAGONEGG,MB_DimensionalSingularity,,INFUSION,3,2,15xAlienis;12xPraecantatio;9xVictus;6xBestia,,,,2,5
MAGICBEES,柔性框架,GENTLEFRAME,MB_FrameMagic;MB_EssenceLife,,,0,0,15xVictus;15xInstrumentum;12xAer;9xIgnis;6xTerra;3xAqua,,,,-7,2
MAGICBEES,坏死框架,NECROTICFRAME,MB_FrameMagic;MB_EssenceDeath,,,0,0,15xMortuus;15xFabrico;12xAer;9xIgnis;6xTerra;3xAqua,,,,-7,0
