Name,ID,Has Item,Mod,Class,Display Name
etfuturum:weathered_copper_trapdoor,2610,true,etfuturum,ganymedes01.etfuturum.blocks.BlockCopperTrapdoor,锈蚀的铜活板门
etfuturum:oxidized_copper_trapdoor,2611,true,etfuturum,ganymedes01.etfuturum.blocks.BlockCopperTrapdoor,氧化的铜活板门
etfuturum:waxed_copper_trapdoor,2612,true,etfuturum,ganymedes01.etfuturum.blocks.BlockCopperTrapdoor,涂蜡的铜活板门
etfuturum:waxed_exposed_copper_trapdoor,2613,true,etfuturum,ganymedes01.etfuturum.blocks.BlockCopperTrapdoor,涂蜡的斑驳铜活板门
etfuturum:waxed_weathered_copper_trapdoor,2614,true,etfuturum,ganymedes01.etfuturum.blocks.BlockCopperTrapdoor,涂蜡的锈蚀铜活板门
etfuturum:waxed_oxidized_copper_trapdoor,2615,true,etfuturum,ganymedes01.etfuturum.blocks.BlockCopperTrapdoor,涂蜡的氧化铜活板门
etfuturum:magma,2616,true,etfuturum,ganymedes01.etfuturum.blocks.BlockMagma,岩浆块
etfuturum:lantern,2617,true,etfuturum,ganymedes01.etfuturum.blocks.BlockLantern,灯笼
etfuturum:soul_lantern,2618,true,etfuturum,ganymedes01.etfuturum.blocks.BlockLantern,灵魂灯笼
etfuturum:soul_torch,2619,true,etfuturum,ganymedes01.etfuturum.blocks.BlockSoulTorch,灵魂火把
etfuturum:smoker,2620,true,etfuturum,ganymedes01.etfuturum.blocks.BlockSmoker,烟熏炉
etfuturum:lit_smoker,2621,false,null,ganymedes01.etfuturum.blocks.BlockSmoker,null
etfuturum:blast_furnace,2622,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBlastFurnace,高炉
etfuturum:lit_blast_furnace,2623,false,null,ganymedes01.etfuturum.blocks.BlockBlastFurnace,null
etfuturum:shulker_box,2624,true,etfuturum,ganymedes01.etfuturum.blocks.BlockShulkerBox,潜影盒
etfuturum:smithing_table,2625,true,etfuturum,ganymedes01.etfuturum.blocks.BlockSmithingTable,锻造台
etfuturum:stonecutter,2626,true,etfuturum,ganymedes01.etfuturum.blocks.BlockStonecutter,切石机
etfuturum:fletching_table,2627,true,etfuturum,ganymedes01.etfuturum.blocks.BlockFletchingTable,制箭台
etfuturum:cartography_table,2628,true,etfuturum,ganymedes01.etfuturum.blocks.BlockCartographyTable,制图台
etfuturum:loom,2629,true,etfuturum,ganymedes01.etfuturum.blocks.BlockLoom,织布机
etfuturum:honey_block,2630,true,etfuturum,ganymedes01.etfuturum.blocks.BlockHoney,蜂蜜块
etfuturum:honeycomb_block,2631,true,etfuturum,ganymedes01.etfuturum.blocks.BaseBlock,蜜脾块
etfuturum:chain,2632,true,etfuturum,ganymedes01.etfuturum.blocks.BlockChain,锁链
etfuturum:brewing_stand,2633,true,etfuturum,ganymedes01.etfuturum.blocks.BlockNewBrewingStand,酿造台
etfuturum:beacon,2634,true,etfuturum,ganymedes01.etfuturum.blocks.BlockNewBeacon,信标
etfuturum:enchantment_table,2635,true,etfuturum,ganymedes01.etfuturum.blocks.BlockNewEnchantmentTable,附魔台
etfuturum:frosted_ice,2636,false,null,ganymedes01.etfuturum.blocks.BlockFrostedIce,null
etfuturum:lava_cauldron,2637,false,null,ganymedes01.etfuturum.blocks.BlockLavaCauldron,null
etfuturum:potion_cauldron,2638,false,null,ganymedes01.etfuturum.blocks.BlockPotionCauldron,null
etfuturum:bubble_column,2639,false,null,ganymedes01.etfuturum.blocks.BlockBubbleColumn,null
etfuturum:barrel,2640,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBarrel,木桶
etfuturum:iron_barrel,2641,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBarrel,铁桶
etfuturum:gold_barrel,2642,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBarrel,金桶
etfuturum:diamond_barrel,2643,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBarrel,钻石桶
etfuturum:copper_barrel,2644,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBarrel,铜桶
etfuturum:silver_barrel,2645,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBarrel,银桶
etfuturum:steel_barrel,2646,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBarrel,钢桶
etfuturum:obsidian_barrel,2647,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBarrel,黑曜石桶
etfuturum:darksteel_barrel,2648,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBarrel,玄钢桶
etfuturum:netherite_barrel,2649,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBarrel,下界合金桶
etfuturum:blackstone,2650,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBlackstone,黑石
etfuturum:gilded_blackstone,2651,true,etfuturum,ganymedes01.etfuturum.blocks.BlockGildedBlackstone,镶金黑石
etfuturum:blackstone_slab,2652,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBlackstoneSlab,黑石台阶
etfuturum:double_blackstone_slab,2653,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBlackstoneSlab,黑石台阶
etfuturum:blackstone_stairs,2654,true,etfuturum,ganymedes01.etfuturum.blocks.BaseStairs,黑石楼梯
etfuturum:polished_blackstone_stairs,2655,true,etfuturum,ganymedes01.etfuturum.blocks.BaseStairs,磨制黑石楼梯
etfuturum:polished_blackstone_brick_stairs,2656,true,etfuturum,ganymedes01.etfuturum.blocks.BaseStairs,磨制黑石砖楼梯
etfuturum:blackstone_wall,2657,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBlackstoneWall,黑石墙
etfuturum:polished_blackstone_pressure_plate,2658,true,etfuturum,ganymedes01.etfuturum.blocks.BlockPolishedBlackstonePressurePlate,磨制黑石压力板
etfuturum:polished_blackstone_button,2659,true,etfuturum,ganymedes01.etfuturum.blocks.BlockPolishedBlackstoneButton,磨制黑石按钮
etfuturum:soul_soil,2660,true,etfuturum,ganymedes01.etfuturum.blocks.BlockSoulSoil,灵魂土
etfuturum:nether_wart,2661,true,etfuturum,ganymedes01.etfuturum.blocks.BlockNetherwart,地狱疣块
etfuturum:pink_petals,2662,true,etfuturum,ganymedes01.etfuturum.blocks.BlockPinkPetals,粉红色花簇
etfuturum:sapling,2663,true,etfuturum,ganymedes01.etfuturum.blocks.BlockModernSapling,红树胎生苗
etfuturum:leaves,2664,true,etfuturum,ganymedes01.etfuturum.blocks.BlockModernLeaves,红树树叶
etfuturum:wood_planks,2665,true,etfuturum,ganymedes01.etfuturum.blocks.BlockModernWoodPlanks,绯红木板
etfuturum:wood_slab,2666,true,etfuturum,ganymedes01.etfuturum.blocks.BlockModernWoodSlab,绯红木台阶
etfuturum:double_wood_slab,2667,true,etfuturum,ganymedes01.etfuturum.blocks.BlockModernWoodSlab,绯红木台阶
etfuturum:cherry_log,2668,true,etfuturum,ganymedes01.etfuturum.blocks.BaseLog,樱花原木
etfuturum:cherry_stairs,2669,true,etfuturum,ganymedes01.etfuturum.blocks.BaseStairs,樱花木楼梯
etfuturum:button_spruce,2670,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,云杉木按钮
etfuturum:button_birch,2671,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,白桦木按钮
etfuturum:button_jungle,2672,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,丛林木按钮
etfuturum:button_acacia,2673,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,金合欢木按钮
etfuturum:button_dark_oak,2674,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,深色橡木按钮
etfuturum:cherry_button,2675,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,樱花木按钮
etfuturum:bop_sacredoak_button,2676,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,神圣橡木按钮
etfuturum:bop_cherry_button,2677,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,樱花木按钮
etfuturum:bop_dark_button,2678,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,黑暗木按钮
etfuturum:bop_fir_button,2679,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,杉木按钮
etfuturum:bop_ethereal_button,2680,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,空灵木按钮
etfuturum:bop_magic_button,2681,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,魔法木按钮
etfuturum:bop_mangrove_button,2682,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,红树木按钮
etfuturum:bop_palm_button,2683,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,棕榈木按钮
etfuturum:bop_redwood_button,2684,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,红木按钮
etfuturum:bop_willow_button,2685,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,柳木按钮
etfuturum:bop_bamboo_button,2686,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,竹按钮
etfuturum:bop_pine_button,2687,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,松木按钮
etfuturum:bop_hellbark_button,2688,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,地狱皮木按钮
etfuturum:bop_jacaranda_button,2689,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,蓝花楹木按钮
etfuturum:bop_mahogany_button,2690,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,桃花心木按钮
etfuturum:witchery_rowan_button,2691,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,山梨木按钮
etfuturum:witchery_alder_button,2692,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,赤杨木按钮
etfuturum:witchery_hawthorn_button,2693,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodButton,山楂木按钮
etfuturum:pressure_plate_spruce,2694,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,云杉木压力板
etfuturum:pressure_plate_birch,2695,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,白桦木压力板
etfuturum:pressure_plate_jungle,2696,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,丛林木压力板
etfuturum:pressure_plate_acacia,2697,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,金合欢木压力板
etfuturum:pressure_plate_dark_oak,2698,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,深色橡木压力板
etfuturum:cherry_pressure_plate,2699,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,樱花木压力板
etfuturum:bop_sacredoak_pressure_plate,2700,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,神圣橡木压力板
etfuturum:bop_cherry_pressure_plate,2701,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,樱花木压力板
etfuturum:bop_dark_pressure_plate,2702,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,黑暗木压力板
etfuturum:bop_fir_pressure_plate,2703,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,杉木压力板
etfuturum:bop_ethereal_pressure_plate,2704,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,空灵木压力板
etfuturum:bop_magic_pressure_plate,2705,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,魔法木压力板
etfuturum:bop_mangrove_pressure_plate,2706,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,红树木压力板
etfuturum:bop_palm_pressure_plate,2707,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,棕榈木压力板
etfuturum:bop_redwood_pressure_plate,2708,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,红木压力板
etfuturum:bop_willow_pressure_plate,2709,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,柳木压力板
etfuturum:bop_bamboo_pressure_plate,2710,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,竹压力板
etfuturum:bop_pine_pressure_plate,2711,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,松木压力板
etfuturum:bop_hellbark_pressure_plate,2712,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,地狱皮木压力板
etfuturum:bop_jacaranda_pressure_plate,2713,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,蓝花楹木压力板
etfuturum:bop_mahogany_pressure_plate,2714,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,桃花心木压力板
etfuturum:witchery_rowan_pressure_plate,2715,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,山梨木压力板
etfuturum:witchery_alder_pressure_plate,2716,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,赤杨木压力板
etfuturum:witchery_hawthorn_pressure_plate,2717,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodPressurePlate,山楂木压力板
etfuturum:cherry_trapdoor,2718,true,etfuturum,ganymedes01.etfuturum.blocks.BaseTrapdoor,樱花木活板门
etfuturum:sign_spruce,2719,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:wall_sign_spruce,2720,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:sign_birch,2721,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:wall_sign_birch,2722,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:sign_jungle,2723,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:wall_sign_jungle,2724,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:sign_acacia,2725,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:wall_sign_acacia,2726,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:sign_dark_oak,2727,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:wall_sign_dark_oak,2728,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:cherry_sign,2729,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,樱花木告示牌
etfuturum:cherry_wall_sign,2730,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_sacredoak_sign,2731,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,神圣橡木告示牌
etfuturum:bop_sacredoak_wall_sign,2732,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_cherry_sign,2733,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,樱花木告示牌
etfuturum:bop_cherry_wall_sign,2734,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_dark_sign,2735,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,黑暗木告示牌
etfuturum:bop_dark_wall_sign,2736,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_fir_sign,2737,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,杉木告示牌
etfuturum:bop_fir_wall_sign,2738,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_ethereal_sign,2739,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,空灵木告示牌
etfuturum:bop_ethereal_wall_sign,2740,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_magic_sign,2741,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,魔法木告示牌
etfuturum:bop_magic_wall_sign,2742,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_mangrove_sign,2743,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,红树木告示牌
etfuturum:bop_mangrove_wall_sign,2744,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_palm_sign,2745,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,棕榈木告示牌
etfuturum:bop_palm_wall_sign,2746,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_redwood_sign,2747,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,红木告示牌
etfuturum:bop_redwood_wall_sign,2748,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_willow_sign,2749,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,柳木告示牌
etfuturum:bop_willow_wall_sign,2750,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_bamboo_sign,2751,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,竹告示牌
etfuturum:bop_bamboo_wall_sign,2752,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_pine_sign,2753,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,松木告示牌
etfuturum:bop_pine_wall_sign,2754,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_hellbark_sign,2755,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,地狱皮木告示牌
etfuturum:bop_hellbark_wall_sign,2756,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_jacaranda_sign,2757,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,蓝花楹木告示牌
etfuturum:bop_jacaranda_wall_sign,2758,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:bop_mahogany_sign,2759,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,桃花心木告示牌
etfuturum:bop_mahogany_wall_sign,2760,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:witchery_rowan_sign,2761,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,山梨木告示牌
etfuturum:witchery_rowan_wall_sign,2762,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:witchery_alder_sign,2763,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,赤杨木告示牌
etfuturum:witchery_alder_wall_sign,2764,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:witchery_hawthorn_sign,2765,true,etfuturum,ganymedes01.etfuturum.blocks.BlockWoodSign,山楂木告示牌
etfuturum:witchery_hawthorn_wall_sign,2766,false,null,ganymedes01.etfuturum.blocks.BlockWoodSign,null
etfuturum:white_bed,2767,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,白色床
etfuturum:orange_bed,2768,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,橙色床
etfuturum:magenta_bed,2769,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,品红色床
etfuturum:light_blue_bed,2770,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,淡蓝色床
etfuturum:yellow_bed,2771,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,黄色床
etfuturum:lime_bed,2772,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,黄绿色床
etfuturum:pink_bed,2773,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,粉红色床
etfuturum:gray_bed,2774,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,灰色床
etfuturum:light_gray_bed,2775,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,淡灰色床
etfuturum:cyan_bed,2776,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,青色床
etfuturum:purple_bed,2777,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,紫色床
etfuturum:blue_bed,2778,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,蓝色床
etfuturum:brown_bed,2779,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,棕色床
etfuturum:green_bed,2780,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,绿色床
etfuturum:black_bed,2781,true,etfuturum,ganymedes01.etfuturum.blocks.BlockDyedBed,黑色床
etfuturum:crying_obsidian,2782,true,etfuturum,ganymedes01.etfuturum.blocks.BaseBlock,哭泣的黑曜石
etfuturum:rose,2783,true,etfuturum,ganymedes01.etfuturum.blocks.BlockOldRose,玫瑰
etfuturum:old_gravel,2784,true,etfuturum,ganymedes01.etfuturum.blocks.BlockOldGravel,旧版沙砾
etfuturum:netherite_stairs,2785,true,etfuturum,ganymedes01.etfuturum.blocks.BlockNetheriteStairs,史上最炫楼梯
etfuturum:light,2786,true,etfuturum,ganymedes01.etfuturum.blocks.BlockLight,光源方块
etfuturum:barrier,2787,true,etfuturum,ganymedes01.etfuturum.blocks.BlockBarrier,屏障
etfuturum:glow_lichen,2788,true,etfuturum,ganymedes01.etfuturum.blocks.BlockGlowLichen,发光地衣
etfuturum:cave_vine_plant,2789,true,etfuturum,ganymedes01.etfuturum.blocks.BlockCaveVinesPlant,洞穴藤蔓
etfuturum:cave_vine,2790,true,etfuturum,ganymedes01.etfuturum.blocks.BlockCaveVines,洞穴藤蔓
BuildCraft|Silicon:laserBlock,2791,true,BuildCraft|Silicon,buildcraft.silicon.BlockLaser,镭射器
BuildCraft|Silicon:laserTableBlock,2792,true,BuildCraft|Silicon,buildcraft.silicon.BlockLaserTable,装配台
BuildCraft|Silicon:packagerBlock,2793,true,BuildCraft|Silicon,buildcraft.silicon.BlockPackager,配方封包器
BuildCraft|Transport:filteredBufferBlock,2794,true,BuildCraft|Transport,buildcraft.transport.BlockFilteredBuffer,过滤缓存器
BuildCraft|Transport:pipeBlock,2795,true,BuildCraft|Transport,buildcraft.transport.BlockGenericPipeCompat,管道
MagicBees:magicbees.enchantedEarth,2796,true,MagicBees,magicbees.block.BlockEnchantedEarth,魔法泥土
MagicBees:hive,2797,true,MagicBees,magicbees.block.BlockHive,好奇蜂巢
MagicBees:effectJar,2798,true,MagicBees,magicbees.block.BlockEffectJar,蜜蜂收集者的罐子
MagicBees:magicApiary,2799,true,MagicBees,magicbees.block.BlockMagicApiary,魔法蜂箱
MagicBees:manaAuraProvider,2800,true,MagicBees,magicbees.block.BlockManaAuraProvider,魔力蜂箱加速器
MagicBees:visAuraProvider,2801,true,MagicBees,magicbees.block.BlockVisAuraProvider,灵气蜂箱加速器
MagicBees:apimancersDrainer,2802,true,MagicBees,magicbees.block.BlockApimancersDrainer,Apimancer的沥水器
gendustry:fluid.Mutagen,2803,true,gendustry,net.bdew.gendustry.fluids.BlockFluid,诱变剂
gendustry:fluid.LiquidDNA,2804,true,gendustry,net.bdew.gendustry.fluids.BlockFluid,液态DNA
gendustry:fluid.Protein,2805,true,gendustry,net.bdew.gendustry.fluids.BlockFluid,蛋白质
gendustry:MutagenProducer,2806,true,gendustry,net.bdew.gendustry.machines.mproducer.BlockMutagenProducer$,诱变剂制造机
gendustry:Mutatron,2807,true,gendustry,net.bdew.gendustry.machines.mutatron.BlockMutatron$,诱变机
gendustry:IndustrialApiary,2808,true,gendustry,net.bdew.gendustry.machines.apiary.BlockApiary$,工业蜂箱
gendustry:Imprinter,2809,true,gendustry,net.bdew.gendustry.machines.imprinter.BlockImprinter$,基因压印机
gendustry:Sampler,2810,true,gendustry,net.bdew.gendustry.machines.sampler.BlockSampler$,基因采样机
gendustry:MutatronAdv,2811,true,gendustry,net.bdew.gendustry.machines.advmutatron.BlockMutatronAdv$,高级诱变机
gendustry:Liquifier,2812,true,gendustry,net.bdew.gendustry.machines.liquifier.BlockLiquifier$,蛋白质液化机
gendustry:Extractor,2813,true,gendustry,net.bdew.gendustry.machines.extractor.BlockExtractor$,基因提取机
gendustry:Transposer,2814,true,gendustry,net.bdew.gendustry.machines.transposer.BlockTransposer$,基因转换机
gendustry:Replicator,2815,true,gendustry,net.bdew.gendustry.machines.replicator.BlockReplicator$,基因复制机
harvestcraft:cuttingboard,2816,true,harvestcraft,com.pam.harvestcraft.BlockPamCuttingBoard,砧板
harvestcraft:pot,2817,true,harvestcraft,com.pam.harvestcraft.BlockPamPot,锅
harvestcraft:beehive,2818,true,harvestcraft,com.pam.harvestcraft.BlockPamBeehive,蜂巢
harvestcraft:apiary,2819,true,harvestcraft,com.pam.harvestcraft.BlockPamApiary,蜂箱
harvestcraft:presser,2820,true,harvestcraft,com.pam.harvestcraft.BlockPamPresser,压榨机
harvestcraft:sink,2821,true,harvestcraft,com.pam.harvestcraft.BlockPamSink,提水筒
harvestcraft:market,2822,true,harvestcraft,com.pam.harvestcraft.BlockPamMarket,集市交易方块
harvestcraft:oven,2823,true,harvestcraft,com.pam.harvestcraft.BlockPamOven,烤箱
harvestcraft:ovenon,2824,true,harvestcraft,com.pam.harvestcraft.BlockPamOven,烤箱
harvestcraft:churn,2825,true,harvestcraft,com.pam.harvestcraft.BlockPamChurn,搅拌机
harvestcraft:churnon,2826,true,harvestcraft,com.pam.harvestcraft.BlockPamChurn,搅拌机
harvestcraft:quern,2827,true,harvestcraft,com.pam.harvestcraft.BlockPamQuern,石磨
harvestcraft:quernon,2828,true,harvestcraft,com.pam.harvestcraft.BlockPamQuern,石磨
harvestcraft:fishtrap,2829,true,harvestcraft,com.pam.harvestcraft.BlockPamFishTrap,渔栅
harvestcraft:animaltrap,2830,true,harvestcraft,com.pam.harvestcraft.BlockPamAnimalTrap,捕兽笼
harvestcraft:salt,2831,true,harvestcraft,com.pam.harvestcraft.BlockPamSalt,盐矿
harvestcraft:spamcompressedsaltBlockalt,2832,true,harvestcraft,com.pam.harvestcraft.BlockPamSalt,压缩盐块
harvestcraft:berrygarden,2833,true,harvestcraft,com.pam.harvestcraft.BlockPamNormalGarden,草莓果园
harvestcraft:desertgarden,2834,true,harvestcraft,com.pam.harvestcraft.BlockPamDesertGarden,沙漠菜园
harvestcraft:grassgarden,2835,true,harvestcraft,com.pam.harvestcraft.BlockPamNormalGarden,草地菜园
harvestcraft:gourdgarden,2836,true,harvestcraft,com.pam.harvestcraft.BlockPamNormalGarden,葫芦菜园
harvestcraft:groundgarden,2837,true,harvestcraft,com.pam.harvestcraft.BlockPamNormalGarden,陆地菜园
harvestcraft:herbgarden,2838,true,harvestcraft,com.pam.harvestcraft.BlockPamNormalGarden,草本菜园
harvestcraft:leafygarden,2839,true,harvestcraft,com.pam.harvestcraft.BlockPamNormalGarden,多叶菜园
harvestcraft:mushroomgarden,2840,true,harvestcraft,com.pam.harvestcraft.BlockPamMushroomGarden,蘑菇菜园
harvestcraft:stalkgarden,2841,true,harvestcraft,com.pam.harvestcraft.BlockPamNormalGarden,植茎菜园
harvestcraft:textilegarden,2842,true,harvestcraft,com.pam.harvestcraft.BlockPamNormalGarden,纺织菜园
harvestcraft:tropicalgarden,2843,true,harvestcraft,com.pam.harvestcraft.BlockPamNormalGarden,热带菜园
harvestcraft:watergarden,2844,true,harvestcraft,com.pam.harvestcraft.BlockPamWaterGarden,海域菜园
harvestcraft:pamappleSapling,2845,true,harvestcraft,com.pam.harvestcraft.BlockPamSapling,苹果树苗
harvestcraft:pamalmondSapling,2846,true,harvestcraft,com.pam.harvestcraft.BlockPamSapling,扁桃树苗
harvestcraft:pamapricotSapling,2847,true,harvestcraft,com.pam.harvestcraft.BlockPamSapling,杏树苗
harvestcraft:pamavocadoSapling,2848,true,harvestcraft,com.pam.harvestcraft.BlockPamSapling,鳄梨树苗
harvestcraft:pambananaSapling,2849,true,harvestcraft,com.pam.harvestcraft.BlockPamSapling,香蕉树苗
harvestcraft:pamcashewSapling,2850,true,harvestcraft,com.pam.harvestcraft.BlockPamSapling,腰果树苗
